id,client_id,card_brand,card_type,card_number,expires,cvv,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed,card_on_dark_web,current_age,retirement_age,birth_year,birth_month,gender,address,latitude,longitude,per_capita_income,yearly_income,total_debt,credit_score,num_credit_cards,transaction_id,date,card_id,amount,use_chip,merchant_id,merchant_city,merchant_state,zip,mcc,errors,CLASS_fraud_label
2726,1432,Mastercard,Debit,5033363979740914,07/2022,246,YES,2,$25740,04/2014,2014,No,42,72,1977,8,Male,78 Lexington Street,40.96,-74.61,$34205,$69747,$80763,741,4,18002167,2016-06-27 11:23:00,4929,$34.89,Online Transaction,39021,ONLINE,,,4784,,
113,1736,Visa,Debit,4870854561726482,06/2021,880,YES,1,$23631,01/2006,2014,No,43,67,1977,1,Male,2479 Valley Avenue,40.64,-73.94,$22456,$45789,$94014,695,4,20782542,2018-02-07 15:17:00,2647,$29.99,Chip Transaction,18215,Brooklyn,NY,11212.0,5719,,No
1361,1240,Visa,Debit,4140779954294938,11/2022,794,YES,2,$16638,02/2015,2015,No,56,67,1963,5,Female,899 Maple Street,40.26,-81.84,$15603,$31814,$43140,693,3,17233090,2016-01-13 22:23:00,1295,$18.73,Chip Transaction,75781,Bellaire,OH,43906.0,5411,,
3035,401,Amex,Credit,321401373752458,04/2023,507,YES,2,$11000,05/2010,2014,No,81,71,1938,9,Male,84497 Valley Stream Drive,34.2,-118.39,$15239,$28644,$879,806,7,22692995,2019-03-19 13:55:00,3004,$-88.00,Chip Transaction,61195,North Hollywood,CA,91605.0,5541,,No
5549,1969,Visa,Debit,4179498334263775,10/2020,254,YES,2,$32809,11/2008,2010,No,84,65,1935,4,Male,402 El Camino Drive,27.48,-82.57,$29583,$44690,$2249,733,5,12904800,2013-06-18 12:41:00,4981,$14.66,Swipe Transaction,21842,Bradenton,FL,34212.0,5411,,No
2897,81,Mastercard,Debit (Prepaid),5391276903408071,10/2012,935,YES,2,$48,05/2006,2014,No,66,68,1953,3,Female,804 Sixth Boulevard,29.57,-97.96,$17440,$35560,$60397,723,5,12218935,2013-01-16 23:42:00,4525,$65.10,Swipe Transaction,20561,San Antonio,TX,78201.0,5912,,No
5004,1039,Mastercard,Debit,5955617938111739,08/2013,483,YES,2,$18498,10/2004,2010,No,68,64,1951,3,Male,29 Federal Boulevard,34.04,-118.21,$12349,$11566,$9102,536,4,9837119,2011-07-23 20:48:00,5791,$25.73,Swipe Transaction,5316,Los Angeles,CA,90033.0,5411,,No
2168,704,Amex,Credit,364780102699868,12/2022,611,YES,1,$22800,03/2008,2008,No,51,67,1968,7,Female,6840 North Lane,41.2,-73.73,$55274,$112695,$35135,840,6,9945734,2011-08-17 22:49:00,2945,$14.37,Swipe Transaction,74146,Mount Kisco,NY,10549.0,4121,,No
2965,1513,Mastercard,Credit,5634053342792528,07/2021,779,YES,1,$27200,05/2008,2011,No,48,66,1972,2,Male,8849 West Drive,41.3,-73.13,$32240,$65736,$206000,733,3,8731542,2010-11-06 06:59:00,3933,$56.62,Swipe Transaction,79927,Shelton,CT,6484.0,5912,,No
4036,1989,Mastercard,Credit,5131036676128155,08/2024,342,YES,2,$14300,07/2015,2015,No,31,66,1988,12,Male,3487 Bayview Drive,38.81,-76.75,$33295,$67886,$7137,803,4,12085252,2012-12-17 21:59:00,2984,$37.52,Online Transaction,18563,ONLINE,,,4121,,
4164,1177,Mastercard,Credit,5350464215817716,12/2024,315,YES,1,$26400,08/2005,2008,No,36,66,1983,3,Female,1644 Park Avenue,39.67,-75.75,$31719,$64672,$56485,695,4,16695181,2015-09-21 06:43:00,4860,$3.69,Chip Transaction,23481,Standish,ME,4084.0,5812,,No
2253,1098,Mastercard,Debit,5547459880579017,02/2020,116,YES,2,$16868,03/2010,2010,No,50,71,1969,3,Male,772 Fifth Boulevard,42.67,-95.3,$16901,$34456,$54634,752,4,12546634,2013-03-31 08:00:00,2253,$58.00,Swipe Transaction,59935,Granville,IA,51022.0,5499,,No
4464,672,Mastercard,Debit,5392188065665641,10/2021,452,NO,1,$8540,08/2017,2017,No,37,68,1983,2,Male,95873 Madison Boulevard,35.81,-83.25,$11755,$23967,$3880,722,4,17205594,2016-01-07 23:46:00,5001,$11.04,Chip Transaction,9374,Cosby,TN,37722.0,5912,,No
1211,1192,Mastercard,Debit,5303411542373680,10/2023,305,YES,1,$2001,02/2010,2018,No,44,68,1976,2,Female,1450 Rose Drive,44.22,-93.44,$19630,$40026,$70877,768,1,10750441,2012-02-18 12:53:00,1211,$10.78,Swipe Transaction,55060,Salisbury,NC,28147.0,5812,,No
4124,989,Visa,Credit,4119849353170305,02/2020,170,YES,2,$21600,08/2003,2015,No,78,66,1941,9,Male,6283 Rose Avenue,38.87,-77.4,$46175,$113514,$16524,727,8,20567447,2017-12-24 06:09:00,4354,$60.00,Chip Transaction,27092,Leesburg,VA,20176.0,4829,,No
3265,55,Visa,Debit,4806234146608194,08/2020,750,YES,1,$1736,06/2003,2012,No,61,68,1958,3,Female,3374 Littlewood Street,37.92,-122.34,$21869,$44583,$85531,717,5,19181616,2017-03-05 17:01:00,5865,$25.14,Chip Transaction,69972,Huntington Beach,CA,92647.0,5814,,No
126,1448,Mastercard,Credit,5571363047071896,09/2023,510,YES,1,$13200,01/2007,2015,No,48,70,1971,12,Female,578 Maple Avenue,35.05,-82.09,$18899,$38539,$0,850,3,14165971,2014-03-22 09:18:00,5907,$10.53,Online Transaction,39021,ONLINE,,,4784,,No
3292,868,Mastercard,Credit,5925756786369213,06/2010,556,NO,1,$6800,06/2005,2009,No,78,64,1941,11,Male,5004 Lake Street,35.46,-97.51,$16016,$31046,$11436,706,6,20192592,2017-10-05 14:59:00,2233,$2.96,Swipe Transaction,66068,Oklahoma City,OK,73110.0,5300,,
2561,1253,Mastercard,Debit,5805455899430052,09/2024,461,YES,2,$28390,04/2008,2008,No,32,64,1987,10,Female,1782 South Boulevard,41.44,-73.04,$28814,$58749,$113308,768,6,19076046,2017-02-11 09:30:00,2561,$80.13,Chip Transaction,13646,Colchester,CT,6415.0,7538,,No
5915,1840,Visa,Credit,4336242728631012,10/2020,263,YES,1,$14600,12/2007,2008,No,46,71,1974,2,Female,576 Martin Luther King Street,45.49,-122.8,$21702,$44249,$103229,706,5,12654906,2013-04-24 08:54:00,3322,$-86.00,Swipe Transaction,30928,Beaverton,OR,97005.0,5541,,No
635,293,Mastercard,Debit,5253561686917610,06/2023,467,YES,1,$12899,01/2020,2020,No,32,63,1987,8,Female,58221 Main Drive,35.22,-97.34,$20640,$42084,$57760,661,5,19327719,2017-04-05 20:34:00,4260,$7.47,Online Transaction,9932,ONLINE,,,5311,,
5017,1295,Visa,Credit,4892675252828860,02/2024,823,YES,1,$9900,10/2004,2014,No,70,70,1950,2,Female,888 Lincoln Street,46.78,-92.11,$17474,$27772,$14408,788,4,9467020,2011-04-28 16:08:00,3318,$69.39,Swipe Transaction,62011,Rochester,MN,55901.0,7922,,No
4789,1478,Mastercard,Debit,5418595509569231,09/2024,749,YES,2,$4183,09/2010,2010,No,39,66,1980,10,Female,3863 River Avenue,38.93,-121.25,$21829,$44506,$57994,849,3,8176955,2010-06-25 09:44:00,1237,$49.61,Swipe Transaction,87252,Palatine,IL,60074.0,5310,,No
4118,287,Mastercard,Debit,5384350370649513,09/2023,549,YES,1,$14070,08/2003,2014,No,42,73,1977,8,Female,152 El Camino Boulevard,29.31,-95.01,$21178,$43181,$57199,710,3,10231141,2011-10-22 16:06:00,5783,$1.08,Swipe Transaction,14528,Spring,TX,77373.0,5499,,No
2458,1569,Mastercard,Debit,5837677839033846,07/2024,153,YES,2,$2054,04/2004,2015,No,68,65,1951,3,Female,7276 Valley Drive,43.54,-96.73,$20153,$39082,$16870,722,4,21757325,2018-09-02 08:44:00,4109,$44.12,Swipe Transaction,32175,Redfield,SD,57469.0,7538,,No
5541,1581,Mastercard,Debit,5862160658521395,01/2023,117,YES,2,$1807,11/2008,2013,No,38,65,1981,11,Female,9324 Catherine Street,38.42,-90.36,$21744,$44334,$55173,684,5,9396342,2011-04-12 10:20:00,3247,$12.21,Swipe Transaction,61195,Arnold,MO,63010.0,5541,,
1671,1190,Mastercard,Debit,5944674876283297,08/2024,993,NO,1,$23805,02/2020,2020,No,49,65,1970,8,Female,4480 Essex Drive,33.0,-80.17,$21769,$44383,$42369,707,7,11434049,2012-07-23 16:32:00,2699,$41.03,Online Transaction,39021,ONLINE,,,4784,,No
2138,1603,Discover,Credit,6439934247827371,03/2012,549,NO,1,$11200,03/2007,2007,No,41,65,1978,12,Male,6515 Hillside Drive,44.65,-114.15,$19036,$38812,$16331,762,4,10767619,2012-02-22 12:28:00,2138,$100.00,Swipe Transaction,27092,Preston,ID,83263.0,4829,,
4892,1998,Visa,Debit,4138210173016904,06/2021,76,YES,1,$328,09/2015,2015,No,65,67,1954,9,Male,10 Third Avenue,37.56,-122.37,$0,$645,$790,688,3,15537322,2015-01-15 08:30:00,2160,$72.00,Chip Transaction,61195,Burlingame,CA,94010.0,5541,,No
2337,398,Visa,Debit,4729603889258290,02/2020,830,YES,2,$16472,03/2014,2014,No,49,69,1970,11,Female,6999 Lexington Lane,38.51,-121.49,$18344,$37401,$76201,737,4,22448957,2019-01-26 20:25:00,2337,$61.00,Chip Transaction,75936,Sacramento,CA,95822.0,5814,,No
4071,565,Visa,Debit,4125650435743087,09/2024,385,NO,1,$16080,07/2018,2018,No,54,65,1965,10,Male,6721 Sussex Drive,32.98,-96.89,$21381,$43598,$15891,757,4,10349536,2011-11-18 18:34:00,5459,$73.00,Swipe Transaction,30928,Carrollton,TX,75006.0,5541,,
2689,80,Visa,Debit,4321023718227210,02/2024,881,YES,1,$13569,04/2011,2011,No,82,67,1937,8,Female,362 Martin Luther King Street,41.01,-84.47,$15090,$21815,$1597,498,5,9494554,2011-05-05 08:33:00,3829,$4.59,Swipe Transaction,75781,Wapakoneta,OH,45895.0,5411,,
6005,885,Mastercard,Debit,5049088411909571,11/2022,311,YES,2,$7784,12/2010,2014,No,36,66,1983,12,Male,7121 Fourth Avenue,36.67,-93.86,$13895,$28334,$0,700,3,18220474,2016-08-12 21:16:00,5086,$1.06,Chip Transaction,65881,Cabool,MO,65689.0,5311,,No
316,1954,Mastercard,Debit,5544865210857672,07/2013,422,YES,2,$21258,01/2013,2013,No,47,68,1973,1,Female,965 Wessex Street,33.94,-117.95,$23740,$48406,$80441,683,3,21261513,2018-05-20 10:40:00,4879,$1.31,Chip Transaction,86438,La Habra,CA,90631.0,5499,,
1054,683,Mastercard,Debit,5079107565180218,02/2023,905,YES,1,$14868,02/2005,2013,No,61,66,1959,1,Male,201 Grant Drive,40.79,-77.85,$25031,$51039,$0,704,5,9442232,2011-04-22 21:42:00,4731,$53.21,Swipe Transaction,40437,State College,PA,16801.0,5812,,No
5170,1019,Visa,Credit,4318814007161209,03/2016,388,YES,2,$3300,10/2009,2010,No,81,57,1939,1,Female,482 Grant Street,34.09,-117.96,$15775,$29928,$2028,713,4,9856700,2011-07-28 11:13:00,5112,$13.94,Swipe Transaction,48919,Baldwin Park,CA,91706.0,5311,,No
2358,1076,Mastercard,Credit,5410016015074479,01/2020,674,YES,2,$7500,03/2016,2016,No,61,66,1958,8,Female,3987 11th Drive,35.05,-78.87,$18316,$37342,$48611,779,5,14327128,2014-04-26 15:16:00,3858,$22.18,Swipe Transaction,86410,Fayetteville,NC,28311.0,5211,,No
3186,496,Visa,Debit,4602655731592723,03/2019,673,YES,1,$22516,05/2016,2016,No,47,63,1972,8,Male,16893 Fifth Avenue,32.76,-96.59,$17810,$36319,$44737,730,4,13875293,2014-01-17 15:46:00,3428,$17.46,Swipe Transaction,45344,Mesquite,TX,75149.0,5813,,
2435,1885,Visa,Credit,4338490944284662,04/2022,381,YES,2,$8700,04/2002,2010,No,46,65,1973,9,Male,189 Forest Street,33.99,-83.72,$18171,$37056,$75730,753,4,8885429,2010-12-12 19:53:00,2435,$80.00,Swipe Transaction,27092,Atlanta,GA,31139.0,4829,,
577,1498,Mastercard,Debit,5467709707043932,03/2024,414,YES,2,$15781,01/2020,2020,No,47,66,1972,7,Female,69590 Rose Drive,39.68,-74.98,$24911,$50790,$3547,726,4,8609479,2010-10-07 15:02:00,999,$69.93,Swipe Transaction,18215,Plainsboro,NJ,8536.0,5719,,
3507,1091,Visa,Credit,4724864981660920,08/2024,403,NO,1,$12700,06/2010,2013,No,32,66,1987,5,Female,52292 East Street,39.3,-76.61,$26431,$53890,$252106,656,4,13498734,2013-10-26 20:22:00,3334,$100.00,Swipe Transaction,27092,Parkville,MD,21234.0,4829,,No
111,1307,Visa,Debit,4212262433992065,10/2021,186,YES,2,$17280,01/2006,2012,No,52,61,1967,4,Female,2332 Elm Lane,37.89,-122.03,$42685,$87030,$156474,646,5,9263434,2011-03-12 06:57:00,111,$36.48,Swipe Transaction,67570,Walnut Creek,CA,94596.0,5311,,No
2085,357,Mastercard,Debit,5565610768898340,07/2024,214,YES,1,$29170,03/2005,2006,No,59,67,1960,9,Female,645 Catherine Lane,42.35,-71.06,$39312,$80156,$61817,735,4,15259428,2014-11-16 08:27:00,3706,$4.80,Swipe Transaction,19655,Boston,MA,2127.0,5411,,No
4717,394,Mastercard,Debit,5853043877946018,06/2023,333,YES,1,$23310,09/2009,2009,No,52,71,1967,4,Male,514 Pine Boulevard,41.09,-73.55,$34138,$69604,$47193,684,4,15548304,2015-01-17 14:27:00,6057,$43.30,Chip Transaction,1967,Stamford,CT,6907.0,5813,,No
199,658,Mastercard,Debit,5342017674521143,08/2024,200,YES,2,$22742,01/2009,2009,No,40,64,1980,2,Female,7476 First Lane,29.67,-82.33,$25812,$52630,$68559,725,4,16646453,2015-09-10 14:51:00,5548,$13.88,Chip Transaction,28395,Gainesville,FL,32606.0,5541,,
772,147,Visa,Credit,4341971374222434,01/2020,255,YES,1,$12100,01/2020,2020,No,30,66,1989,4,Male,4096 Sussex Avenue,32.35,-86.28,$27653,$56383,$130152,800,4,9087930,2011-01-29 16:03:00,2634,$90.18,Swipe Transaction,60569,Headland,AL,36345.0,5300,,
5805,1207,Discover,Credit,6135310578604021,01/2014,814,YES,2,$22800,12/2004,2016,No,41,65,1978,10,Male,8425 East Lane,41.47,-81.67,$27646,$56368,$71544,664,3,19055484,2017-02-07 06:11:00,6056,$44.01,Chip Transaction,60569,Kent,OH,44240.0,5300,,No
3711,1712,Mastercard,Debit,5313636141539714,06/2024,212,NO,1,$39431,07/2004,2008,No,82,65,1938,1,Female,1437 Madison Lane,32.79,-96.76,$27814,$66999,$3140,730,5,19221809,2017-03-14 10:50:00,4407,$13.91,Chip Transaction,22204,Dallas,TX,75238.0,5541,,No
2030,1941,Mastercard,Debit,5183385831950704,08/2013,886,YES,2,$22248,03/2002,2015,No,38,78,1981,8,Male,2867 Federal Drive,33.14,-95.95,$18934,$38609,$27463,740,3,9431978,2011-04-20 14:18:00,2030,$-69.00,Swipe Transaction,26810,Campbell,TX,75422.0,5541,,No
3594,1434,Mastercard,Credit,5582873367992936,05/2016,523,YES,1,$4300,06/2015,2015,No,62,67,1957,10,Male,8278 Grant Lane,26.45,-80.08,$20055,$40891,$61245,717,4,16657126,2015-09-13 01:17:00,2101,$103.23,Swipe Transaction,86616,Lake Worth,FL,33463.0,4814,,No
2810,1307,Visa,Credit,4757620010538963,02/2021,258,YES,2,$29200,05/2000,2010,No,52,61,1967,4,Female,2332 Elm Lane,37.89,-122.03,$42685,$87030,$156474,646,5,14620318,2014-06-29 19:11:00,4834,$17.91,Swipe Transaction,99780,Oakland,CA,94601.0,7832,,No
361,96,Visa,Credit,4304215035213802,10/2020,370,YES,2,$24300,01/2017,2017,No,69,66,1950,12,Female,20 Oak Street,33.89,-117.78,$38948,$99825,$4344,685,4,23185503,2019-07-01 18:10:00,3695,$62.00,Chip Transaction,43293,Yorba Linda,CA,92887.0,5499,,No
603,1444,Mastercard,Debit,5621630163698126,02/2020,106,NO,1,$21611,01/2020,2020,No,64,67,1955,10,Male,8999 Washington Drive,40.63,-73.63,$32805,$66885,$144703,698,7,14409429,2014-05-14 16:33:00,2648,$60.00,Swipe Transaction,27092,Roslyn,NY,11576.0,4829,,
3947,757,Visa,Debit,4364504555846512,03/2024,787,YES,2,$7616,07/2010,2010,No,62,65,1957,9,Female,956 Lincoln Boulevard,40.64,-73.94,$22674,$46232,$68957,691,4,18348305,2016-09-09 07:53:00,3048,$80.00,Chip Transaction,27092,Brooklyn,NY,11236.0,4829,,No
2000,1735,Visa,Credit,4865108019055527,07/2021,237,YES,1,$15100,02/2020,2020,No,56,66,1963,5,Male,9291 Jefferson Drive,27.64,-80.39,$17942,$36583,$56310,614,6,21756959,2018-09-02 07:35:00,1165,$2.81,Chip Transaction,22204,Vero Beach,FL,32967.0,5541,,No
974,511,Mastercard,Debit (Prepaid),5117090980312402,10/2020,42,YES,1,$73,02/2000,2012,No,66,68,1953,10,Male,153 Tenth Lane,32.21,-110.88,$17460,$35602,$55369,661,5,9793690,2011-07-13 18:36:00,1038,$49.14,Swipe Transaction,89667,Pflugerville,TX,78660.0,4900,,
2643,1966,Mastercard,Debit,5638732969366742,04/2023,854,YES,2,$13326,04/2010,2010,No,42,68,1977,11,Male,3835 Norfolk Street,36.05,-90.51,$15447,$31499,$45661,782,4,17930094,2016-06-12 07:19:00,6029,$1.68,Chip Transaction,59935,Paragould,AR,72450.0,5499,,
2695,696,Mastercard,Debit,5648047323588801,11/2024,470,YES,1,$28601,04/2012,2012,No,74,67,1945,7,Female,5064 North Lane,40.63,-73.72,$45685,$110570,$5700,766,8,15417171,2014-12-20 11:54:00,39,$180.01,Swipe Transaction,84469,Woodmere,NY,11598.0,4900,,No
962,1034,Mastercard,Debit,5328768325200248,06/2020,645,YES,1,$2778,02/1998,2005,No,58,66,1961,7,Female,427 Essex Lane,35.12,-80.71,$27254,$55569,$76181,698,6,18719521,2016-11-27 11:45:00,2765,$48.39,Chip Transaction,70988,Matthews,NC,28105.0,5211,,No
3942,1412,Mastercard,Debit (Prepaid),5670005225763179,07/2015,698,YES,1,$42,07/2010,2011,No,58,67,1961,6,Female,91 Jefferson Drive,36.97,-86.44,$26567,$54166,$0,707,5,23443999,2019-08-25 11:06:00,3067,$68.99,Chip Transaction,32858,Russellville,KY,42276.0,5311,,No
3941,1348,Mastercard,Debit,5372184619325693,11/2020,785,YES,2,$1,07/2010,2010,No,83,64,1936,6,Male,873 Summit Street,40.64,-73.94,$0,$2,$0,667,6,9451798,2011-04-25 09:19:00,4982,$1.29,Swipe Transaction,49906,Brooklyn,NY,11215.0,5411,,No
3021,1855,Visa,Credit,4355832454848293,08/2020,490,YES,3,$13400,05/2009,2011,No,67,66,1952,3,Male,1 Burns Lane,37.3,-121.8,$25115,$31287,$25844,728,4,8747396,2010-11-09 19:00:00,5967,$85.00,Swipe Transaction,50867,San Jose,CA,95121.0,5541,,
3584,1429,Mastercard,Debit,5192728051393602,06/2024,461,YES,1,$13201,06/2014,2014,No,62,66,1957,7,Female,4823 Lincoln Drive,39.76,-104.87,$16459,$33556,$10619,799,4,12275612,2013-01-29 17:50:00,3560,$254.00,Swipe Transaction,3558,Floral Park,NY,11005.0,3640,,No
3587,419,Visa,Debit,4298987544338030,03/2020,757,YES,1,$16731,06/2014,2014,No,60,66,1959,11,Male,933 Valley Lane,38.14,-120.45,$16448,$33540,$74530,734,5,8205612,2010-07-02 08:57:00,3792,$1.13,Swipe Transaction,55730,Murphys,CA,95247.0,5812,,No
4501,976,Visa,Debit,4752612253568533,08/2022,162,YES,1,$11391,09/1999,2015,No,67,69,1952,8,Female,198 Lincoln Street,41.09,-73.42,$30736,$62669,$70317,760,5,17714781,2016-04-27 06:30:00,6048,$88.00,Chip Transaction,61195,Norwalk,CT,6854.0,5541,,No
3097,1533,Mastercard,Debit,5118758087775711,06/2022,993,YES,2,$27594,05/2011,2011,No,39,70,1980,12,Female,470 11th Lane,39.77,-86.14,$24233,$49412,$42378,830,3,21162643,2018-04-29 09:19:00,3097,$19.85,Online Transaction,39021,ONLINE,,,4784,,No
2178,1340,Mastercard,Debit (Prepaid),5260555273059328,08/2020,729,YES,2,$36,03/2008,2018,No,53,68,1966,8,Male,815 Hillside Drive,29.76,-95.38,$26420,$53872,$64269,691,5,8766617,2010-11-14 13:10:00,2954,$18.15,Swipe Transaction,87625,Houston,TX,77073.0,5812,,No
5501,77,Mastercard,Debit,5713469175389037,04/2021,887,YES,2,$24656,11/2007,2008,No,99,67,1920,10,Female,596 Ninth Street,40.24,-76.92,$25336,$51110,$3781,709,8,15055385,2014-10-02 16:17:00,5906,$48.43,Swipe Transaction,34490,Lebanon,PA,17042.0,5719,,No
3150,328,Mastercard,Debit,5900781818896314,08/2024,694,YES,2,$15125,05/2014,2014,No,45,67,1974,3,Male,4391 Lexington Lane,35.19,-80.83,$17817,$36323,$65525,700,3,19990368,2017-08-23 19:12:00,1263,$65.55,Chip Transaction,99370,Charlotte,NC,28216.0,5311,,
178,1666,Visa,Debit,4081281007922347,05/2024,405,YES,1,$17405,01/2008,2012,No,61,62,1958,12,Male,649 Spruce Boulevard,32.29,-81.23,$23029,$46954,$69753,578,4,15363994,2014-12-08 18:52:00,993,$24.20,Swipe Transaction,27815,Rincon,GA,31326.0,5813,,
6074,1660,Visa,Debit (Prepaid),4986270376099447,04/2022,385,YES,1,$76,12/2012,2012,No,41,68,1978,4,Female,40 Washington Drive,36.73,-102.51,$11342,$23123,$5079,723,6,17865027,2016-05-29 10:23:00,3234,$5.89,Swipe Transaction,68671,Bartlesville,OK,74006.0,5541,,No
42,825,Visa,Credit,4879494103069057,08/2024,693,NO,1,$12400,01/2003,2012,No,53,66,1966,11,Female,462 Rose Lane,34.15,-117.76,$29278,$59696,$127613,787,5,8777559,2010-11-17 06:15:00,4524,$36.37,Swipe Transaction,81833,La Verne,CA,91750.0,5912,,No
2137,247,Discover,Credit,6973723422438311,11/2023,526,NO,2,$10200,03/2007,2010,No,49,69,1970,7,Female,704 East Drive,30.21,-93.2,$26772,$54587,$69070,761,6,8244880,2010-07-11 19:52:00,2179,$50.91,Swipe Transaction,26238,Lake Charles,LA,70605.0,5300,,
1114,1551,Mastercard,Debit,5230397441824610,12/2020,954,YES,2,$15967,02/2007,2009,No,47,70,1972,12,Male,148 Hillside Boulevard,40.15,-89.36,$17510,$35699,$63264,687,5,16192962,2015-06-05 16:50:00,2988,$66.17,Online Transaction,96246,ONLINE,,,4784,,
1032,506,Mastercard,Debit,5319476333734439,02/2023,19,YES,2,$26830,02/2004,2004,No,56,68,1964,1,Male,2742 El Camino Boulevard,42.71,-78.93,$25916,$52841,$36288,733,5,9833374,2011-07-22 22:31:00,2060,$47.71,Swipe Transaction,35451,Lancaster,NY,14086.0,5812,,No
3042,688,Mastercard,Debit,5238684130320063,11/2022,870,NO,1,$25563,05/2010,2010,No,44,67,1975,3,Male,5125 Elm Drive,41.31,-111.96,$23165,$47227,$151030,760,4,14829498,2014-08-14 14:20:00,1296,$16.45,Swipe Transaction,77154,Ogden,UT,84414.0,7210,,
4128,1156,Mastercard,Debit,5843025504634580,12/2009,568,YES,1,$151223,08/2004,2009,No,56,69,1963,6,Female,9603 South Lane,40.74,-74.33,$137428,$280199,$91367,752,5,13388215,2013-10-02 16:27:00,3280,$62.13,Online Transaction,39021,ONLINE,,,4784,,No
4527,321,Visa,Credit,4284589688472750,05/2005,664,YES,1,$9400,09/2002,2006,No,52,67,1967,5,Male,262 First Lane,45.18,-89.7,$19705,$40177,$47012,698,4,13440616,2013-10-14 07:03:00,5755,$4.32,Swipe Transaction,22204,Bloomingdale,IL,60108.0,5541,,No
5144,1718,Mastercard,Debit,5495199163052054,03/2022,677,YES,2,$31599,10/2009,2009,No,81,67,1938,11,Female,766 Third Drive,34.02,-117.89,$22681,$33483,$196,698,5,14667892,2014-07-10 09:34:00,5144,$45.36,Online Transaction,15143,ONLINE,,,4784,,No
