id,client_id,card_brand,card_type,card_number,expires,cvv,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed,card_on_dark_web,current_age,retirement_age,birth_year,birth_month,gender,address,latitude,longitude,per_capita_income,yearly_income,total_debt,credit_score,num_credit_cards,transaction_id,date,card_id,amount,use_chip,merchant_id,merchant_city,merchant_state,zip,mcc,errors,CLASS_fraud_label
114,1695,Visa,Debit,4038689742921264,12/2021,770,YES,3,$2851,01/2006,2007,No,45,66,1974,12,Female,238 Ocean View Lane,33.94,-117.99,$27973,$57027,$21798,709,4,8763111,2010-11-13 16:13:00,3060,$49.63,Swipe Transaction,86410,Buena Park,CA,90620.0,5211,,No
375,1769,Visa,Credit,4214195908881404,10/2023,598,YES,2,$9900,01/2018,2018,No,75,65,1944,7,Male,177 Mill Boulevard,39.69,-74.25,$21861,$46031,$8332,661,5,14474807,2014-05-29 06:31:00,5599,$56.34,Swipe Transaction,22204,Guadalajara,Mexico,,5541,,
4170,327,Visa,Debit,4783291966220802,03/2022,215,YES,2,$15720,08/2005,2011,No,44,67,1975,7,Male,7485 Seventh Street,44.41,-71.97,$18069,$36843,$52248,772,5,22792417,2019-04-09 15:32:00,3062,$53.91,Online Transaction,39021,ONLINE,,,4784,,No
2955,814,Amex,Credit,304032329695965,07/2020,406,YES,2,$14300,05/2008,2012,No,72,65,1948,1,Male,9380 Hill Drive,27.98,-80.66,$15318,$16302,$14408,748,4,12198763,2013-01-12 10:36:00,4536,$3.27,Swipe Transaction,46127,Palm Bay,FL,32905.0,5411,,No
2322,52,Visa,Debit,4343642801597529,08/2013,754,YES,2,$23014,03/2013,2013,No,56,66,1963,4,Female,13 Rose Boulevard,41.56,-73.59,$31288,$63796,$82173,730,3,17774853,2016-05-10 01:28:00,4976,$184.80,Online Transaction,59350,ONLINE,,,7922,,
2955,814,Amex,Credit,304032329695965,07/2020,406,YES,2,$14300,05/2008,2012,No,72,65,1948,1,Male,9380 Hill Drive,27.98,-80.66,$15318,$16302,$14408,748,4,13686634,2013-12-07 10:45:00,4536,$4.09,Swipe Transaction,25717,Palm Bay,FL,32905.0,5812,,
1156,1529,Visa,Debit,4294047917295712,05/2023,325,YES,2,$38171,02/2008,2011,No,51,69,1968,4,Male,310 Birch Avenue,26.23,-80.13,$37424,$76305,$112785,692,3,7916288,2010-04-22 06:27:00,1156,$4.99,Swipe Transaction,47680,Pompano Beach,FL,33076.0,5812,,No
4286,1902,Amex,Credit,398823738054759,09/2020,162,YES,2,$12200,08/2009,2011,No,36,68,1984,2,Female,4350 Valley Boulevard,39.74,-81.51,$15950,$32522,$28260,769,2,15573526,2015-01-23 06:27:00,3056,$61.11,Chip Transaction,75781,Bellaire,OH,43906.0,5411,,No
129,639,Mastercard,Debit,5903118148557393,11/2022,939,NO,3,$14156,01/2007,2018,No,55,73,1965,2,Female,82 Jefferson Avenue,41.12,-83.01,$18462,$37645,$46298,654,4,11867941,2012-10-29 18:52:00,5016,$36.25,Swipe Transaction,27601,Sandusky,OH,44870.0,7538,,No
4127,370,Mastercard,Debit,5606824501502078,06/2014,451,YES,1,$15377,08/2004,2011,No,61,58,1958,11,Male,381 Fifth Lane,34.07,-117.62,$16113,$41904,$12545,655,4,11971348,2012-11-22 07:49:00,5376,$14.14,Swipe Transaction,61195,Ontario,CA,91764.0,5541,,No
3881,379,Mastercard,Debit,5400182448188961,10/2021,412,YES,1,$24232,07/2009,2009,No,47,65,1972,11,Female,837 Lincoln Avenue,30.68,-88.04,$21331,$43496,$114563,765,3,14435245,2014-05-20 10:45:00,3881,$-83.00,Swipe Transaction,22204,Mobile,AL,36693.0,5541,,No
4425,1543,Mastercard,Debit,5125741393893480,08/2022,13,YES,2,$47709,08/2014,2014,No,31,68,1988,10,Female,5857 12th Avenue,34.14,-118.46,$51976,$105963,$106266,684,4,7638619,2010-02-11 12:24:00,3864,$95.81,Swipe Transaction,32175,Sherman Oaks,CA,91403.0,7538,,
2055,845,Mastercard,Debit,5032880040092416,06/2024,626,YES,1,$11203,03/2004,2008,No,58,72,1961,8,Male,860 Seventh Avenue,30.42,-86.61,$18005,$36710,$116794,786,5,18144681,2016-07-27 15:22:00,4491,$66.87,Chip Transaction,48919,Fort Walton Beach,FL,32547.0,5311,,No
4941,1495,Visa,Debit (Prepaid),4980389315137738,08/2022,222,YES,2,$22,10/1999,2016,No,52,70,1967,12,Male,469 Mountain View Boulevard,39.77,-86.14,$31114,$63433,$122550,770,7,16801657,2015-10-13 18:51:00,2099,$97.49,Swipe Transaction,75936,Indianapolis,IN,46256.0,5814,,
3653,177,Mastercard,Debit,5764898909630971,04/2020,255,YES,2,$25392,07/1998,2014,No,54,66,1965,12,Female,294 Bayview Lane,35.1,-90.0,$28570,$58248,$107130,728,4,22932013,2019-05-09 09:46:00,2681,$15.36,Chip Transaction,83271,Memphis,TN,38109.0,4214,,No
26,1195,Mastercard,Credit,5899977049289049,10/2020,747,YES,2,$10200,01/2002,2011,No,75,68,1944,7,Male,1222 First Drive,44.01,-92.47,$23553,$40696,$15691,801,6,12945219,2013-06-27 11:11:00,3309,$18.88,Swipe Transaction,7517,Rochester,MN,55904.0,5812,,No
3993,1323,Mastercard,Debit,5376527370326171,09/2023,565,YES,1,$19267,07/2012,2012,No,36,68,1983,3,Female,28 Second Boulevard,32.34,-108.7,$15407,$31414,$42233,719,4,16986799,2015-11-22 14:21:00,3993,$42.05,Chip Transaction,26909,Roswell,NM,88201.0,5211,,No
4135,1313,Mastercard,Credit,5533719099929402,09/2007,945,YES,2,$6000,08/2004,2010,No,35,67,1985,1,Male,9853 Sussex Street,40.61,-79.83,$14798,$30172,$39959,653,2,21594587,2018-07-29 17:29:00,4183,$67.43,Chip Transaction,60569,Pittsburgh,PA,15211.0,5300,,
2460,460,Mastercard,Debit,5024786214713145,09/2022,877,YES,1,$38354,04/2004,2010,No,65,65,1954,12,Male,696 George Lane,41.02,-73.8,$44664,$40957,$64144,608,4,9019222,2011-01-13 11:51:00,5470,$20.27,Swipe Transaction,22204,Katonah,NY,10536.0,5541,,No
4132,872,Mastercard,Debit,5495672050218584,02/2022,792,YES,1,$12566,08/2004,2015,No,61,66,1959,1,Female,96 Lake Lane,41.88,-87.84,$15451,$31505,$59730,655,4,14605495,2014-06-26 16:17:00,4132,$120.00,Swipe Transaction,27092,Maywood,IL,60153.0,4829,,No
4566,1971,Visa,Debit,4328249998295607,11/2023,853,YES,1,$4589,09/2004,2012,No,48,66,1971,9,Male,829 Grant Boulevard,43.45,-76.5,$20447,$41690,$69869,763,2,15004304,2014-09-21 13:29:00,3293,$76.00,Swipe Transaction,61195,Oswego,NY,13126.0,5541,,No
102,1129,Mastercard,Debit,5874992802287595,05/2020,256,YES,1,$14802,01/2006,2008,No,49,65,1970,4,Male,2379 Forest Lane,33.18,-117.29,$16894,$34449,$36540,686,3,11838086,2012-10-23 00:53:00,2677,$80.00,Swipe Transaction,27092,Vista,CA,92084.0,4829,,No
1043,351,Visa,Credit,4839347876295447,03/2024,844,YES,1,$7200,02/2004,2015,No,91,70,1928,9,Female,984 Little Creek Lane,40.77,-73.84,$13810,$17150,$375,807,6,13518390,2013-10-31 09:55:00,1112,$2.92,Swipe Transaction,90329,Flushing,NY,11355.0,5411,,No
5605,356,Mastercard,Debit,5464831011600293,09/2024,462,YES,1,$21808,11/2010,2010,No,50,73,1969,10,Female,24 River Avenue,27.19,-80.24,$20315,$41420,$0,691,5,19520595,2017-05-16 16:15:00,3132,$39.82,Chip Transaction,20519,Childersburg,AL,35044.0,5942,,No
4114,1844,Mastercard,Debit,5214643602729093,05/2024,474,YES,1,$21058,08/2003,2007,No,79,72,1941,2,Male,829 Birch Boulevard,27.8,-97.39,$23608,$37503,$14272,706,5,12117210,2012-12-25 06:48:00,2854,$8.85,Swipe Transaction,75781,Corpus Christi,TX,78413.0,5411,,
3383,1459,Mastercard,Debit,5197434740318528,08/2023,239,NO,2,$12708,06/2008,2008,No,53,65,1967,2,Male,9385 Birch Street,35.11,-106.62,$15385,$31369,$0,707,3,11454841,2012-07-28 10:53:00,177,$192.08,Swipe Transaction,30286,Rio Rancho,NM,87144.0,4814,,No
3530,1931,Visa,Credit,4333340134035074,03/2024,27,YES,1,$17300,06/2011,2011,No,58,72,1961,6,Male,8996 Third Street,42.41,-71.16,$40694,$82974,$181429,503,2,19595474,2017-06-01 12:25:00,3530,$12.55,Chip Transaction,50867,Arlington,MA,2476.0,5541,,
5226,1913,Amex,Credit,356204311290241,12/2022,312,YES,2,$16700,10/2011,2011,No,60,57,1960,1,Female,561 Martin Luther King Avenue,42.47,-83.49,$34259,$31121,$32768,619,5,21863068,2018-09-24 17:00:00,3084,$16.11,Chip Transaction,2177,Bryan,TX,77802.0,5411,,No
3167,862,Mastercard,Credit,5170494527481348,05/2022,731,NO,1,$3800,05/2015,2015,No,25,67,1995,1,Female,8482 Elm Lane,32.42,-96.67,$21032,$42883,$65917,807,3,19647978,2017-06-12 14:49:00,3167,$98.47,Online Transaction,79050,ONLINE,,,4900,,No
5275,1837,Mastercard,Debit (Prepaid),5825065723069699,09/2021,940,YES,1,$83,10/2013,2013,No,66,66,1953,5,Female,56 Tenth Boulevard,33.97,-118.24,$11649,$24947,$1767,766,4,10697263,2012-02-06 14:02:00,2256,$46.11,Swipe Transaction,60706,Los Angeles,CA,90001.0,5912,Insufficient Balance,
4593,1008,Amex,Credit,398596768092162,04/2009,360,YES,1,$20600,09/2006,2008,No,52,69,1968,2,Female,38688 First Avenue,41.83,-87.68,$22296,$45462,$68494,657,5,13054057,2013-07-21 06:03:00,5850,$30.98,Swipe Transaction,19593,Chicago,IL,60630.0,7538,,No
344,1775,Mastercard,Debit,5309940542589432,02/2020,924,YES,2,$17201,01/2015,2015,No,26,67,1993,8,Male,2484 Norfolk Drive,38.91,-75.43,$18622,$37968,$55982,788,3,17896743,2016-06-05 06:13:00,344,$43.14,Online Transaction,39021,ONLINE,,,4784,,
2476,1519,Discover,Credit,6106487579112176,08/2010,762,YES,1,$14200,04/2005,2011,No,41,72,1978,3,Female,98086 Essex Drive,45.6,-108.68,$19625,$40012,$59472,849,4,17560777,2016-03-25 06:20:00,4210,$38.34,Chip Transaction,86410,Laurel,MT,59044.0,5211,,
1011,1849,Discover,Credit,6737538441360610,08/2024,595,YES,1,$10600,02/2003,2007,No,39,66,1980,11,Female,364 12th Drive,47.13,-122.4,$20345,$41483,$64098,721,2,23244601,2019-07-14 10:36:00,5904,$52.64,Chip Transaction,19964,Tacoma,WA,98445.0,5311,,
2942,951,Visa,Credit,4609960492769091,03/2023,512,YES,2,$5400,05/2007,2013,No,57,66,1962,9,Female,381 Catherine Avenue,33.91,-118.23,$13075,$26664,$12241,709,4,15330505,2014-12-01 13:39:00,2032,$16.28,Online Transaction,16798,ONLINE,,,4121,,No
289,1788,Visa,Debit,4762069063483783,03/2023,474,YES,2,$26255,01/2011,2011,No,59,66,1960,9,Female,420 Littlewood Drive,29.71,-90.59,$20521,$41845,$90940,673,4,14611449,2014-06-27 22:50:00,2538,$80.00,Swipe Transaction,27092,Covington,LA,70433.0,4829,,
2307,1541,Visa,Debit,4513747100786400,11/2023,697,YES,1,$17383,03/2012,2012,No,48,65,1971,10,Female,7139 Lake Boulevard,36.09,-84.13,$18353,$37422,$127116,681,5,20671652,2018-01-15 07:15:00,3253,$0.75,Chip Transaction,98374,Clinton,TN,37717.0,5411,,No
4048,1823,Visa,Debit,4597236520104139,03/2020,389,YES,1,$31842,07/2016,2016,No,67,70,1952,5,Male,172 Third Lane,33.27,-111.94,$32056,$65362,$27745,743,6,18300395,2016-08-30 01:18:00,5177,$72.14,Swipe Transaction,20519,Chandler,AZ,85249.0,5942,,
1289,40,Visa,Debit (Prepaid),4569310605904110,07/2021,990,YES,2,$58,02/2011,2011,No,71,74,1948,6,Male,2786 Forest Lane,39.92,-83.79,$14342,$29243,$30686,726,4,19549899,2017-05-22 21:54:00,3648,$14.51,Swipe Transaction,30055,Frankfort,OH,45628.0,7832,,No
5590,1551,Visa,Debit (Prepaid),4841863549456234,04/2024,875,YES,2,$63,11/2009,2009,No,47,70,1972,12,Male,148 Hillside Boulevard,40.15,-89.36,$17510,$35699,$63264,687,5,14564788,2014-06-17 16:01:00,2988,$58.98,Online Transaction,96246,ONLINE,,,4784,,No
3252,908,Mastercard,Debit,5076319230738343,01/2023,951,YES,1,$3630,06/2003,2009,No,62,70,1957,8,Male,3776 Bayview Lane,35.69,-78.62,$22685,$46256,$106753,650,3,16159872,2015-05-29 15:52:00,5154,$49.98,Chip Transaction,114,Garner,NC,27529.0,7349,,No
2212,511,Mastercard,Debit,5355281784290567,06/2020,810,YES,1,$8367,03/2009,2009,No,66,68,1953,10,Male,153 Tenth Lane,32.21,-110.88,$17460,$35602,$55369,661,5,21438655,2018-06-27 06:03:00,2212,$2.63,Chip Transaction,75781,Tucson,AZ,85711.0,5411,,
4150,140,Mastercard,Debit,5793675314684781,06/2022,43,YES,1,$24608,08/2005,2009,No,37,72,1983,2,Female,108 Washington Street,36.28,-86.83,$20657,$42120,$72801,739,4,10973152,2012-04-10 10:59:00,4150,$21.21,Swipe Transaction,93292,Whites Creek,TN,37189.0,4121,,No
4822,282,Visa,Debit,4179763879293617,02/2022,245,NO,1,$4302,09/2011,2015,No,42,66,1977,5,Male,260 Spruce Avenue,29.45,-98.5,$12547,$25585,$59827,702,4,11393615,2012-07-14 12:40:00,4822,$47.93,Swipe Transaction,54850,San Antonio,TX,78221.0,4814,,
3280,1156,Visa,Debit,4129256843458775,08/2022,936,YES,2,$88743,06/2004,2010,No,56,69,1963,6,Female,9603 South Lane,40.74,-74.33,$137428,$280199,$91367,752,5,16246977,2015-06-17 08:35:00,3280,$36.49,Chip Transaction,43293,Short Hills,NJ,7078.0,5499,,No
778,1645,Visa,Debit,4756811014064559,05/2020,369,NO,2,$30393,01/2020,2020,No,62,65,1957,11,Female,58 Federal Lane,41.47,-81.85,$29692,$60541,$160456,716,3,7977302,2010-05-07 09:49:00,5878,$1.09,Swipe Transaction,85881,Big Prairie,OH,44611.0,5411,,No
5879,1610,Mastercard,Credit,5771046456944706,10/2023,53,YES,2,$6600,12/2007,2008,No,42,66,1978,1,Female,12150 Mill Boulevard,32.32,-90.2,$13717,$27967,$50159,690,2,22159589,2018-11-26 14:59:00,5879,$12.62,Chip Transaction,13523,Meridian,MS,39305.0,5310,,
4012,646,Mastercard,Debit,5084129042406429,05/2022,379,YES,2,$15822,07/2013,2013,No,38,65,1981,12,Female,354 Federal Street,41.47,-81.67,$21402,$43634,$73037,786,3,22325570,2018-12-31 17:28:00,6090,$27.59,Chip Transaction,75781,Cleveland,OH,44120.0,5411,,No
4864,659,Visa,Debit,4623542302475012,11/2019,482,YES,2,$17649,09/2013,2013,No,57,67,1962,5,Male,5079 Sussex Avenue,38.73,-86.47,$15981,$32583,$12501,812,7,10950077,2012-04-05 07:23:00,5658,$2.31,Swipe Transaction,8797,Mitchell,IN,47446.0,5912,,
1016,1888,Mastercard,Debit,5552351757816493,02/2020,588,YES,2,$30074,02/2003,2006,No,75,59,1944,6,Female,7854 Plum Avenue,44.65,-93.17,$28429,$41513,$15899,748,3,10013482,2011-09-02 11:50:00,1016,$74.14,Online Transaction,9932,ONLINE,,,5311,,
4309,810,Visa,Credit,4906111160520305,08/2022,595,YES,1,$6900,08/2009,2010,No,77,65,1942,5,Female,239 West Drive,37.68,-85.22,$16521,$22540,$16946,705,6,21461717,2018-07-01 17:45:00,4309,$147.09,Online Transaction,17976,ONLINE,,,4900,,
