id,client_id,card_brand,card_type,card_number,expires,cvv,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed,card_on_dark_web,current_age,retirement_age,birth_year,birth_month,gender,address,latitude,longitude,per_capita_income,yearly_income,total_debt,credit_score,num_credit_cards,transaction_id,date,card_id,amount,use_chip,merchant_id,merchant_city,merchant_state,zip,mcc,errors,CLASS_fraud_label
2973,1903,Mastercard,Credit,5961602906943584,05/2021,233,YES,2,$14900,05/2008,2008,No,50,68,1969,9,Female,9794 Essex Lane,47.68,-122.38,$35031,$71427,$115702,709,3,19105768,2017-02-17 14:31:00,3568,$26.69,Online Transaction,18563,ONLINE,,,4121,,No
5964,1100,Mastercard,Debit,5574826533473281,06/2021,598,YES,1,$14532,12/2009,2020,No,61,73,1958,7,Male,9888 Washington Boulevard,40.72,-73.51,$29337,$59815,$73325,573,2,18893639,2017-01-03 14:09:00,5079,$225.54,Chip Transaction,20099,Levittown,NY,11756.0,8043,,
3126,828,Visa,Credit,4073585160932951,05/2023,635,YES,2,$4100,05/2012,2012,No,59,71,1960,3,Female,85 Littlewood Avenue,29.45,-98.5,$17609,$35906,$69819,659,3,10487403,2011-12-20 14:48:00,4235,$23.22,Online Transaction,16798,ONLINE,,,4121,,
5803,1917,Amex,Credit,371160621699651,12/2021,521,YES,2,$8600,12/2004,2009,No,49,69,1970,5,Male,3225 Lexington Street,40.92,-72.92,$28694,$58503,$37838,680,4,7528761,2010-01-14 14:37:00,2129,$30.45,Swipe Transaction,30227,Rocky Point,NY,11778.0,7210,,No
7,511,Mastercard,Debit,5585238056278288,03/2005,749,YES,1,$9664,01/1998,2011,No,66,68,1953,10,Male,153 Tenth Lane,32.21,-110.88,$17460,$35602,$55369,661,5,20409329,2017-11-20 15:19:00,1038,$17.94,Chip Transaction,65986,Tucson,AZ,85711.0,7210,,No
1062,280,Visa,Credit,4914230230023485,11/2020,149,YES,2,$12000,02/2005,2013,No,40,66,1979,10,Female,3539 Lincoln Boulevard,37.92,-122.34,$21869,$44585,$81825,684,5,23008246,2019-05-25 12:35:00,1062,$15.51,Online Transaction,85247,ONLINE,,,5815,,No
3851,190,Mastercard,Debit,5036287741782216,04/2023,791,YES,2,$11969,07/2008,2008,No,40,67,1979,4,Male,5468 Little Creek Drive,42.03,-87.73,$21801,$44452,$12409,711,5,8274698,2010-07-19 07:49:00,2496,$160.00,Swipe Transaction,27092,Zion,IL,60099.0,4829,,No
6087,1662,Mastercard,Debit (Prepaid),5298865153588955,12/2013,297,NO,1,$58,12/2013,2013,No,41,67,1978,5,Male,469 Pine Street,38.53,-90.0,$24509,$49967,$58582,712,4,11419676,2012-07-20 11:18:00,2675,$27.08,Swipe Transaction,55188,Belleville,IL,62221.0,5411,,
4788,329,Mastercard,Credit,5028747805927867,07/2024,278,YES,1,$9500,09/2010,2015,No,70,65,1949,3,Male,6339 Lafayette Avenue,34.39,-119.51,$21191,$36724,$16437,701,4,8495093,2010-09-10 08:25:00,4788,$3.26,Swipe Transaction,50867,Fillmore,CA,93015.0,5541,,No
2467,323,Mastercard,Debit,5363081183912419,07/2024,479,YES,2,$7364,04/2004,2009,No,54,66,1965,7,Male,782 Hill Lane,36.6,-119.75,$13093,$26696,$0,683,5,10319281,2011-11-11 21:15:00,4268,$88.00,Swipe Transaction,59935,Fresno,CA,93726.0,5499,,No
4901,1488,Visa,Debit,4450244246196939,05/2023,339,YES,1,$14249,09/2016,2016,No,34,66,1985,11,Female,6427 12th Boulevard,41.65,-81.43,$20155,$41091,$86837,695,6,16746886,2015-10-02 08:24:00,2995,$28.98,Chip Transaction,89069,Cleveland,OH,44102.0,5251,,No
3365,1369,Visa,Credit,4182511939315930,11/2020,806,YES,2,$9000,06/2007,2009,No,59,67,1961,1,Female,535 Grant Boulevard,39.35,-85.96,$17585,$35854,$49101,850,2,23379243,2019-08-11 14:48:00,3365,$92.33,Online Transaction,73186,ONLINE,,,4814,,No
5225,1096,Visa,Debit,4249372985491598,10/2022,678,YES,1,$26222,10/2010,2010,No,59,67,1960,10,Male,1089 Norfolk Avenue,43.04,-76.14,$20294,$41379,$95988,681,2,9885900,2011-08-04 08:32:00,3012,$36.64,Swipe Transaction,69956,Camden,NY,13316.0,5310,,No
5133,490,Visa,Debit,4048588745318463,07/2019,741,YES,1,$12948,10/2008,2008,No,86,68,1933,9,Male,90 Lexington Drive,29.45,-98.5,$29557,$33426,$1852,699,4,8723331,2010-11-04 06:51:00,5133,$24.05,Swipe Transaction,75781,San Antonio,TX,78232.0,5411,,No
4918,1727,Visa,Debit,4602706416826257,03/2021,862,YES,2,$27066,09/2018,2018,No,46,67,1973,10,Female,31 Oak Avenue,34.0,-81.03,$23917,$48762,$143208,771,6,15538594,2015-01-15 12:52:00,3766,$-90.00,Swipe Transaction,61195,Columbia,SC,29229.0,5541,,No
4123,1807,Visa,Debit,4963369225142746,09/2009,418,YES,1,$38154,08/2003,2011,No,47,65,1972,12,Female,14780 Plum Lane,40.84,-73.87,$25537,$52065,$98613,828,5,13815848,2014-01-04 14:57:00,165,$23.11,Online Transaction,47399,ONLINE,,,5815,,
5317,677,Visa,Debit,4276546488958933,12/2023,54,NO,1,$25429,10/2016,2016,No,40,65,1979,5,Male,855 Sussex Avenue,44.94,-93.1,$32972,$67226,$128174,729,3,22738607,2019-03-29 09:09:00,5317,$39.99,Swipe Transaction,86959,Saint Paul,MN,55117.0,5311,,No
2673,1977,Mastercard,Debit (Prepaid),5755720451424427,02/2021,988,YES,1,$91,04/2011,2011,No,43,69,1976,8,Female,825 Sussex Avenue,41.5,-87.5,$28048,$57185,$0,773,3,10213121,2011-10-18 13:57:00,2673,$-96.00,Swipe Transaction,59935,Dyer,IN,46311.0,5499,,No
489,1591,Mastercard,Debit,5596909204961650,04/2020,708,YES,1,$16818,01/2020,2020,No,58,66,1961,6,Female,2200 Third Drive,48.28,-122.62,$16537,$33717,$58236,698,6,18964476,2017-01-18 14:50:00,3967,$12.98,Online Transaction,88998,ONLINE,,,4784,,
4211,1183,Mastercard,Debit,5662897470767553,05/2023,180,YES,1,$8887,08/2007,2014,No,53,66,1966,5,Male,852 Tenth Boulevard,38.31,-85.76,$16097,$32820,$23004,740,4,16488551,2015-08-07 19:17:00,2858,$40.60,Chip Transaction,75781,Clarksville,IN,47129.0,5411,,No
2425,62,Visa,Debit,4888494328219559,04/2018,40,YES,2,$16410,04/2001,2011,No,78,68,1941,11,Female,9911 Rose Street,41.13,-124.04,$15296,$22290,$9235,716,6,15591658,2015-01-27 02:12:00,5138,$12.40,Chip Transaction,23057,Trinidad,CA,95570.0,5912,,
5944,1694,Visa,Credit,4020990480968522,02/2024,94,YES,2,$17700,12/2008,2011,No,83,65,1936,3,Female,480 Catherine Drive,41.09,-73.55,$37213,$74753,$1585,726,5,22695293,2019-03-20 06:15:00,3079,$30.72,Chip Transaction,1743,Stamford,CT,6902.0,5912,,
4597,705,Mastercard,Debit (Prepaid),5619919350397758,10/2021,786,YES,2,$23,09/2006,2010,No,84,71,1935,9,Female,136 Hillside Avenue,37.91,-122.01,$42234,$79870,$4031,609,2,19964237,2017-08-18 09:55:00,5359,$54.12,Online Transaction,15143,ONLINE,,,4784,,No
3874,1224,Visa,Credit,4549441380872550,03/2022,975,YES,2,$15700,07/2008,2011,No,42,66,1977,9,Male,763 Lexington Avenue,38.99,-76.93,$26224,$53464,$20683,751,4,12281104,2013-01-31 07:27:00,5971,$9.05,Swipe Transaction,50867,College Park,MD,20740.0,5541,,No
3367,1967,Visa,Debit,4738213924782743,09/2020,383,YES,2,$38120,06/2007,2011,No,55,74,1964,9,Male,3570 North Boulevard,33.64,-117.67,$30307,$61793,$686,767,4,10759618,2012-02-20 16:36:00,3367,$12.97,Swipe Transaction,49970,Lake Forest,CA,92630.0,5310,,No
4398,112,Visa,Debit,4992803371205194,12/2023,569,YES,2,$13060,08/2012,2012,No,54,66,1965,12,Female,85 Lafayette Boulevard,43.98,-75.6,$17220,$35114,$24637,686,5,15351160,2014-12-06 07:08:00,1134,$0.83,Swipe Transaction,86438,Carthage,NY,13619.0,5499,,No
4694,1885,Visa,Debit,4806392673999553,12/2012,788,YES,2,$18733,09/2008,2014,No,46,65,1973,9,Male,189 Forest Street,33.99,-83.72,$18171,$37056,$75730,753,4,12035655,2012-12-06 15:04:00,2435,$11.57,Swipe Transaction,60569,Chatsworth,GA,30705.0,5300,,
1750,208,Mastercard,Debit,5973418253600951,05/2023,54,YES,1,$31164,02/2020,2020,No,37,66,1982,7,Female,6976 Ocean View Avenue,47.79,-122.2,$33226,$67747,$76650,804,3,18261970,2016-08-21 17:51:00,2426,$102.36,Online Transaction,73186,ONLINE,,,4814,,No
3202,1137,Mastercard,Credit,5018280111106134,03/2022,425,YES,2,$11100,05/2019,2019,No,52,67,1967,10,Male,8824 Hillside Avenue,35.32,-82.46,$16410,$33465,$98713,669,3,11854291,2012-10-26 14:17:00,3688,$-77.00,Swipe Transaction,49789,Hendersonville,NC,28739.0,5541,,
4294,1435,Mastercard,Credit,5427161135500744,03/2024,304,YES,2,$23500,08/2009,2020,No,41,78,1978,10,Female,9872 Lexington Street,34.06,-84.27,$45132,$92017,$157723,703,3,9928978,2011-08-14 07:48:00,4294,$2.52,Swipe Transaction,75781,Arroyo Grande,CA,93421.0,5411,,No
4117,597,Mastercard,Credit,5504414498996972,08/2020,997,YES,1,$30400,08/2003,2011,No,72,66,1948,1,Male,5138 North Drive,37.74,-122.44,$51692,$65055,$1676,736,6,22106380,2018-11-15 11:29:00,3414,$-58.00,Chip Transaction,43293,San Francisco,CA,94131.0,5499,,No
4863,1916,Visa,Debit,4815373260593647,04/2018,733,YES,2,$10211,09/2013,2013,No,82,71,1937,4,Male,62696 Norfolk Drive,30.65,-84.69,$15069,$10142,$1809,767,7,10435912,2011-12-08 18:07:00,3258,$23.91,Swipe Transaction,25641,Quincy,FL,32352.0,5211,,No
4111,419,Visa,Debit,4224737440603281,02/2022,580,NO,1,$7943,08/2002,2005,No,60,66,1959,11,Male,933 Valley Lane,38.14,-120.45,$16448,$33540,$74530,734,5,18348467,2016-09-09 08:33:00,3587,$6.84,Chip Transaction,33526,Vallecito,CA,95251.0,5814,,No
1927,402,Visa,Debit,4946571800021795,04/2023,686,NO,1,$20709,02/2020,2020,No,47,72,1972,6,Male,77931 Lincoln Avenue,33.83,-83.89,$21556,$43954,$60913,744,3,8521819,2010-09-16 13:51:00,2536,$33.75,Online Transaction,39021,ONLINE,,,4784,,
5648,619,Mastercard,Debit,5012988615180480,03/2021,541,YES,1,$23220,11/2011,2011,No,54,65,1965,12,Male,498 Littlewood Avenue,44.01,-92.47,$26478,$53986,$58381,748,4,20419009,2017-11-22 14:52:00,3348,$20.87,Chip Transaction,67570,Rochester,MN,55904.0,5311,,
4838,335,Visa,Debit,4680510288921428,09/2013,217,YES,2,$25307,09/2012,2012,No,46,68,1973,7,Female,75 Birch Lane,26.74,-80.12,$27696,$56467,$66565,688,3,8241922,2010-07-11 08:09:00,5131,$31.21,Swipe Transaction,75781,Palm Beach Gardens,FL,33410.0,5411,,No
199,658,Mastercard,Debit,5342017674521143,08/2024,200,YES,2,$22742,01/2009,2009,No,40,64,1980,2,Female,7476 First Lane,29.67,-82.33,$25812,$52630,$68559,725,4,9277274,2011-03-15 12:11:00,199,$-67.00,Swipe Transaction,28395,Gainesville,FL,32606.0,5541,,No
3574,237,Visa,Debit,4145423192370462,02/2021,398,NO,1,$38900,06/2013,2013,No,42,72,1977,8,Male,331 Oak Lane,37.96,-121.76,$28733,$58584,$99235,563,2,19617069,2017-06-06 06:57:00,6096,$110.05,Swipe Transaction,61195,Antioch,CA,94531.0,5541,,
585,1148,Mastercard,Debit,5796942838820076,10/2021,291,NO,1,$14835,01/2020,2020,No,54,70,1965,4,Male,377 Lake Lane,39.95,-75.16,$18007,$36711,$47490,687,4,19187009,2017-03-06 22:29:00,3128,$44.91,Chip Transaction,29985,Philadelphia,PA,19145.0,5812,,No
4686,1758,Visa,Debit,4716755530325962,12/2024,821,YES,2,$8278,09/2008,2010,No,57,66,1963,1,Male,126 Valley Drive,32.32,-90.2,$11061,$22556,$43260,645,4,15852960,2015-03-24 12:48:00,3440,$0.15,Chip Transaction,14528,Meridian,MS,39301.0,5499,,No
3655,1497,Visa,Debit,4255117392431602,04/2020,582,NO,2,$14751,07/1999,2012,No,55,64,1964,12,Female,292 Tenth Street,38.53,-121.44,$17435,$35553,$76077,623,1,21364891,2018-06-11 10:59:00,3655,$43.30,Swipe Transaction,70531,Sacramento,CA,95820.0,7538,,No
5142,1623,Amex,Credit,336043262314937,04/2020,467,YES,1,$13300,10/2009,2009,No,32,73,1987,4,Female,8121 North Boulevard,39.11,-84.46,$17278,$35227,$25277,746,3,22926739,2019-05-08 07:29:00,5142,$63.87,Chip Transaction,22043,Dayton,KY,41074.0,7230,,No
381,1635,Mastercard,Debit,5683839446492033,04/2023,587,YES,1,$21434,01/2019,2019,No,54,58,1965,3,Male,90 Sussex Drive,40.68,-73.78,$20760,$42332,$75213,616,6,11229984,2012-06-07 16:01:00,1309,$216.70,Swipe Transaction,1338,Jamaica,NY,11434.0,4900,,No
6061,1416,Visa,Credit,4317393372526102,07/2022,837,YES,1,$11900,12/2011,2011,No,73,65,1946,9,Female,8258 Jefferson Drive,43.03,-76.3,$24172,$48750,$18724,709,8,20023867,2017-08-30 20:37:00,3779,$29.08,Chip Transaction,25887,Brentwood,CA,94513.0,5814,,
3701,825,Visa,Debit,4582313478255491,02/2024,719,YES,2,$46414,07/2003,2004,No,53,66,1966,11,Female,462 Rose Lane,34.15,-117.76,$29278,$59696,$127613,787,5,11138642,2012-05-18 06:47:00,3701,$45.95,Swipe Transaction,46284,Monterey Park,CA,91754.0,5411,,No
2270,738,Visa,Credit,4975397225900594,10/2022,633,YES,2,$19300,03/2010,2010,No,57,67,1962,10,Female,15664 Lafayette Street,40.02,-105.25,$31377,$63974,$131731,707,4,9581774,2011-05-25 14:42:00,204,$54.00,Swipe Transaction,61195,Boulder,CO,80301.0,5541,,No
3611,616,Mastercard,Credit,5046466769118356,05/2023,561,YES,2,$4500,06/2016,2016,No,45,72,1974,5,Female,4173 Wessex Avenue,32.19,-88.05,$17076,$34817,$63313,586,1,23519177,2019-09-10 09:44:00,3611,$164.38,Chip Transaction,31069,Silas,AL,36919.0,4900,,No
530,1394,Mastercard,Debit,5610324213392857,10/2023,951,YES,2,$18022,01/2020,2020,No,30,58,1989,4,Female,341 Hill Drive,38.63,-90.24,$28373,$57853,$131828,558,4,11118998,2012-05-13 15:32:00,6027,$12.68,Swipe Transaction,96064,Saint Louis,MO,63129.0,5411,,No
5426,1842,Mastercard,Credit,5693202604748580,07/2024,166,YES,2,$1300,11/2005,2011,No,45,64,1974,10,Male,41307 Main Lane,35.11,-106.62,$15385,$31373,$58481,637,2,19118432,2017-02-20 11:34:00,5426,$80.00,Chip Transaction,27092,Rio Rancho,NM,87124.0,4829,,
4315,1528,Visa,Debit,4842554939859572,12/2022,511,NO,3,$8033,08/2009,2014,No,78,73,1942,1,Female,324 Lafayette Drive,32.61,-93.28,$17311,$27992,$1058,695,6,21474848,2018-07-04 15:40:00,4845,$80.00,Chip Transaction,27092,Shreveport,LA,71108.0,4829,,
3501,1241,Visa,Debit,4617983811742101,03/2023,469,YES,2,$9335,06/2010,2010,No,40,69,1979,3,Female,159 Plum Avenue,40.43,-84.38,$24227,$49396,$39549,814,3,8418596,2010-08-22 16:56:00,3724,$65.49,Online Transaction,17976,ONLINE,,,4900,,No
2963,1193,Mastercard,Debit,5771106543332286,03/2013,600,YES,1,$22858,05/2008,2010,No,90,75,1929,11,Female,6245 River Lane,41.69,-73.92,$27934,$51717,$418,717,5,15320293,2014-11-29 11:13:00,4023,$15.78,Swipe Transaction,78454,Poughkeepsie,NY,12603.0,5812,,
4710,1424,Mastercard,Credit,5033949193863455,05/2021,76,YES,2,$8000,09/2009,2011,No,101,68,1918,5,Female,887 Third Boulevard,35.13,-112.99,$13086,$15348,$1396,761,4,8226173,2010-07-07 09:09:00,4710,$21.45,Swipe Transaction,69956,Lake Havasu City,AZ,86403.0,5310,,No
3027,1076,Visa,Credit,4579975371658952,06/2020,13,YES,2,$7600,05/2009,2013,No,61,66,1958,8,Female,3987 11th Drive,35.05,-78.87,$18316,$37342,$48611,779,5,11207634,2012-06-02 14:21:00,3858,$23.70,Online Transaction,39021,ONLINE,,,4784,,No
1162,1117,Visa,Debit,4101718321165426,02/2020,388,YES,1,$9827,02/2008,2009,No,49,68,1970,4,Female,2350 Bayview Street,41.36,-97.97,$13582,$27691,$24480,687,2,13678387,2013-12-05 14:23:00,1162,$94.15,Swipe Transaction,18131,Garland,TX,75043.0,4111,,No
2439,1995,Amex,Credit,382683082835230,07/2021,521,YES,2,$4000,04/2003,2011,No,64,62,1955,7,Female,28 First Lane,39.92,-77.71,$20943,$39206,$9219,605,4,9522439,2011-05-11 16:18:00,1196,$-83.00,Swipe Transaction,59935,Chambersburg,PA,17202.0,5499,,No
3960,1516,Visa,Debit,4776377960241200,12/2022,190,YES,2,$25010,07/2010,2010,No,38,67,1981,3,Male,909 Eighth Street,37.44,-121.87,$33758,$68827,$35669,755,2,19951767,2017-08-15 15:39:00,1002,$14.47,Chip Transaction,56941,Milpitas,CA,95035.0,4900,,No
4607,652,Mastercard,Debit (Prepaid),5402354343498416,02/2020,437,YES,2,$52,09/2006,2011,No,82,66,1937,9,Female,9952 South Lane,41.76,-72.61,$20065,$22726,$1692,784,6,11053637,2012-04-28 15:22:00,1197,$7.82,Swipe Transaction,61195,East Hartford,CT,6108.0,5541,,
3974,1994,Mastercard,Debit (Prepaid),5978888711772678,08/2022,938,YES,1,$63,07/2011,2011,No,48,66,1971,9,Female,9716 Third Lane,39.38,-119.87,$38345,$78180,$102759,740,3,12770379,2013-05-19 16:25:00,3974,$47.70,Swipe Transaction,20519,Reno,NV,89523.0,5942,,
2335,1106,Visa,Debit,4093331419395756,12/2023,813,YES,1,$16927,03/2014,2014,No,62,62,1958,2,Female,1563 Summit Boulevard,34.13,-118.24,$16842,$20783,$23623,699,3,21923182,2018-10-07 12:03:00,2335,$10.95,Chip Transaction,44796,Glendale,CA,91205.0,5912,,
6027,1394,Visa,Debit,4365836294015490,09/2021,569,YES,1,$51504,12/2010,2010,No,30,58,1989,4,Female,341 Hill Drive,38.63,-90.24,$28373,$57853,$131828,558,4,18050407,2016-07-07 14:24:00,6027,$11.95,Online Transaction,18563,ONLINE,,,4121,,No
4462,1209,Mastercard,Credit,5084380925956677,10/2017,617,NO,1,$4300,08/2017,2017,No,45,67,1974,6,Female,95 12th Drive,40.94,-73.86,$31299,$63815,$4832,699,6,15286205,2014-11-22 03:56:00,3693,$4.15,Swipe Transaction,71577,Abington,PA,19001.0,5812,,No
294,964,Amex,Credit,340045632784763,02/2020,218,YES,1,$13700,01/2012,2012,No,48,66,1971,12,Female,33 North Avenue,40.84,-73.99,$22278,$45422,$83940,689,4,12135566,2012-12-29 06:54:00,2593,$108.48,Swipe Transaction,3948,Palisades Park,NJ,7650.0,6300,Insufficient Balance,
4522,526,Mastercard,Debit (Prepaid),5754706935084019,06/2021,827,NO,1,$52,09/2002,2013,No,51,62,1968,3,Female,54870 Lexington Drive,25.77,-80.2,$31625,$64481,$114394,627,5,13191153,2013-08-20 10:03:00,5204,$7.84,Swipe Transaction,89100,Miami,FL,33134.0,5812,,
2887,917,Mastercard,Debit,5404392353169210,10/2020,819,YES,1,$20999,05/2005,2007,No,58,66,1962,1,Male,735 Forest Avenue,34.07,-118.14,$20059,$40900,$64420,678,3,20134454,2017-09-23 09:00:00,2887,$1.15,Chip Transaction,50783,Alhambra,CA,91803.0,5411,,No
4536,814,Mastercard,Debit,5975850851446048,10/2024,385,YES,2,$8262,09/2003,2018,No,72,65,1948,1,Male,9380 Hill Drive,27.98,-80.66,$15318,$16302,$14408,748,4,18135332,2016-07-25 16:44:00,4444,$-98.00,Chip Transaction,22204,Palm Bay,FL,32907.0,5541,,
3131,872,Discover,Credit,6591224063219779,10/2020,174,YES,2,$4100,05/2013,2013,No,61,66,1959,1,Female,96 Lake Lane,41.88,-87.84,$15451,$31505,$59730,655,4,15937255,2015-04-11 16:12:00,4132,$60.00,Chip Transaction,27092,Maywood,IL,60153.0,4829,,No
2741,1034,Amex,Credit,321353785529607,02/2020,213,YES,2,$11800,04/2015,2015,No,58,66,1961,7,Female,427 Essex Lane,35.12,-80.71,$27254,$55569,$76181,698,6,10682723,2012-02-03 07:59:00,2853,$60.29,Swipe Transaction,19980,Matthews,NC,28105.0,7538,,No
2262,1523,Visa,Credit,4821384154009946,09/2024,7,YES,1,$9600,03/2010,2011,No,61,73,1958,10,Female,7561 Valley Avenue,36.07,-79.82,$19453,$39661,$74740,850,4,20548480,2017-12-20 06:29:00,4061,$45.01,Chip Transaction,68679,Greensboro,NC,27407.0,5661,,No
1910,764,Visa,Credit,4066658055142804,01/2022,743,YES,1,$4400,02/2020,2020,No,77,68,1943,1,Female,6864 Norfolk Boulevard,32.61,-83.63,$20835,$31066,$20902,712,4,8340286,2010-08-03 22:25:00,3727,$1.46,Swipe Transaction,46474,Washington,MO,63090.0,7538,,No
3590,149,Mastercard,Credit,5425086965050395,07/2022,286,YES,1,$14200,06/2015,2015,No,24,54,1995,3,Female,5 Hill Avenue,33.02,-117.12,$44747,$91237,$231619,594,1,17400983,2016-02-18 16:49:00,3590,$13.96,Chip Transaction,80119,San Diego,CA,92127.0,7230,,
1020,1519,Mastercard,Debit,5052440378992955,09/2023,144,YES,2,$14216,02/2003,2010,No,41,72,1978,3,Female,98086 Essex Drive,45.6,-108.68,$19625,$40012,$59472,849,4,18905613,2017-01-06 06:18:00,1020,$34.07,Chip Transaction,48618,Livingston,MT,59047.0,5251,,
2433,465,Mastercard,Debit,5340964008686387,05/2021,458,YES,2,$16047,04/2002,2011,No,47,72,1972,5,Male,38318 West Drive,34.42,-84.11,$20581,$41965,$55700,724,2,14778356,2014-08-03 11:45:00,4678,$42.53,Swipe Transaction,50783,Eastanollee,GA,30538.0,5411,,No
5179,1098,Visa,Credit,4374571351357853,10/2020,674,YES,1,$10000,10/2009,2010,No,50,71,1969,3,Male,772 Fifth Boulevard,42.67,-95.3,$16901,$34456,$54634,752,4,15808661,2015-03-15 05:26:00,1320,$8.82,Chip Transaction,50783,Ute,IA,51060.0,5411,,No
6016,278,Mastercard,Debit,5601819028761095,05/2023,832,NO,1,$137669,12/2010,2010,No,59,66,1960,9,Male,910 Eighth Drive,29.76,-95.38,$95039,$193768,$150896,686,5,19861199,2017-07-27 11:33:00,5619,$115.41,Chip Transaction,22432,Houston,TX,77056.0,5812,,No
