id,client_id,card_brand,card_type,card_number,expires,cvv,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed,card_on_dark_web,current_age,retirement_age,birth_year,birth_month,gender,address,latitude,longitude,per_capita_income,yearly_income,total_debt,credit_score,num_credit_cards,id_right,date,card_id,amount,use_chip,merchant_id,merchant_city,merchant_state,zip,mcc,errors,fraud_label
3168,354,Visa,Debit,4298702562718334,01/2021,595,YES,1,$15206,05/2015,2015,No,77,72,1942,8,Female,9 Plum Boulevard,38.86,-104.76,$22185,$31942,$11845,713,6,21180295,2018-05-03 07:40:00,3168,$72.41,Chip Transaction,87535,Colorado Springs,CO,80918.0,7538,,
4856,1150,Mastercard,Debit,5768399039617120,07/2022,221,YES,2,$20111,09/2013,2013,No,46,67,1973,4,Male,5692 Jefferson Boulevard,32.83,-97.17,$30913,$63030,$93406,791,5,12464414,2013-03-12 20:37:00,2551,$60.06,Swipe Transaction,86410,Southlake,TX,76092.0,5211,,
5346,597,Visa,Debit,4095586317435844,07/2007,383,NO,1,$3134,11/1992,2011,No,72,66,1948,1,Male,5138 North Drive,37.74,-122.44,$51692,$65055,$1676,736,6,21762587,2018-09-03 11:08:00,4540,$70.25,Chip Transaction,43293,San Francisco,CA,94131.0,5499,,
4048,1823,Visa,Debit,4597236520104139,03/2020,389,YES,1,$31842,07/2016,2016,No,67,70,1952,5,Male,172 Third Lane,33.27,-111.94,$32056,$65362,$27745,743,6,22000529,2018-10-24 01:24:00,4048,$84.49,Chip Transaction,17121,Chandler,AZ,85226.0,5211,,
6088,415,Mastercard,Debit,5266997540698930,02/2022,791,YES,1,$11818,12/2013,2013,No,53,65,1966,5,Male,7571 George Street,39.53,-83.43,$16544,$33729,$0,763,4,22675449,2019-03-15 20:54:00,6088,$4.30,Chip Transaction,65881,Columbus,OH,43207.0,5311,,
2665,727,Visa,Credit,4116639367344725,05/2021,923,YES,2,$9700,04/2010,2016,No,44,68,1975,5,Male,310 Bayview Boulevard,38.63,-90.24,$19874,$40522,$81572,801,5,15758842,2015-03-04 08:55:00,3808,$3.72,Chip Transaction,8555,Saint Louis,MO,63112.0,5411,Insufficient Balance,
723,1781,Mastercard,Debit,5205146873846149,03/2020,412,YES,1,$10673,01/2020,2020,No,29,53,1990,3,Male,73 South Lane,42.93,-75.46,$17681,$36050,$45559,708,3,16942222,2015-11-13 06:23:00,6018,$-53.00,Swipe Transaction,43293,Oriskany Falls,NY,13425.0,5499,,
5080,47,Mastercard,Credit,5635188704285842,05/2021,3,YES,2,$10500,10/2007,2011,No,47,62,1972,9,Male,523 Federal Drive,40.84,-73.87,$12475,$25434,$45540,712,4,11591712,2012-08-28 11:55:00,5080,$58.02,Swipe Transaction,36392,Bronx,NY,10456.0,5912,,
2631,27,Discover,Credit,6392121692006580,11/2023,277,YES,1,$13100,04/2010,2013,No,78,63,1941,8,Female,3553 Mountain View Drive,32.28,-90.0,$22304,$23821,$22427,613,8,8199162,2010-06-30 15:14:00,2631,$383.01,Swipe Transaction,22792,Seymour,IN,47274.0,8062,,
5205,1794,Mastercard,Debit,5320717372996306,07/2024,264,YES,2,$4392,10/2010,2017,No,49,58,1970,12,Male,469 Catherine Avenue,29.45,-98.5,$36852,$75137,$175263,631,1,17956208,2016-06-17 13:34:00,5205,$111.04,Chip Transaction,32175,San Antonio,TX,78209.0,7538,,
3452,497,Visa,Credit,4995171731187347,07/2024,745,YES,1,$11800,06/2009,2012,No,63,65,1956,11,Male,8414 Tenth Drive,43.54,-96.73,$25692,$52380,$8764,850,6,17416052,2016-02-22 05:07:00,3452,$32.30,Chip Transaction,30509,Sidney,IA,51652.0,5812,,
4848,530,Mastercard,Debit,5609056029992567,02/2020,7,YES,1,$10970,09/2013,2013,No,78,68,1941,7,Male,34533 Ninth Avenue,34.06,-117.39,$14709,$18100,$0,682,6,7937561,2010-04-27 12:03:00,3344,$2.09,Swipe Transaction,12527,Bloomington,CA,92316.0,5812,,
1510,421,Mastercard,Debit,5331334705575605,06/2023,453,YES,1,$23875,02/2020,2020,No,53,67,1967,1,Female,595 Valley Stream Drive,41.97,-91.66,$22502,$45876,$58252,790,7,14588807,2014-06-23 04:24:00,2177,$51.88,Swipe Transaction,92764,Cedar Rapids,IA,52405.0,5300,,
5276,1509,Mastercard,Debit,5410637796399201,09/2022,983,YES,1,$20706,10/2013,2013,No,67,71,1952,8,Female,1429 Summit Drive,39.38,-76.55,$23096,$47087,$92489,820,5,10254823,2011-10-28 06:47:00,3685,$18.78,Swipe Transaction,98374,Parkville,MD,21234.0,5411,,
2552,947,Visa,Debit,4005670530527551,03/2023,434,NO,1,$11344,04/2007,2007,No,63,71,1956,9,Male,4117 Fifth Avenue,40.64,-73.94,$16985,$34637,$12623,710,4,13501520,2013-10-27 12:31:00,276,$70.51,Swipe Transaction,13646,Brooklyn,NY,11232.0,7538,,
4357,795,Discover,Credit,6917280872761373,04/2020,315,YES,2,$16100,08/2011,2011,No,40,58,1979,3,Female,73 Oak Street,32.79,-96.76,$37234,$75918,$94579,759,2,12330860,2013-02-11 07:07:00,5162,$2.43,Swipe Transaction,79808,Dallas,TX,75206.0,5411,,
5317,677,Visa,Debit,4276546488958933,12/2023,54,NO,1,$25429,10/2016,2016,No,40,65,1979,5,Male,855 Sussex Avenue,44.94,-93.1,$32972,$67226,$128174,729,3,23219290,2019-07-08 23:53:00,4449,$-157.00,Online Transaction,90999,ONLINE,,,4722,,
2808,135,Mastercard,Debit,5736838327060448,11/2022,714,YES,2,$2236,05/2000,2015,No,64,69,1955,6,Female,327 Lafayette Boulevard,39.72,-82.59,$18680,$38088,$51679,691,2,12965970,2013-07-01 17:54:00,2808,$10.94,Swipe Transaction,88870,Lancaster,OH,43130.0,5310,,
2810,1307,Visa,Credit,4757620010538963,02/2021,258,YES,2,$29200,05/2000,2010,No,52,61,1967,4,Female,2332 Elm Lane,37.89,-122.03,$42685,$87030,$156474,646,5,19864660,2017-07-28 07:36:00,3730,$61.39,Online Transaction,15143,ONLINE,,,4784,,
3251,356,Mastercard,Debit,5812893386791853,07/2012,51,YES,2,$14100,06/2003,2010,No,50,73,1969,10,Female,24 River Avenue,27.19,-80.24,$20315,$41420,$0,691,5,18099453,2016-07-18 07:35:00,2312,$12.66,Swipe Transaction,81833,Stuart,FL,34997.0,5912,,
5512,327,Visa,Debit,4711207147444250,07/2023,641,YES,2,$11528,11/2007,2013,No,44,67,1975,7,Male,7485 Seventh Street,44.41,-71.97,$18069,$36843,$52248,772,5,8007820,2010-05-14 18:52:00,5512,$19.35,Swipe Transaction,94208,Saint Johnsbury,VT,5819.0,5813,,
3434,604,Mastercard,Debit,5400936415005056,11/2024,816,YES,2,$33158,06/2009,2013,No,60,65,1959,12,Male,53 Madison Street,39.84,-75.71,$34744,$70840,$52578,736,4,14251125,2014-04-09 21:58:00,3085,$73.66,Swipe Transaction,30928,Hartford,CT,6114.0,5541,,
2640,89,Mastercard,Debit,5291753153918147,07/2018,855,YES,1,$9742,04/2010,2010,No,35,67,1984,6,Male,7794 Ocean Street,32.27,-106.61,$14822,$30217,$23394,705,4,18502699,2016-10-12 08:09:00,2998,$31.17,Chip Transaction,61738,Granada Hills,CA,91344.0,5094,,
2838,1382,Mastercard,Debit,5947766191531250,10/2024,760,YES,2,$11415,05/2003,2013,No,58,65,1961,7,Male,16 Eighth Lane,32.79,-96.76,$12693,$25883,$44404,706,4,9263507,2011-03-12 07:19:00,2838,$93.00,Swipe Transaction,49789,Dallas,TX,75253.0,5541,,
4021,530,Mastercard,Debit,5224140626818585,01/2017,329,YES,1,$12031,07/2014,2014,No,78,68,1941,7,Male,34533 Ninth Avenue,34.06,-117.39,$14709,$18100,$0,682,6,10193674,2011-10-14 06:52:00,5110,$36.14,Swipe Transaction,49789,Bloomington,CA,92316.0,5541,,
2678,28,Mastercard,Credit,5623379608463304,01/2024,922,YES,1,$16400,04/2011,2011,No,39,65,1980,4,Female,871 12th Lane,38.63,-77.26,$26618,$54273,$110237,789,4,18408316,2016-09-22 04:24:00,5198,$11.65,Swipe Transaction,75936,Woodbridge,VA,22191.0,5814,,
2671,79,Amex,Credit,352313983770185,03/2021,46,YES,2,$12200,04/2011,2011,No,70,66,1949,10,Female,990 North Lane,30.36,-87.17,$20045,$29164,$19851,625,4,16750832,2015-10-03 06:27:00,2931,$7.94,Chip Transaction,86435,San Jose,Costa Rica,,5411,,
4399,1736,Visa,Debit,4212075848270095,08/2022,173,YES,2,$16332,08/2012,2012,No,43,67,1977,1,Male,2479 Valley Avenue,40.64,-73.94,$22456,$45789,$94014,695,4,21185593,2018-05-04 08:51:00,2647,$8.16,Chip Transaction,88646,Brooklyn,NY,11211.0,5812,,
5387,704,Mastercard,Debit,5036311337651630,12/2009,979,YES,2,$75640,11/2003,2009,No,51,67,1968,7,Female,6840 North Lane,41.2,-73.73,$55274,$112695,$35135,840,6,23531131,2019-09-12 20:10:00,2168,$246.92,Chip Transaction,60569,Monroe,NY,10950.0,5300,,
1341,1151,Mastercard,Debit,5643282528177276,02/2018,475,YES,1,$429,02/2014,2014,No,53,65,1966,12,Male,353 South Boulevard,40.35,-74.65,$0,$920,$1914,788,3,16530719,2015-08-16 20:28:00,1341,$51.48,Chip Transaction,26812,Princeton,NJ,8540.0,4900,,
5426,1842,Mastercard,Credit,5693202604748580,07/2024,166,YES,2,$1300,11/2005,2011,No,45,64,1974,10,Male,41307 Main Lane,35.11,-106.62,$15385,$31373,$58481,637,2,20370516,2017-11-12 11:38:00,3743,$60.00,Chip Transaction,27092,Rio Rancho,NM,87124.0,4829,,
3078,637,Visa,Debit,4769992479242564,08/2012,572,YES,2,$3864,05/2010,2015,No,42,68,1978,2,Female,794 Lake Street,40.98,-74.06,$37908,$77288,$46160,771,4,16097706,2015-05-16 10:58:00,2981,$45.07,Online Transaction,39021,ONLINE,,,4784,,
2446,1130,Mastercard,Debit,5813380740656058,02/2021,778,YES,1,$15847,04/2003,2010,No,50,65,1970,1,Female,801 Mountain View Street,47.3,-122.31,$21756,$44355,$44779,680,3,17695258,2016-04-22 21:11:00,4004,$100.07,Chip Transaction,58332,Federal Way,WA,98003.0,5300,,
6011,1145,Mastercard,Debit,5350628456401491,11/2024,382,YES,1,$35169,12/2010,2012,No,43,65,1977,1,Female,7512 South Boulevard,44.26,-88.39,$36825,$75080,$35268,747,3,22754389,2019-04-01 12:43:00,4331,$23.30,Online Transaction,16798,ONLINE,,,4121,,
5244,1702,Mastercard,Debit,5754587881449040,11/2021,859,YES,2,$18624,10/2011,2011,No,53,68,1967,2,Female,75011 Lafayette Drive,33.99,-117.53,$19851,$40470,$87086,691,5,7530290,2010-01-15 02:20:00,5749,$39.15,Online Transaction,81759,ONLINE,,,7349,,
5039,1405,Visa,Debit,4563222610324202,11/2022,673,YES,1,$30314,10/2005,2007,No,45,71,1974,4,Male,70 Tenth Boulevard,47.91,-97.07,$23910,$48755,$37315,777,8,21196903,2018-05-06 13:29:00,2690,$-53.00,Chip Transaction,59935,Grand Forks,ND,58201.0,5499,,
3595,1301,Visa,Debit,4420959167134444,09/2023,75,YES,1,$20031,06/2015,2015,No,26,66,1993,5,Female,9530 Washington Street,38.1,-122.63,$30335,$61850,$81158,728,9,17514876,2016-03-15 08:24:00,3595,$7.50,Chip Transaction,75936,Novato,CA,94947.0,5814,,
1027,1344,Visa,Debit,4386594468368100,03/2023,765,YES,2,$22601,02/2003,2010,No,61,65,1958,11,Male,186 Forest Avenue,42.58,-83.03,$22974,$46843,$66529,736,2,23393620,2019-08-14 18:46:00,1044,$117.95,Chip Transaction,90323,Sterling Heights,MI,48313.0,4900,,
4575,561,Mastercard,Credit,5175842699412235,12/2024,438,YES,1,$9100,09/2005,2015,No,48,67,1971,6,Male,604 Pine Street,40.8,-91.12,$18076,$36853,$112139,834,5,19566361,2017-05-26 09:52:00,4575,$2.60,Chip Transaction,75781,Mediapolis,IA,52637.0,5411,,
5474,362,Visa,Debit,4362821338983929,09/2024,272,YES,1,$9708,11/2006,2013,No,37,59,1983,1,Male,6680 River Avenue,36.07,-115.21,$23889,$48710,$59824,792,3,22940048,2019-05-10 21:28:00,5474,$29.30,Chip Transaction,20519,Las Vegas,NV,89146.0,5942,,
1301,1066,Mastercard,Debit,5803246848212927,08/2023,269,YES,2,$20060,02/2012,2012,No,46,65,1973,6,Female,9846 Second Lane,40.27,-75.26,$26545,$54124,$0,727,2,8045909,2010-05-24 08:33:00,1126,$9.20,Swipe Transaction,98374,Earlington,PA,18918.0,5411,,
2043,1591,Mastercard,Debit,5702444920277810,08/2021,137,YES,1,$12358,03/2003,2003,No,58,66,1961,6,Female,2200 Third Drive,48.28,-122.62,$16537,$33717,$58236,698,6,9990742,2011-08-28 10:57:00,2043,$2.84,Swipe Transaction,85021,Issaquah,WA,98027.0,5812,,
