id,client_id,card_brand,card_type,card_number,expires,cvv,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed,card_on_dark_web,current_age,retirement_age,birth_year,birth_month,gender,address,latitude,longitude,per_capita_income,yearly_income,total_debt,credit_score,num_credit_cards,id_right,date,card_id,amount,use_chip,merchant_id,merchant_city,merchant_state,zip,mcc,errors,fraud_label
3271,437,Mastercard,Debit,5745854957552328,08/2023,938,YES,2,$27687,06/2004,2007,No,46,66,1973,6,Female,9528 Hill Street,39.04,-76.49,$35645,$72670,$28915,718,3,10112761,2011-09-25 13:24:00,3271,$94.52,Swipe Transaction,24743,Arnold,MD,21012.0,5211,,
5878,1645,Mastercard,Debit,5115977842680830,11/2024,328,NO,2,$23402,12/2007,2011,No,62,65,1957,11,Female,58 Federal Lane,41.47,-81.85,$29692,$60541,$160456,716,3,9020180,2011-01-13 15:00:00,5878,$60.30,Swipe Transaction,13646,Cleveland,OH,44120.0,7538,,
5371,1692,Mastercard,Debit,5383177529361615,03/2020,716,YES,1,$38048,11/2001,2007,No,81,59,1938,8,Female,97339 Lake Avenue,41.03,-73.86,$74205,$162709,$5642,542,3,14843216,2014-08-17 12:42:00,5618,$-99.00,Swipe Transaction,22204,Katonah,NY,10536.0,5541,,
2769,275,Mastercard,Debit,5348564290163186,01/2024,732,YES,1,$31873,04/2017,2017,No,43,58,1977,2,Female,973 River Street,29.56,-95.02,$37415,$76288,$120771,710,4,7555296,2010-01-21 12:08:00,63,$12.82,Swipe Transaction,50867,South Houston,TX,77587.0,5541,,
2561,1253,Mastercard,Debit,5805455899430052,09/2024,461,YES,2,$28390,04/2008,2008,No,32,64,1987,10,Female,1782 South Boulevard,41.44,-73.04,$28814,$58749,$113308,768,6,11595035,2012-08-29 08:15:00,2248,$88.39,Swipe Transaction,91128,Cheshire,CT,6408.0,5411,,
3309,1195,Discover,Credit,6308747644809116,10/2021,62,YES,1,$11300,06/2006,2012,No,75,68,1944,7,Male,1222 First Drive,44.01,-92.47,$23553,$40696,$15691,801,6,16883999,2015-10-31 14:04:00,131,$12.18,Chip Transaction,55834,Rochester,MN,55903.0,5921,,
5706,973,Visa,Debit,4060618518013622,06/2023,39,YES,2,$7688,11/2014,2014,No,55,68,1964,5,Male,1587 Rose Lane,34.51,-89.94,$12285,$25051,$19465,734,4,7999243,2010-05-12 15:01:00,3833,$11.60,Swipe Transaction,98374,Crenshaw,MS,38621.0,5411,,
5629,630,Visa,Debit,4542180712523328,11/2020,573,YES,1,$9062,11/2010,2010,No,60,66,1959,7,Male,1583 Grant Avenue,30.33,-81.65,$19382,$39521,$61861,491,3,21861257,2018-09-24 10:48:00,4520,$80.00,Chip Transaction,27092,Daytona Beach,FL,32119.0,4829,,
2075,1972,Amex,Credit,382031359848619,08/2012,412,NO,2,$6000,03/2005,2013,No,73,68,1946,3,Female,3802 Maple Street,41.47,-81.67,$9389,$13089,$10928,772,4,18388116,2016-09-17 18:23:00,2466,$-328.00,Chip Transaction,3558,Odessa,MO,64076.0,3640,,
4922,650,Mastercard,Debit,5666352544496073,04/2022,14,YES,1,$12139,09/2019,2019,No,45,65,1974,8,Male,3916 Tenth Boulevard,32.75,-97.33,$11876,$24215,$28552,707,6,23386226,2019-08-13 07:06:00,3717,$35.15,Swipe Transaction,51749,Fort Worth,TX,76109.0,7832,,
4976,52,Visa,Debit,4435466238583873,04/2022,708,YES,2,$20930,10/2002,2008,No,56,66,1963,4,Female,13 Rose Boulevard,41.56,-73.59,$31288,$63796,$82173,730,3,13764343,2013-12-24 11:59:00,4976,$1.19,Swipe Transaction,83480,Pine Plains,NY,12567.0,9402,,
72,1517,Mastercard,Debit,5515747009144505,01/2024,306,YES,2,$19670,01/2005,2009,No,37,71,1982,3,Male,7954 Wessex Boulevard,38.9,-77.26,$60593,$123540,$236393,764,4,7844664,2010-04-04 09:55:00,2985,$92.00,Swipe Transaction,61195,Vienna,VA,22182.0,5541,,
4876,1424,Visa,Debit (Prepaid),4035809761172506,08/2021,400,YES,1,$84,09/2014,2014,No,101,68,1918,5,Female,887 Third Boulevard,35.13,-112.99,$13086,$15348,$1396,761,4,19066442,2017-02-09 09:52:00,4876,$39.44,Chip Transaction,93173,Seligman,AZ,86337.0,7230,,
5597,643,Mastercard,Credit,5079302523329059,04/2023,381,YES,2,$500,11/2010,2010,No,29,65,1991,1,Female,892 Spruce Street,40.69,-73.75,$21283,$43397,$42168,697,2,12127294,2012-12-27 09:49:00,5597,$1.88,Swipe Transaction,14528,Saint Albans,NY,11412.0,5499,,
1275,952,Mastercard,Debit,5357953507565192,07/2021,726,YES,2,$76966,02/2011,2011,No,29,66,1990,5,Male,7135 Ninth Lane,42.31,-71.16,$62177,$126775,$28869,685,2,21199238,2018-05-07 04:15:00,1275,$36.30,Swipe Transaction,13574,Chestnut Hill,MA,2467.0,4900,,
3515,1227,Mastercard,Debit (Prepaid),5072595305260459,01/2021,519,YES,1,$67,06/2011,2011,No,65,67,1954,11,Female,727 Eighth Lane,42.37,-83.46,$33031,$67344,$7049,804,4,9819445,2011-07-19 18:09:00,122,$180.00,Swipe Transaction,27092,Taylor,MI,48180.0,4829,,
4161,538,Mastercard,Debit,5885105668024939,12/2014,750,YES,2,$6993,08/2005,2016,No,66,69,1954,2,Female,7888 Fourth Street,35.3,-77.15,$14844,$30265,$36789,814,4,8876705,2010-12-10 17:27:00,2396,$79.52,Swipe Transaction,81833,Winterville,NC,28590.0,5912,,
1576,254,Mastercard,Debit,5752088223667735,12/2021,728,YES,1,$17584,02/2020,2020,No,30,66,1989,5,Male,323 Eighth Drive,40.02,-105.25,$33151,$67589,$0,734,3,23683734,2019-10-15 09:39:00,1247,$80.00,Chip Transaction,27092,Englewood,CO,80113.0,4829,,
2732,1718,Visa,Debit,4242015583697294,06/2020,928,YES,1,$31463,04/2014,2014,No,81,67,1938,11,Female,766 Third Drive,34.02,-117.89,$22681,$33483,$196,698,5,17343306,2016-02-06 14:36:00,2029,$36.59,Online Transaction,15143,ONLINE,,,4784,,
3313,94,Mastercard,Debit,5468915979157794,05/2007,571,YES,2,$17007,06/2006,2009,No,59,72,1961,1,Female,704 Summit Drive,35.71,-81.15,$18029,$36760,$95755,593,2,12499610,2013-03-20 18:04:00,2890,$31.68,Online Transaction,39021,ONLINE,,,4784,,
1098,1488,Visa,Debit,4799094840755472,03/2011,152,YES,1,$22124,02/2006,2010,No,34,66,1985,11,Female,6427 12th Boulevard,41.65,-81.43,$20155,$41091,$86837,695,6,14560918,2014-06-16 20:14:00,2995,$44.69,Swipe Transaction,69972,Eastlake,OH,44095.0,5814,,
5347,1245,Mastercard,Debit,5152221647441116,10/2020,628,YES,1,$19955,11/1994,2007,No,54,58,1965,9,Female,780 Ocean Avenue,37.43,-76.54,$21040,$42900,$111007,802,6,21499853,2018-07-09 21:03:00,4498,$40.27,Chip Transaction,74445,Gloucester,VA,23061.0,5211,,
3402,665,Visa,Debit,4528444090805864,01/2022,349,YES,2,$7233,06/2008,2011,No,81,65,1939,1,Female,374 Lexington Street,41.23,-80.81,$12406,$11613,$427,790,8,13357942,2013-09-26 03:28:00,5073,$32.94,Swipe Transaction,82981,Youngstown,OH,44511.0,5912,,
5929,1425,Mastercard,Debit,5751745002272729,12/2023,323,NO,2,$13606,12/2008,2016,No,88,67,1931,4,Female,95 Sixth Avenue,35.33,-89.88,$19115,$19225,$1644,809,8,22494688,2019-02-05 14:53:00,1141,$110.88,Chip Transaction,60569,Somerville,TN,38068.0,5300,,
3573,1642,Visa,Credit,4222423291346252,01/2021,67,YES,1,$5000,06/2013,2013,No,37,66,1982,4,Female,48190 Plum Drive,39.96,-74.06,$19848,$40470,$41938,731,5,14569450,2014-06-18 18:35:00,5206,$9.50,Swipe Transaction,81745,Lavallette,NJ,8735.0,5411,,
3970,1446,Mastercard,Debit,5886248864335240,02/2020,334,YES,2,$14624,07/2011,2015,No,28,61,1991,4,Male,54 Burns Avenue,34.02,-94.73,$13811,$28163,$50872,689,4,21821534,2018-09-15 19:10:00,3181,$26.71,Swipe Transaction,88646,Fort Towson,OK,74735.0,5812,,
4493,1928,Mastercard,Debit,5622935637285354,05/2024,799,YES,1,$24090,09/1998,2009,No,56,68,1963,7,Male,273 Ocean Street,45.79,-122.69,$27308,$55682,$82696,750,4,16533483,2015-08-17 12:25:00,2442,$10.78,Chip Transaction,69972,Ridgefield,WA,98642.0,5814,,
3002,1031,Mastercard,Debit,5984945879573910,11/2021,289,YES,1,$44568,05/2009,2011,No,61,68,1959,1,Male,6762 Second Street,39.75,-104.42,$26369,$53762,$37361,689,8,21417284,2018-06-22 12:21:00,3770,$71.85,Chip Transaction,43293,Bennett,CO,80102.0,5499,,
2515,408,Visa,Debit,4450794746298149,12/2018,502,YES,1,$22457,04/2006,2010,No,58,62,1961,4,Female,690 Hill Lane,45.4,-91.84,$15371,$31343,$49537,741,3,11932233,2012-11-13 10:39:00,4960,$18.06,Swipe Transaction,94624,Barron,WI,54812.0,5812,,
5629,630,Visa,Debit,4542180712523328,11/2020,573,YES,1,$9062,11/2010,2010,No,60,66,1959,7,Male,1583 Grant Avenue,30.33,-81.65,$19382,$39521,$61861,491,3,8743971,2010-11-09 05:59:00,2059,$210.32,Swipe Transaction,51300,Hackensack,MN,56452.0,3359,,
4710,1424,Mastercard,Credit,5033949193863455,05/2021,76,YES,2,$8000,09/2009,2011,No,101,68,1918,5,Female,887 Third Boulevard,35.13,-112.99,$13086,$15348,$1396,761,4,8954491,2010-12-29 07:13:00,3046,$76.00,Swipe Transaction,59935,Kingman,AZ,86401.0,5499,,
3493,1728,Visa,Credit,4209145697099683,10/2022,498,YES,2,$10900,06/2010,2013,No,47,63,1972,10,Female,2614 Eighth Lane,44.35,-89.07,$18937,$38615,$74337,601,4,11964471,2012-11-20 14:34:00,153,$51.18,Online Transaction,27310,ONLINE,,,7349,,
5813,120,Mastercard,Debit,5988465973991532,10/2021,869,YES,2,$32784,12/2004,2008,No,50,71,1969,9,Female,64 Mill Street,42.88,-88.0,$29924,$61008,$0,781,4,9529159,2011-05-13 09:49:00,5813,$5.17,Swipe Transaction,20519,Chantilly,VA,20151.0,5942,,
1116,895,Mastercard,Debit (Prepaid),5490867691921019,10/2018,222,YES,2,$49,02/2007,2017,No,46,70,1973,8,Female,9503 South Street,34.23,-116.86,$15515,$31632,$76538,832,3,11644291,2012-09-09 07:40:00,1116,$-87.00,Swipe Transaction,49789,Bloomington,CA,92316.0,5541,,
3132,356,Mastercard,Debit,5261666772953093,01/2018,761,YES,1,$39192,05/2013,2013,No,50,73,1969,10,Female,24 River Avenue,27.19,-80.24,$20315,$41420,$0,691,5,8683286,2010-10-25 13:12:00,3251,$7.61,Swipe Transaction,46284,Stuart,FL,34997.0,5411,,
5196,1813,Mastercard,Credit,5098671138116677,12/2011,455,YES,1,$7900,10/2010,2010,No,35,66,1984,4,Female,334 Birch Drive,35.82,-87.01,$27637,$56350,$120125,808,4,13351221,2013-09-24 12:27:00,4591,$65.84,Swipe Transaction,17422,Thompsons Station,TN,37179.0,5912,Insufficient Balance,
4758,712,Discover,Credit,6443318322155670,07/2021,518,YES,1,$14900,09/2010,2010,No,74,67,1945,3,Female,54 Lafayette Street,32.63,-117.05,$20102,$29130,$8746,720,5,16673944,2015-09-16 12:43:00,4758,$78.00,Chip Transaction,26810,Chula Vista,CA,91910.0,5541,,
5063,667,Visa,Debit,4671059630101376,03/2024,853,YES,2,$4599,10/2006,2013,No,83,63,1936,3,Male,588 Lincoln Street,35.98,-78.91,$30325,$41763,$2279,714,5,17120381,2015-12-21 01:20:00,5891,$30.83,Chip Transaction,54850,Greenville,NC,27834.0,4814,,
2177,421,Mastercard,Credit,5973458794875603,09/2023,685,YES,1,$10600,03/2008,2016,No,53,67,1967,1,Female,595 Valley Stream Drive,41.97,-91.66,$22502,$45876,$58252,790,7,13523853,2013-11-01 12:45:00,4389,$1.23,Swipe Transaction,14528,Cedar Rapids,IA,52405.0,5499,,
6078,1741,Visa,Debit,4921241302048112,10/2023,631,YES,1,$11510,12/2012,2012,No,92,67,1927,10,Male,31 Hillside Lane,32.21,-110.88,$17460,$24960,$889,707,9,7793010,2010-03-22 10:51:00,3025,$26.84,Online Transaction,60569,ONLINE,,,5300,,
3822,368,Visa,Debit (Prepaid),4445518698030679,03/2024,772,YES,2,$71,07/2007,2014,No,75,73,1945,2,Male,2842 Littlewood Avenue,28.5,-81.37,$20121,$42806,$20432,726,6,7989402,2010-05-10 09:44:00,3822,$44.96,Online Transaction,39021,ONLINE,,,4784,,
5477,1913,Amex,Credit,356951210404599,10/2024,952,YES,1,$17800,11/2007,2011,No,60,57,1960,1,Female,561 Martin Luther King Avenue,42.47,-83.49,$34259,$31121,$32768,619,5,17964529,2016-06-19 10:52:00,5877,$7.46,Swipe Transaction,12936,Novi,MI,48375.0,5812,,
4565,1963,Visa,Credit,4845860911762398,12/2023,234,YES,1,$20700,09/2004,2012,No,98,69,1921,11,Male,468 Spruce Street,38.35,-121.93,$26137,$33869,$370,821,7,14689611,2014-07-15 00:49:00,6058,$46.86,Swipe Transaction,25759,Vacaville,CA,95687.0,5812,,
4981,1969,Discover,Credit,6242287666379868,01/2022,946,YES,1,$12300,10/2003,2010,No,84,65,1935,4,Male,402 El Camino Drive,27.48,-82.57,$29583,$44690,$2249,733,5,8406919,2010-08-19 20:22:00,5549,$1.18,Swipe Transaction,14528,Englewood,FL,34223.0,5499,,
3746,1475,Visa,Debit,4818828811526445,05/2024,311,YES,2,$9956,07/2005,2010,No,98,60,1921,11,Female,412 Burns Drive,21.31,-158.01,$22778,$42306,$472,725,5,22344067,2019-01-04 15:55:00,5155,$2.76,Chip Transaction,14528,Ewa Beach,HI,96706.0,5499,,
1360,1741,Visa,Credit,4238757840498542,12/2022,551,YES,2,$8500,02/2015,2015,No,92,67,1927,10,Male,31 Hillside Lane,32.21,-110.88,$17460,$24960,$889,707,9,23392137,2019-08-14 13:05:00,2595,$-340.00,Chip Transaction,44795,Marysville,OH,43040.0,3780,,
4077,1018,Mastercard,Debit,5605185522594083,07/2019,357,YES,2,$16732,07/2019,2019,No,90,71,1929,10,Female,350 Main Boulevard,29.57,-81.21,$17142,$31805,$614,755,6,11478348,2012-08-02 15:29:00,5970,$20.45,Swipe Transaction,96795,Palm Coast,FL,32137.0,5813,,
2848,152,Visa,Credit,4361942024605018,03/2021,649,YES,1,$10300,05/2003,2016,No,37,68,1982,3,Female,49 Tenth Street,33.72,-84.32,$24196,$49335,$51520,773,3,10311602,2011-11-10 09:02:00,2848,$53.98,Swipe Transaction,59935,Atlanta,GA,30318.0,5499,,
4342,1712,Visa,Debit,4631337182936138,03/2024,847,YES,2,$18288,08/2010,2012,No,82,65,1938,1,Female,1437 Madison Lane,32.79,-96.76,$27814,$66999,$3140,730,5,19553932,2017-05-23 16:32:00,4407,$80.57,Chip Transaction,22204,Dallas,TX,75238.0,5541,,
4134,655,Mastercard,Debit,5775179305795307,12/2022,857,YES,2,$11638,08/2004,2011,No,49,66,1970,3,Female,211 Lexington Drive,41.44,-82.18,$14880,$30340,$64661,552,3,8248229,2010-07-12 15:22:00,2133,$6.44,Online Transaction,47399,ONLINE,,,5815,,
4128,1156,Mastercard,Debit,5843025504634580,12/2009,568,YES,1,$151223,08/2004,2009,No,56,69,1963,6,Female,9603 South Lane,40.74,-74.33,$137428,$280199,$91367,752,5,19300728,2017-03-31 08:02:00,3280,$41.58,Chip Transaction,43293,Short Hills,NJ,7078.0,5499,,
5492,1129,Mastercard,Debit,5988252449836290,01/2015,438,YES,2,$18109,11/2007,2010,No,49,65,1970,4,Male,2379 Forest Lane,33.18,-117.29,$16894,$34449,$36540,686,3,10088402,2011-09-19 18:49:00,5492,$50.35,Swipe Transaction,71667,Oceanside,CA,92058.0,7538,,
3087,1296,Discover,Credit,6969946254132652,12/2022,588,YES,1,$19800,05/2011,2011,No,60,64,1959,11,Female,2468 Spruce Drive,28.7,-81.34,$22896,$46683,$93126,788,5,23085782,2019-06-10 18:08:00,3665,$28.29,Chip Transaction,68952,Oviedo,FL,32765.0,7832,,
3206,1538,Mastercard,Debit,5013050025628156,10/2021,272,YES,2,$21284,06/1998,2016,No,82,62,1937,8,Male,58 River Avenue,40.71,-73.99,$16494,$23572,$216,590,2,15688124,2015-02-16 22:34:00,3206,$131.96,Chip Transaction,3620,Santo Domingo,Dominican Republic,,7011,,
6077,1604,Visa,Debit,4135358669694440,07/2013,903,YES,1,$11578,12/2012,2012,No,55,72,1964,11,Male,7680 Fourth Street,34.31,-89.93,$15354,$31308,$59817,742,7,22929067,2019-05-08 15:47:00,2950,$-78.00,Chip Transaction,59935,Batesville,MS,38606.0,5499,,
3521,502,Mastercard,Debit,5031093004521446,07/2023,834,NO,1,$415,06/2011,2013,No,46,66,1974,1,Male,434 Bayview Avenue,40.93,-79.59,$17870,$36440,$30574,745,2,22741947,2019-03-29 21:25:00,2018,$50.25,Chip Transaction,2703,Freeport,PA,16229.0,5814,,
5688,77,Mastercard,Debit,5086596988156517,10/2024,171,YES,1,$27063,11/2013,2013,No,99,67,1920,10,Female,596 Ninth Street,40.24,-76.92,$25336,$51110,$3781,709,8,13638282,2013-11-26 16:26:00,2438,$53.31,Swipe Transaction,60569,Lebanon,PA,17042.0,5300,,
5737,242,Mastercard,Debit,5431693041561231,06/2020,10,YES,1,$19788,11/2018,2018,No,41,65,1978,6,Male,6389 El Camino Drive,42.19,-73.35,$21365,$43560,$58544,850,5,19120316,2017-02-20 18:05:00,1229,$189.29,Chip Transaction,74934,Oakland,CA,94606.0,3596,,
5802,545,Visa,Debit,4026064532527532,04/2018,850,NO,1,$34329,12/2003,2010,No,55,67,1964,10,Male,22 First Boulevard,40.67,-89.54,$22416,$45707,$113194,715,3,18415934,2016-09-23 15:48:00,1120,$40.00,Chip Transaction,27092,Clinton,IL,61727.0,4829,,
632,1190,Mastercard,Credit,5116834896067442,02/2020,635,YES,2,$9900,01/2020,2020,No,49,65,1970,8,Female,4480 Essex Drive,33.0,-80.17,$21769,$44383,$42369,707,7,17832720,2016-05-22 11:12:00,2699,$36.75,Online Transaction,39021,ONLINE,,,4784,,
3864,1543,Visa,Credit,4900671019998767,02/2020,304,YES,1,$29800,07/2008,2011,No,31,68,1988,10,Female,5857 12th Avenue,34.14,-118.46,$51976,$105963,$106266,684,4,13751505,2013-12-21 14:43:00,4687,$25.41,Swipe Transaction,45309,Sherman Oaks,CA,91403.0,7542,,
1603,115,Mastercard,Debit,5253234186328777,02/2024,926,YES,1,$55750,02/2020,2020,No,61,69,1958,7,Male,386 11th Lane,40.93,-73.72,$49546,$101018,$78115,748,6,19683907,2017-06-20 08:09:00,38,$16.76,Swipe Transaction,79664,Mamaroneck,NY,10543.0,5814,,
5063,667,Visa,Debit,4671059630101376,03/2024,853,YES,2,$4599,10/2006,2013,No,83,63,1936,3,Male,588 Lincoln Street,35.98,-78.91,$30325,$41763,$2279,714,5,21663349,2018-08-13 12:13:00,5408,$10.95,Chip Transaction,82154,Miami Beach,FL,33154.0,5813,,
6034,1642,Visa,Credit,4759687155885583,07/2016,34,NO,2,$11200,12/2010,2011,No,37,66,1982,4,Female,48190 Plum Drive,39.96,-74.06,$19848,$40470,$41938,731,5,15067806,2014-10-05 10:26:00,3506,$134.57,Swipe Transaction,26810,Lavallette,NJ,8735.0,5541,,
5795,783,Mastercard,Credit,5637704480335686,09/2024,146,YES,1,$9600,12/2003,2016,No,62,61,1957,9,Male,641 Martin Luther King Avenue,35.31,-106.55,$15966,$29769,$14542,693,3,11024420,2012-04-21 23:07:00,4945,$111.86,Online Transaction,73186,ONLINE,,,4814,,
2443,369,Mastercard,Credit,5146321258920935,11/2021,990,NO,1,$13600,04/2003,2012,No,39,65,1980,9,Male,5193 East Street,38.22,-85.74,$25258,$51499,$7226,788,4,19074164,2017-02-10 20:18:00,5378,$58.59,Chip Transaction,22938,Louisville,KY,40299.0,5812,,
4184,1955,Mastercard,Debit,5751709126583195,03/2021,435,YES,1,$7338,08/2006,2016,No,85,62,1934,4,Female,7016 Hillside Lane,35.54,-82.84,$16248,$28134,$2081,674,2,8746816,2010-11-09 15:55:00,4184,$6.96,Swipe Transaction,59935,Canton,NC,28716.0,5499,,
5886,1521,Mastercard,Debit,5993184597730650,01/2021,545,YES,2,$1236,12/2007,2010,No,71,71,1948,3,Female,557 Burns Boulevard,32.75,-97.77,$19120,$19581,$21424,706,3,17536423,2016-03-19 21:02:00,5886,$39.98,Chip Transaction,18211,Story,WY,82842.0,7832,,
4837,77,Mastercard,Debit,5443759192548846,12/2014,623,NO,1,$17112,09/2012,2012,No,99,67,1920,10,Female,596 Ninth Street,40.24,-76.92,$25336,$51110,$3781,709,8,8137372,2010-06-15 14:37:00,2438,$59.38,Swipe Transaction,61195,Camp Hill,PA,17011.0,5541,,
6103,1585,Mastercard,Debit,5325994058715063,04/2022,617,YES,1,$14830,12/2014,2014,No,35,69,1984,11,Female,4346 El Camino Boulevard,30.33,-81.65,$20710,$42229,$0,688,3,22704159,2019-03-21 22:01:00,6103,$30.87,Chip Transaction,82755,Jacksonville,FL,32222.0,7538,,
2915,1654,Visa,Credit,4757921989009514,10/2023,921,YES,1,$14900,05/2006,2014,No,43,66,1976,4,Male,385 Pine Drive,41.47,-71.3,$24194,$49328,$6197,693,5,10966935,2012-04-08 21:41:00,4276,$76.95,Swipe Transaction,67570,Newport,RI,2840.0,5311,,
3919,278,Visa,Credit,4744339709686056,06/2020,810,YES,2,$49300,07/2009,2010,No,59,66,1960,9,Male,910 Eighth Drive,29.76,-95.38,$95039,$193768,$150896,686,5,14961958,2014-09-12 10:57:00,6016,$-74.00,Swipe Transaction,59935,Houston,TX,77056.0,5499,,
5207,1909,Mastercard,Debit,5244932923677516,07/2020,633,YES,2,$3658,10/2010,2016,No,56,66,1963,5,Male,603 Lake Avenue,34.02,-118.28,$13002,$26510,$53023,696,4,14071828,2014-03-01 14:40:00,1136,$27.92,Online Transaction,15143,ONLINE,,,4784,,
3881,379,Mastercard,Debit,5400182448188961,10/2021,412,YES,1,$24232,07/2009,2009,No,47,65,1972,11,Female,837 Lincoln Avenue,30.68,-88.04,$21331,$43496,$114563,765,3,13631491,2013-11-25 08:09:00,2019,$2.39,Swipe Transaction,90538,Mobile,AL,36693.0,5411,,
2851,1425,Discover,Credit,6774837644015385,08/2020,620,YES,2,$2900,05/2004,2011,No,88,67,1931,4,Female,95 Sixth Avenue,35.33,-89.88,$19115,$19225,$1644,809,8,20751123,2018-01-31 22:51:00,1015,$23.47,Chip Transaction,83184,Millington,TN,38053.0,5812,,
2364,973,Mastercard,Debit,5570742279358802,02/2021,20,YES,1,$16229,03/2017,2017,No,55,68,1964,5,Male,1587 Rose Lane,34.51,-89.94,$12285,$25051,$19465,734,4,20680934,2018-01-17 08:08:00,2364,$3.04,Chip Transaction,19752,Como,MS,38619.0,5411,,
1717,1633,Mastercard,Debit (Prepaid),5081036961889402,12/2022,912,NO,2,$78,02/2020,2020,No,36,65,1984,1,Male,4172 Federal Drive,33.38,-111.87,$21053,$42927,$132343,687,4,10270122,2011-10-31 15:44:00,3038,$1.63,Swipe Transaction,14528,Mesa,AZ,85204.0,5499,,
5906,77,Mastercard,Debit,5797464528593168,02/2023,743,YES,2,$7949,12/2007,2010,No,99,67,1920,10,Female,596 Ninth Street,40.24,-76.92,$25336,$51110,$3781,709,8,21820542,2018-09-15 14:49:00,5688,$52.00,Chip Transaction,43293,Camp Hill,PA,17011.0,5499,,
