id,client_id,card_brand,card_type,card_number,expires,cvv,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed,card_on_dark_web,current_age,retirement_age,birth_year,birth_month,gender,address,latitude,longitude,per_capita_income,yearly_income,total_debt,credit_score,num_credit_cards,id_right,date,card_id,amount,use_chip,merchant_id,merchant_city,merchant_state,zip,mcc,errors,fraud_label
1080,762,Mastercard,Debit,5899151162296319,11/2020,920,YES,1,$13569,02/2006,2007,No,49,59,1970,9,Male,813 Fifth Boulevard,40.63,-82.96,$18293,$37298,$52134,683,1,18770380,2016-12-08 08:23:00,1080,$59.36,Online Transaction,39021,ONLINE,,,4784,,
5903,100,Mastercard,Debit,5121412939946667,10/2022,799,YES,2,$21205,12/2007,2011,No,56,66,1963,9,Male,3982 Ocean View Street,35.98,-79.99,$24005,$48944,$79960,813,7,8799759,2010-11-22 11:23:00,5903,$10.31,Swipe Transaction,98374,High Point,NC,27265.0,5411,,
4315,1528,Visa,Debit,4842554939859572,12/2022,511,NO,3,$8033,08/2009,2014,No,78,73,1942,1,Female,324 Lafayette Drive,32.61,-93.28,$17311,$27992,$1058,695,6,9754839,2011-07-04 20:38:00,4315,$100.00,Swipe Transaction,27092,Shreveport,LA,71108.0,4829,,
3524,1398,Mastercard,Credit,5061425671526062,09/2022,21,NO,1,$20100,06/2011,2012,No,52,66,1967,4,Male,304 Third Boulevard,40.85,-74.4,$34756,$70862,$16595,745,5,12019783,2012-12-03 06:23:00,216,$36.64,Online Transaction,39021,ONLINE,,,4784,,
1545,1833,Mastercard,Debit (Prepaid),5390138872145738,03/2020,267,YES,1,$98,02/2020,2020,No,27,71,1993,1,Male,5514 Norfolk Boulevard,35.58,-88.5,$17179,$35026,$11468,743,5,23442081,2019-08-24 23:17:00,6118,$19.81,Chip Transaction,59935,Lexington,TN,38351.0,5499,,
3692,447,Mastercard,Debit,5625327420318301,12/2022,428,YES,2,$323,07/2003,2009,No,79,68,1940,3,Male,5336 Tenth Drive,43.22,-86.25,$19131,$30977,$21507,796,5,22623343,2019-03-04 19:14:00,3692,$13.75,Chip Transaction,17980,Muskegon,MI,49441.0,5310,,
3587,419,Visa,Debit,4298987544338030,03/2020,757,YES,1,$16731,06/2014,2014,No,60,66,1959,11,Male,933 Valley Lane,38.14,-120.45,$16448,$33540,$74530,734,5,16426958,2015-07-25 14:59:00,3792,$64.30,Chip Transaction,35586,Murphys,CA,95247.0,8021,,
2228,1787,Mastercard,Debit,5686962857502766,06/2022,257,YES,1,$27590,03/2009,2010,No,52,66,1967,9,Female,417 Hill Lane,38.04,-84.45,$28583,$58278,$51539,689,6,13039381,2013-07-17 21:10:00,4826,$58.35,Swipe Transaction,38638,Lexington,KY,40509.0,7230,,
5173,1083,Visa,Credit,4664688687059371,12/2020,887,YES,1,$11300,10/2009,2011,No,44,65,1975,3,Female,45682 Washington Lane,38.45,-82.64,$18916,$38568,$66300,756,4,20135145,2017-09-23 11:01:00,3710,$6.22,Chip Transaction,98374,Oil Springs,KY,41238.0,5411,,
4710,1424,Mastercard,Credit,5033949193863455,05/2021,76,YES,2,$8000,09/2009,2011,No,101,68,1918,5,Female,887 Third Boulevard,35.13,-112.99,$13086,$15348,$1396,761,4,12726505,2013-05-10 07:18:00,3046,$-69.00,Swipe Transaction,26810,Sedona,AZ,86351.0,5541,,
5153,1144,Mastercard,Debit,5270047889650775,09/2024,586,YES,2,$16109,10/2009,2009,No,57,66,1962,12,Female,545 Eighth Avenue,29.76,-95.38,$14959,$30495,$70825,773,4,12979261,2013-07-04 18:19:00,2223,$44.14,Swipe Transaction,20519,Houston,TX,77088.0,5942,,
84,868,Visa,Debit,4639713693974383,02/2023,69,YES,2,$2121,01/2005,2009,No,78,64,1941,11,Male,5004 Lake Street,35.46,-97.51,$16016,$31046,$11436,706,6,23193109,2019-07-03 14:26:00,84,$100.00,Chip Transaction,27092,Oklahoma City,OK,73112.0,4829,,
2846,218,Mastercard,Debit,5721088827990781,07/2022,570,YES,2,$9789,05/2003,2013,No,59,68,1960,3,Female,5238 Park Street,40.76,-74.03,$16770,$34190,$39242,810,7,11158965,2012-05-22 15:55:00,240,$25.59,Swipe Transaction,66194,Union City,NJ,7087.0,7832,,
2094,614,Mastercard,Debit,5303628231225889,09/2022,849,YES,1,$26467,03/2005,2007,No,84,66,1935,9,Female,129 Sussex Street,35.4,-80.59,$20570,$16430,$2873,779,7,19532019,2017-05-19 06:12:00,2953,$52.00,Chip Transaction,59935,Concord,NC,28025.0,5499,,
233,859,Mastercard,Credit,5753025722639048,09/2023,224,YES,2,$8800,01/2010,2010,No,51,72,1968,4,Male,865 Wessex Lane,36.15,-85.5,$15955,$32531,$78193,631,4,16924880,2015-11-09 10:10:00,4014,$54.57,Online Transaction,39021,ONLINE,,,4784,,
5372,868,Visa,Debit,4025137324225957,11/2024,653,YES,2,$13455,11/2001,2011,No,78,64,1941,11,Male,5004 Lake Street,35.46,-97.51,$16016,$31046,$11436,706,6,22854347,2019-04-22 14:44:00,322,$63.48,Online Transaction,80770,ONLINE,,,7922,,
3532,1376,Visa,Debit,4888780238652712,01/2022,905,YES,2,$22641,06/2011,2011,No,49,68,1971,1,Female,97536 Summit Street,30.51,-97.83,$30418,$62019,$85666,543,4,14061683,2014-02-27 12:37:00,2182,$-474.00,Swipe Transaction,57133,Waianae,HI,96792.0,3730,,
3727,764,Amex,Credit,388934759336158,12/2024,161,YES,1,$13900,07/2005,2012,No,77,68,1943,1,Female,6864 Norfolk Boulevard,32.61,-83.63,$20835,$31066,$20902,712,4,18382702,2016-09-16 13:49:00,286,$60.14,Chip Transaction,67570,Wrightsville,GA,31096.0,5311,,
5947,92,Visa,Debit,4963194250583008,09/2023,150,YES,2,$8280,12/2008,2017,No,76,68,1943,10,Female,2760 Forest Drive,43.54,-96.73,$21089,$31145,$5132,689,4,9994244,2011-08-29 07:46:00,2803,$-73.00,Swipe Transaction,59935,Sioux Falls,SD,57106.0,5499,,
4741,1873,Visa,Credit,4745779615480432,07/2016,502,YES,1,$7700,09/2009,2009,No,51,67,1968,12,Female,3722 Valley Boulevard,31.84,-106.43,$16823,$34302,$84935,651,3,11025456,2012-04-22 09:16:00,4110,$37.44,Online Transaction,88459,ONLINE,,,5311,,
3469,1283,Mastercard,Credit,5293527173763220,04/2023,542,YES,1,$12800,06/2010,2012,No,50,65,1970,1,Male,720 Seventh Avenue,45.64,-122.37,$31226,$63673,$147913,591,4,20246924,2017-10-17 09:18:00,5305,$8.05,Chip Transaction,22204,Camas,WA,98607.0,5541,,
1361,1240,Visa,Debit,4140779954294938,11/2022,794,YES,2,$16638,02/2015,2015,No,56,67,1963,5,Female,899 Maple Street,40.26,-81.84,$15603,$31814,$43140,693,3,21403676,2018-06-19 14:58:00,3876,$34.46,Chip Transaction,86410,Mingo Junction,OH,43938.0,5211,,
4646,921,Mastercard,Debit,5607342055934669,07/2023,833,YES,2,$17731,09/2007,2011,No,74,66,1945,5,Male,960 Mill Lane,42.98,-77.67,$26072,$54013,$3628,779,8,15314740,2014-11-28 08:37:00,3135,$86.25,Swipe Transaction,20561,Spencerport,NY,14559.0,5912,,
3817,1141,Mastercard,Credit,5626143345177540,11/2012,318,YES,2,$2800,07/2007,2010,No,66,57,1953,10,Male,35 Essex Drive,36.48,-80.61,$15838,$27266,$19798,777,5,15538210,2015-01-15 11:46:00,5224,$23.10,Chip Transaction,18215,High Point,NC,27262.0,5719,,
1160,1926,Visa,Debit,4833362009066626,09/2023,611,NO,2,$793,02/2008,2008,No,70,67,1950,1,Female,867 Valley Stream Boulevard,28.78,-81.27,$17736,$26574,$5244,689,3,23130842,2019-06-20 12:05:00,1160,$11.13,Swipe Transaction,61195,Sanford,FL,32773.0,5541,,
1098,1488,Visa,Debit,4799094840755472,03/2011,152,YES,1,$22124,02/2006,2010,No,34,66,1985,11,Female,6427 12th Boulevard,41.65,-81.43,$20155,$41091,$86837,695,6,12354205,2013-02-16 10:59:00,2995,$13.20,Swipe Transaction,38806,Eastlake,OH,44095.0,5812,,
4211,1183,Mastercard,Debit,5662897470767553,05/2023,180,YES,1,$8887,08/2007,2014,No,53,66,1966,5,Male,852 Tenth Boulevard,38.31,-85.76,$16097,$32820,$23004,740,4,13863315,2014-01-14 22:07:00,2858,$47.43,Swipe Transaction,25717,Clarksville,IN,47129.0,5812,,
5621,708,Visa,Debit,4032240655674503,06/2022,53,YES,1,$132439,11/2010,2011,No,63,63,1957,1,Female,3 Madison Street,40.71,-73.99,$163145,$249925,$202328,722,4,7762215,2010-03-14 15:27:00,5165,$277.10,Swipe Transaction,38602,New York,NY,10185.0,5311,,
2707,132,Visa,Credit,4832180811213555,01/2021,231,YES,2,$0,04/2012,2012,No,77,72,1942,5,Female,8407 Littlewood Street,27.48,-82.57,$13972,$31555,$12777,696,4,20983181,2018-03-22 11:20:00,2679,$5.75,Chip Transaction,22204,Bradenton,FL,34207.0,5541,,
325,376,Visa,Credit,4846362912981071,03/2013,650,YES,1,$9200,01/2013,2013,No,50,74,1969,4,Female,818 12th Lane,39.8,-74.62,$28433,$57975,$34570,773,4,23124946,2019-06-19 08:32:00,4704,$22.41,Chip Transaction,87071,Vincentown,NJ,8088.0,4121,,
340,814,Visa,Credit,4458593801378188,07/2024,713,YES,2,$7400,01/2014,2014,No,72,65,1948,1,Male,9380 Hill Drive,27.98,-80.66,$15318,$16302,$14408,748,4,20851009,2018-02-22 10:06:00,4536,$4.35,Chip Transaction,85216,Palm Bay,FL,32905.0,5812,,
2307,1541,Visa,Debit,4513747100786400,11/2023,697,YES,1,$17383,03/2012,2012,No,48,65,1971,10,Female,7139 Lake Boulevard,36.09,-84.13,$18353,$37422,$127116,681,5,10096609,2011-09-21 15:25:00,3253,$134.09,Swipe Transaction,20561,Clinton,TN,37716.0,5912,,
167,218,Mastercard,Credit,5226320820755917,04/2020,569,YES,1,$9300,01/2008,2008,No,59,68,1960,3,Female,5238 Park Street,40.76,-74.03,$16770,$34190,$39242,810,7,9410801,2011-04-15 14:05:00,240,$12.98,Swipe Transaction,24504,Irvington,NJ,7111.0,4214,,
4695,1407,Visa,Credit,4681503612415898,02/2014,86,YES,2,$8500,09/2008,2010,No,40,71,1979,12,Male,9466 Essex Street,33.43,-86.99,$19851,$40473,$54899,689,4,20915343,2018-03-08 00:11:00,5966,$30.23,Chip Transaction,26909,Mc Calla,AL,35111.0,5211,,
4962,17,Amex,Credit,396239738941168,10/2024,814,YES,1,$2800,10/2002,2011,No,76,65,1943,7,Male,2012 Forest Avenue,35.73,-81.32,$17850,$21867,$21103,759,2,16554766,2015-08-22 06:01:00,4962,$118.31,Chip Transaction,81833,Hickory,NC,28602.0,5912,,
4595,1799,Mastercard,Debit (Prepaid),5834771837829829,03/2010,553,YES,1,$28,09/2006,2006,No,32,55,1987,4,Male,3249 12th Drive,47.75,-122.04,$51751,$105515,$192458,646,4,11572235,2012-08-23 23:27:00,3076,$28.46,Swipe Transaction,613,Woodinville,WA,98077.0,5310,,
4614,1194,Visa,Credit,4678372291668326,07/2020,966,YES,1,$14100,09/2006,2011,No,49,70,1970,3,Male,2248 Third Avenue,35.06,-85.25,$18658,$38041,$27813,782,4,23059041,2019-06-05 09:46:00,3644,$23.45,Online Transaction,39021,ONLINE,,,4784,,
2575,1904,Mastercard,Debit (Prepaid),5018139436441141,11/2022,978,YES,1,$40,04/2008,2011,No,69,70,1951,2,Male,5844 Littlewood Street,35.95,-95.38,$15195,$30983,$10019,757,5,22406124,2019-01-17 20:13:00,1004,$27.02,Chip Transaction,59935,Mcalester,OK,74501.0,5499,,
3856,1638,Mastercard,Debit,5658039288966447,10/2024,549,YES,2,$3485,07/2008,2011,No,79,64,1940,8,Female,6337 Spruce Street,44.67,-93.24,$34186,$57824,$31354,668,5,11875532,2012-10-31 12:46:00,4296,$17.98,Swipe Transaction,25887,Lakeville,MN,55044.0,5814,,
4271,575,Visa,Debit,4816684331004039,01/2023,757,YES,1,$24546,08/2008,2010,No,84,65,1935,12,Male,6478 Valley Stream Avenue,40.15,-74.85,$23207,$26476,$406,813,5,18298144,2016-08-29 12:55:00,4271,$87.00,Chip Transaction,59935,Marcus Hook,PA,19061.0,5499,,
2105,649,Discover,Credit,6267383831462523,12/2012,640,YES,1,$0,03/2006,2008,No,48,65,1971,9,Male,9 Fourth Drive,41.5,-74.02,$22762,$46408,$0,847,7,20024750,2017-08-31 06:46:00,3737,$55.00,Chip Transaction,61195,Newburgh,NY,12550.0,5541,,
5100,374,Visa,Debit,4892346599778032,01/2023,219,YES,1,$17108,10/2007,2007,No,58,66,1961,11,Male,50 Spruce Street,38.47,-121.44,$15290,$31177,$18859,689,5,16335638,2015-07-06 07:59:00,4567,$16.83,Online Transaction,15143,ONLINE,,,4784,,
3787,754,Visa,Debit,4011865942072124,04/2021,749,YES,1,$6138,07/2006,2016,No,76,69,1943,3,Female,15 Elm Lane,33.69,-78.89,$19025,$32817,$27209,705,6,12291725,2013-02-02 11:45:00,6002,$52.89,Swipe Transaction,56431,Myrtle Beach,SC,29579.0,5541,,
4105,752,Visa,Debit,4048255744655078,07/2020,307,NO,2,$19765,08/2001,2009,No,65,64,1954,6,Female,5814 Lincoln Lane,40.82,-72.98,$27376,$64829,$15537,664,3,18472464,2016-10-05 15:36:00,2465,$37.47,Swipe Transaction,41058,Medford,NY,11763.0,5813,,
2340,1494,Discover,Credit,6256655285791156,01/2020,723,YES,2,$4400,03/2015,2015,No,26,71,1993,3,Male,7703 Fourth Avenue,26.14,-80.13,$14191,$28931,$34511,711,4,16505481,2015-08-11 11:34:00,3579,$24.06,Chip Transaction,59935,Fort Lauderdale,FL,33311.0,5499,,
2574,397,Mastercard,Debit,5748345653201805,01/2021,704,YES,2,$10889,04/2008,2010,No,30,65,1989,4,Female,2328 Little Creek Avenue,39.95,-75.16,$10016,$20424,$14743,770,3,9215957,2011-03-01 05:56:00,3961,$51.37,Swipe Transaction,81833,Philadelphia,PA,19134.0,5912,,
4236,1163,Amex,Credit,337414078660495,06/2024,833,YES,1,$26900,08/2008,2009,No,45,61,1975,1,Male,2270 Sixth Lane,29.99,-95.26,$32943,$67170,$114251,489,3,19557491,2017-05-24 12:52:00,4236,$59.83,Chip Transaction,75831,Humble,TX,77346.0,7538,,
4461,547,Mastercard,Debit,5886374501408309,01/2019,7,YES,1,$16102,08/2017,2017,No,70,66,1949,5,Male,111 Hillside Avenue,42.62,-88.63,$18351,$31901,$16285,778,4,18788277,2016-12-12 06:37:00,5298,$1.45,Chip Transaction,20906,Delavan,WI,53115.0,5411,,
5535,20,Mastercard,Credit,5866750746796733,01/2014,754,YES,1,$16400,11/2008,2008,No,86,67,1933,12,Female,3631 Plum Boulevard,32.42,-97.1,$19477,$23371,$0,757,8,15761626,2015-03-04 17:45:00,5011,$-55.00,Chip Transaction,41260,Hewitt,TX,76643.0,5541,,
5165,708,Visa,Debit,4935974646456357,06/2020,649,YES,1,$125723,10/2009,2010,No,63,63,1957,1,Female,3 Madison Street,40.71,-73.99,$163145,$249925,$202328,722,4,20431850,2017-11-25 09:39:00,5165,$770.87,Chip Transaction,5594,Fresh Meadows,NY,11365.0,3001,,
2939,1405,Mastercard,Credit,5520845437304871,02/2018,530,NO,1,$10800,05/2007,2009,No,45,71,1974,4,Male,70 Tenth Boulevard,47.91,-97.07,$23910,$48755,$37315,777,8,14337827,2014-04-28 22:13:00,2939,$520.82,Swipe Transaction,7257,Lombard,IL,60148.0,3260,,
789,1455,Visa,Credit,4538277638033307,10/2024,387,YES,1,$6800,01/2020,2020,No,36,67,1983,12,Male,83 Sixth Drive,32.72,-117.09,$16838,$34330,$15223,713,4,21419976,2018-06-23 05:40:00,2960,$11.41,Chip Transaction,76199,San Diego,CA,92102.0,5813,,
6044,1635,Mastercard,Debit,5269354095711843,02/2021,905,YES,2,$14348,12/2011,2011,No,54,58,1965,3,Male,90 Sussex Drive,40.68,-73.78,$20760,$42332,$75213,616,6,10277828,2011-11-02 11:44:00,115,$5.94,Swipe Transaction,75936,Jamaica,NY,11434.0,5814,,
4112,1783,Amex,Credit,323782494048404,03/2020,659,YES,1,$9800,08/2003,2010,No,52,70,1967,9,Male,2093 Ocean Street,37.78,-122.24,$18443,$37607,$63689,749,5,7693448,2010-02-25 09:25:00,1154,$17.09,Swipe Transaction,61552,Oakland,CA,94606.0,5300,,
5962,1193,Mastercard,Debit,5429242008081571,12/2018,151,YES,1,$17718,12/2009,2010,No,90,75,1929,11,Female,6245 River Lane,41.69,-73.92,$27934,$51717,$418,717,5,14939609,2014-09-07 11:27:00,4023,$11.74,Swipe Transaction,98648,Poughkeepsie,NY,12603.0,5814,Bad PIN,
4704,376,Visa,Debit,4061229587825801,08/2024,127,YES,1,$2696,09/2008,2013,No,50,74,1969,4,Female,818 12th Lane,39.8,-74.62,$28433,$57975,$34570,773,4,20089374,2017-09-13 17:01:00,118,$22.62,Chip Transaction,89131,Westville,NJ,8093.0,7832,,
3004,401,Mastercard,Debit,5192267246661566,10/2024,412,YES,1,$17691,05/2009,2009,No,81,71,1938,9,Male,84497 Valley Stream Drive,34.2,-118.39,$15239,$28644,$879,806,7,20089927,2017-09-13 20:44:00,5628,$73.61,Online Transaction,73186,ONLINE,,,4814,,
2477,1852,Mastercard,Credit,5247576622089394,09/2021,379,YES,1,$13400,04/2005,2014,No,57,75,1962,12,Male,41011 Seventh Boulevard,33.27,-111.94,$32056,$65357,$21844,685,4,16517253,2015-08-13 23:09:00,28,$14.60,Online Transaction,18563,ONLINE,,,4121,,
5758,322,Mastercard,Debit,5392957769023387,10/2020,803,YES,2,$4355,12/1999,2010,No,47,65,1972,10,Male,708 George Street,31.22,-84.21,$13759,$28055,$12475,829,3,12100321,2012-12-21 08:46:00,5758,$8.39,Swipe Transaction,22204,Camilla,GA,31730.0,5541,,
134,1676,Mastercard,Debit,5828285674944288,08/2024,192,YES,1,$17360,01/2007,2010,No,51,65,1968,12,Male,919 Martin Luther King Lane,38.81,-94.45,$24981,$50936,$88447,681,3,14031105,2014-02-20 18:51:00,134,$17.58,Swipe Transaction,99370,Kansas City,MO,64110.0,5311,,
4357,795,Discover,Credit,6917280872761373,04/2020,315,YES,2,$16100,08/2011,2011,No,40,58,1979,3,Female,73 Oak Street,32.79,-96.76,$37234,$75918,$94579,759,2,18976367,2017-01-21 07:02:00,4357,$2.84,Chip Transaction,22204,Dallas,TX,75206.0,5541,,
30,261,Visa,Credit,4572295668772647,04/2022,795,YES,2,$14200,01/2002,2006,No,41,66,1979,2,Male,7061 Littlewood Street,36.0,-114.96,$28985,$59093,$117325,737,5,20324075,2017-11-02 13:43:00,2706,$6.59,Chip Transaction,81833,Boulder City,NV,89005.0,5912,,
2276,1646,Mastercard,Debit,5298309501417982,08/2021,208,YES,1,$11153,03/2011,2011,No,54,69,1965,11,Male,0 Ocean Boulevard,40.33,-79.83,$14663,$29898,$19719,714,5,23556178,2019-09-18 08:27:00,2276,$4.61,Chip Transaction,90818,New York,NY,10075.0,5411,,
2626,932,Visa,Debit,4752509852890437,07/2024,219,YES,2,$3648,04/2009,2009,No,67,69,1953,2,Male,295 West Avenue,32.36,-92.97,$16760,$34172,$71366,811,6,20542344,2017-12-18 18:34:00,2614,$76.63,Chip Transaction,10186,Cotton Valley,LA,71018.0,5812,,
557,254,Mastercard,Credit,5786727394117638,04/2024,230,YES,2,$15900,01/2020,2020,No,30,66,1989,5,Male,323 Eighth Drive,40.02,-105.25,$33151,$67589,$0,734,3,11585140,2012-08-26 20:42:00,1247,$66.80,Swipe Transaction,44919,Schererville,IN,46375.0,5814,Insufficient Balance,
5387,704,Mastercard,Debit,5036311337651630,12/2009,979,YES,2,$75640,11/2003,2009,No,51,67,1968,7,Female,6840 North Lane,41.2,-73.73,$55274,$112695,$35135,840,6,23389169,2019-08-13 17:57:00,4010,$63.20,Online Transaction,52073,ONLINE,,,4722,,
5987,1084,Visa,Credit,4230182755483449,05/2020,741,YES,1,$7400,12/2009,2009,No,36,66,1984,1,Male,152 West Drive,47.26,-122.45,$31518,$64262,$75415,775,4,19810632,2017-07-16 17:00:00,3064,$45.24,Chip Transaction,30055,Tacoma,WA,98408.0,7832,,
2848,152,Visa,Credit,4361942024605018,03/2021,649,YES,1,$10300,05/2003,2016,No,37,68,1982,3,Female,49 Tenth Street,33.72,-84.32,$24196,$49335,$51520,773,3,19864651,2017-07-28 07:35:00,2848,$178.32,Chip Transaction,31707,Atlanta,GA,30316.0,4111,,
5413,488,Mastercard,Debit,5304434448477779,12/2022,266,NO,1,$19554,11/2004,2007,No,34,69,1985,6,Male,927 River Street,27.92,-97.29,$15758,$32126,$54351,745,2,15613554,2015-01-31 19:06:00,5413,$51.55,Swipe Transaction,59397,Port Lavaca,TX,77979.0,5812,,
2013,759,Visa,Credit,4417109828447309,05/2002,812,YES,2,$15500,03/1999,2013,No,60,65,1959,12,Male,575 Bayview Lane,35.92,-86.84,$36563,$74550,$37427,687,4,8942800,2010-12-26 10:50:00,2230,$17.64,Swipe Transaction,98374,Franklin,TN,37068.0,5411,,
5691,1253,Visa,Debit,4792077988071121,08/2020,969,YES,1,$39764,11/2013,2013,No,32,64,1987,10,Female,1782 South Boulevard,41.44,-73.04,$28814,$58749,$113308,768,6,22369643,2019-01-10 08:04:00,5691,$119.69,Chip Transaction,73517,Beacon Falls,CT,6403.0,5912,,
4704,376,Visa,Debit,4061229587825801,08/2024,127,YES,1,$2696,09/2008,2013,No,50,74,1969,4,Female,818 12th Lane,39.8,-74.62,$28433,$57975,$34570,773,4,15780026,2015-03-08 19:25:00,118,$252.25,Swipe Transaction,31883,Atlantic City,NJ,8401.0,7995,,
3122,566,Mastercard,Debit (Prepaid),5019509763985509,12/2013,156,YES,1,$58,05/2012,2012,No,60,67,1959,10,Female,8179 Valley Stream Drive,42.79,-83.62,$22680,$46244,$108449,814,5,12223036,2013-01-17 20:28:00,3122,$15.70,Swipe Transaction,82109,Holly,MI,48442.0,4121,,
4534,460,Mastercard,Debit,5577008661015609,02/2024,114,YES,1,$28877,09/2003,2017,No,65,65,1954,12,Male,696 George Lane,41.02,-73.8,$44664,$40957,$64144,608,4,22666063,2019-03-13 23:06:00,4534,$363.70,Online Transaction,86369,ONLINE,,,4899,,
3648,40,Amex,Credit,389912068048719,09/2023,269,YES,2,$8200,07/1998,2011,No,71,74,1948,6,Male,2786 Forest Lane,39.92,-83.79,$14342,$29243,$30686,726,4,18654104,2016-11-13 13:30:00,1289,$227.00,Online Transaction,19964,ONLINE,,,5311,,
1804,1268,Visa,Debit,4674089067309589,07/2022,713,YES,1,$10609,02/2020,2020,No,47,63,1972,9,Male,857 Catherine Avenue,34.2,-86.15,$14516,$29597,$44388,513,4,22665157,2019-03-13 17:38:00,4965,$16.19,Swipe Transaction,30055,Fort Payne,AL,35968.0,7832,,
1184,1808,Mastercard,Debit,5651004451380046,04/2022,421,YES,2,$12736,02/2009,2014,No,31,69,1988,8,Female,1415 Sixth Street,32.02,-102.1,$17329,$35331,$55566,697,4,9583122,2011-05-25 22:17:00,4702,$231.66,Online Transaction,61641,ONLINE,,,4900,,
3472,1050,Mastercard,Debit,5254337924232892,07/2024,93,YES,2,$10224,06/2010,2016,No,43,65,1976,3,Female,41332 Lincoln Avenue,35.98,-78.91,$17625,$35938,$47204,670,3,14931778,2014-09-05 17:06:00,5214,$12.18,Swipe Transaction,34735,Durham,NC,27704.0,5411,,
3681,601,Visa,Debit,4313175636042739,11/2022,533,YES,2,$9952,07/2002,2010,No,68,67,1951,7,Male,5828 Wessex Drive,28.5,-81.37,$15849,$43004,$15304,761,6,13287438,2013-09-10 10:42:00,3681,$16.94,Swipe Transaction,24504,Cocoa,FL,32927.0,4214,,
1272,1830,Mastercard,Debit,5413909063250465,04/2022,732,YES,1,$12782,02/2011,2011,No,56,75,1963,9,Male,1184 Essex Lane,35.05,-83.19,$15899,$32418,$84507,758,4,20719460,2018-01-25 09:02:00,1272,$60.00,Chip Transaction,27092,Tryon,NC,28782.0,4829,,
2073,692,Visa,Debit,4160987980022088,10/2012,11,YES,2,$18979,03/2004,2008,No,52,65,1967,8,Female,23 Sussex Lane,42.92,-82.88,$20942,$42701,$53696,701,4,10016982,2011-09-03 09:50:00,4303,$24.05,Swipe Transaction,34125,Almont,MI,48003.0,5813,,
