id,client_id,card_brand,card_type,card_number,expires,cvv,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed,card_on_dark_web,current_age,retirement_age,birth_year,birth_month,gender,address,latitude,longitude,per_capita_income,yearly_income,total_debt,credit_score,num_credit_cards,id_right,date,card_id,amount,use_chip,merchant_id,merchant_city,merchant_state,zip,mcc,errors
2150,107,Mastercard,Credit,5527178999283012,09/2007,561,YES,1,$5500,03/2007,2015,No,50,70,1970,1,Male,1504 Lincoln Drive,34.29,-94.33,$13123,$26758,$41064,734,5,12416820,2013-03-02 10:31:00,5349,$-52.00,Swipe Transaction,59935,Alexander,AR,72002.0,5499,
2425,62,Visa,Debit,4888494328219559,04/2018,40,YES,2,$16410,04/2001,2011,No,78,68,1941,11,Female,9911 Rose Street,41.13,-124.04,$15296,$22290,$9235,716,6,10339560,2011-11-16 14:11:00,2425,$44.22,Swipe Transaction,60600,Auburn,CA,95602.0,5499,
2261,997,Visa,Credit,4887678666553627,02/2021,224,YES,1,$17100,03/2010,2011,No,57,67,1963,2,Female,339 Little Creek Lane,32.64,-116.98,$26957,$54963,$105623,675,4,17908215,2016-06-07 11:14:00,6108,$1.26,Chip Transaction,14528,Ocala,FL,34479.0,5499,
2207,1604,Visa,Debit,4916961241194205,12/2024,919,YES,1,$10360,03/2008,2009,No,55,72,1964,11,Male,7680 Fourth Street,34.31,-89.93,$15354,$31308,$59817,742,7,10192565,2011-10-13 18:59:00,2950,$82.46,Online Transaction,88459,ONLINE,,,5311,
3301,1559,Visa,Debit,4714754243202455,12/2022,297,YES,2,$33539,06/2005,2018,No,56,67,1963,12,Female,607 George Boulevard,34.05,-84.67,$28862,$58846,$126806,746,3,13226801,2013-08-28 07:06:00,2920,$4.19,Swipe Transaction,55060,Acworth,GA,30101.0,5812,
5396,940,Visa,Credit,4865215431636927,04/2018,389,YES,1,$15400,11/2003,2009,No,49,61,1970,6,Female,620 12th Avenue,25.77,-80.2,$20499,$41800,$67836,699,6,11147990,2012-05-20 07:23:00,5117,$7.71,Swipe Transaction,34129,Miami,FL,33155.0,5921,
5645,871,Mastercard,Debit (Prepaid),5967922448022597,10/2020,849,YES,2,$91,11/2011,2012,No,86,71,1933,5,Female,81 Hill Avenue,42.38,-83.1,$13820,$22650,$0,690,6,18314394,2016-09-01 19:49:00,5645,$3.21,Chip Transaction,81833,Detroit,MI,48235.0,5912,
2910,871,Visa,Credit,4325807240930443,04/2018,642,YES,1,$7600,05/2006,2009,No,86,71,1933,5,Female,81 Hill Avenue,42.38,-83.1,$13820,$22650,$0,690,6,15971844,2015-04-19 08:32:00,5645,$2.37,Chip Transaction,59935,Detroit,MI,48235.0,5499,
1535,1473,Mastercard,Debit,5090437031916520,06/2022,678,NO,2,$13466,02/2020,2020,No,51,67,1968,11,Female,6541 Fourth Drive,37.04,-93.29,$20316,$41427,$53773,850,3,11785442,2012-10-11 06:43:00,3839,$9.38,Swipe Transaction,69956,Nixa,MO,65714.0,5310,
6115,921,Visa,Debit,4816027381867141,11/2023,163,YES,1,$22704,12/2015,2015,No,74,66,1945,5,Male,960 Mill Lane,42.98,-77.67,$26072,$54013,$3628,779,8,11975316,2012-11-23 04:46:00,4675,$25.57,Swipe Transaction,80575,Rush,NY,14543.0,5813,
5061,605,Visa,Debit,4799699589870743,06/2021,178,YES,2,$1484,10/2006,2011,No,42,73,1977,10,Male,663 Summit Boulevard,40.64,-73.94,$23316,$47542,$2667,725,3,11342169,2012-07-02 23:01:00,5650,$-317.00,Swipe Transaction,15426,Morris,IL,60450.0,3390,
4743,1634,Visa,Credit,4203303995031482,01/2024,367,YES,2,$4100,09/2009,2009,No,66,68,1953,3,Male,703 West Drive,26.18,-98.11,$10091,$20577,$60152,825,4,14751784,2014-07-28 13:06:00,2464,$10.69,Swipe Transaction,51990,Alamo,TX,78516.0,5812,
4737,1966,Visa,Credit,4255500869023678,05/2016,402,YES,2,$10400,09/2009,2011,No,42,68,1977,11,Male,3835 Norfolk Street,36.05,-90.51,$15447,$31499,$45661,782,4,8137468,2010-06-15 14:56:00,2643,$27.54,Swipe Transaction,32175,Harrison,AR,72601.0,7538,
5346,597,Visa,Debit,4095586317435844,07/2007,383,NO,1,$3134,11/1992,2011,No,72,66,1948,1,Male,5138 North Drive,37.74,-122.44,$51692,$65055,$1676,736,6,20776323,2018-02-06 11:14:00,2532,$-67.00,Chip Transaction,61195,San Francisco,CA,94131.0,5541,
5972,679,Mastercard,Debit,5636168034745251,04/2021,14,YES,2,$14713,12/2009,2011,No,57,69,1962,11,Male,1690 Main Avenue,41.27,-80.13,$16809,$34272,$39514,765,4,14975578,2014-09-15 09:30:00,2894,$106.67,Swipe Transaction,71099,Jackson Center,PA,16133.0,5912,
5752,1843,Amex,Credit,363194829032279,09/2021,307,NO,1,$12300,12/1997,2009,No,89,73,1930,11,Male,89 Wessex Street,41.5,-87.63,$16503,$38761,$69,760,7,17404003,2016-02-19 12:24:00,4553,$32.08,Chip Transaction,20519,Saint Joseph,MI,49085.0,5942,
3511,1347,Amex,Credit,343289673294707,02/2021,678,YES,2,$13100,06/2011,2011,No,64,64,1955,5,Female,893 Littlewood Lane,35.73,-77.92,$23756,$55418,$20950,590,3,16291215,2015-06-26 16:52:00,3511,$259.87,Chip Transaction,41523,Warsaw,IN,46580.0,3387,
2579,628,Mastercard,Debit (Prepaid),5483397485442231,04/2017,795,YES,1,$76,04/2008,2008,No,57,66,1963,1,Male,4 George Lane,40.0,-75.26,$52517,$107075,$75999,815,3,17467107,2016-03-04 23:11:00,333,$454.00,Chip Transaction,52923,Belleville,NJ,7109.0,3504,
3132,356,Mastercard,Debit,5261666772953093,01/2018,761,YES,1,$39192,05/2013,2013,No,50,73,1969,10,Female,24 River Avenue,27.19,-80.24,$20315,$41420,$0,691,5,15333115,2014-12-02 07:16:00,5279,$20.55,Swipe Transaction,57501,Stuart,FL,34997.0,5912,
1556,1253,Mastercard,Debit,5969016640971734,02/2020,625,YES,1,$24442,02/2020,2020,No,32,64,1987,10,Female,1782 South Boulevard,41.44,-73.04,$28814,$58749,$113308,768,6,23428534,2019-08-22 08:01:00,2561,$107.56,Chip Transaction,60569,North Haven,CT,6473.0,5300,
4824,303,Visa,Credit,4554398515333303,02/2023,112,YES,2,$15600,09/2011,2011,No,94,66,1926,1,Male,93 Lafayette Boulevard,40.48,-104.9,$27185,$60080,$1807,690,6,9731233,2011-06-29 11:37:00,4783,$66.37,Swipe Transaction,60569,Brighton,CO,80601.0,5300,
5492,1129,Mastercard,Debit,5988252449836290,01/2015,438,YES,2,$18109,11/2007,2010,No,49,65,1970,4,Male,2379 Forest Lane,33.18,-117.29,$16894,$34449,$36540,686,3,10375981,2011-11-25 00:12:00,102,$100.00,Swipe Transaction,27092,Vista,CA,92084.0,4829,
80,1296,Visa,Debit (Prepaid),4310689470082080,06/2023,458,YES,1,$13,01/2005,2008,No,60,64,1959,11,Female,2468 Spruce Drive,28.7,-81.34,$22896,$46683,$93126,788,5,15519681,2015-01-11 11:51:00,3665,$15.64,Chip Transaction,14636,Longwood,FL,32750.0,4121,
4134,655,Mastercard,Debit,5775179305795307,12/2022,857,YES,2,$11638,08/2004,2011,No,49,66,1970,3,Female,211 Lexington Drive,41.44,-82.18,$14880,$30340,$64661,552,3,11321189,2012-06-28 08:39:00,4134,$104.61,Online Transaction,54298,ONLINE,,,4900,
2139,986,Discover,Credit,6537516721853185,02/2023,573,NO,1,$18300,03/2007,2013,No,32,70,1987,7,Male,6577 Lexington Lane,40.65,-73.58,$23550,$48010,$87837,703,3,13661414,2013-12-01 17:30:00,2139,$66.00,Swipe Transaction,59935,Freeport,NY,11520.0,5499,
2601,1300,Mastercard,Debit (Prepaid),5666642339206521,08/2010,996,YES,1,$75,04/2009,2009,No,58,66,1961,3,Male,4988 Ocean View Lane,31.13,-93.27,$11324,$23092,$20545,752,4,8023587,2010-05-18 15:26:00,5754,$100.00,Swipe Transaction,27092,Zwolle,LA,71486.0,4829,
3811,472,Mastercard,Debit,5694959357776627,11/2023,837,YES,2,$13448,07/2007,2011,No,50,64,1969,4,Male,4480 Hillside Avenue,42.34,-88.11,$22578,$46039,$79738,672,4,19752721,2017-07-04 14:33:00,3826,$66.89,Swipe Transaction,27601,Round Lake,IL,60073.0,7538,
3317,1963,Mastercard,Debit,5735308019363324,02/2024,502,YES,1,$25297,06/2006,2006,No,98,69,1921,11,Male,468 Spruce Street,38.35,-121.93,$26137,$33869,$370,821,7,18492895,2016-10-10 07:52:00,3317,$19.40,Online Transaction,18563,ONLINE,,,4121,
2099,1495,Visa,Credit,4763707007052282,04/2020,329,NO,2,$14300,03/2005,2012,No,52,70,1967,12,Male,469 Mountain View Boulevard,39.77,-86.14,$31114,$63433,$122550,770,7,15038247,2014-09-28 21:28:00,2922,$56.07,Swipe Transaction,61195,Indianapolis,IN,46256.0,5541,
5175,96,Visa,Credit,4395260796436247,07/2021,152,NO,2,$18900,10/2009,2013,No,69,66,1950,12,Female,20 Oak Street,33.89,-117.78,$38948,$99825,$4344,685,4,20112210,2017-09-18 15:58:00,3773,$-84.00,Chip Transaction,43293,Yorba Linda,CA,92887.0,5499,
304,1039,Visa,Credit,4015655705133748,01/2020,144,YES,2,$4900,01/2012,2012,No,68,64,1951,3,Male,29 Federal Boulevard,34.04,-118.21,$12349,$11566,$9102,536,4,8419117,2010-08-22 20:30:00,5004,$21.10,Swipe Transaction,86203,Los Angeles,CA,90033.0,5814,
3361,721,Visa,Debit,4093356206877400,06/2021,202,YES,1,$8400,06/2007,2008,No,39,67,1980,5,Male,9735 Birch Street,25.77,-80.2,$18828,$38386,$74820,850,6,16183387,2015-06-03 13:42:00,1245,$43.84,Chip Transaction,36934,Miami,FL,33175.0,7538,
2382,1740,Mastercard,Debit,5039643704248503,01/2021,50,YES,1,$20612,03/2019,2019,No,36,67,1983,12,Male,42720 East Drive,42.86,-88.33,$28215,$57532,$61268,735,4,22618264,2019-03-03 17:55:00,2382,$15.89,Chip Transaction,25887,Mukwonago,WI,53149.0,5814,
3935,988,Mastercard,Credit,5595598905079193,09/2021,15,YES,1,$13200,07/2010,2010,No,68,68,1951,4,Male,344 Washington Drive,29.91,-90.05,$20042,$39832,$5377,785,4,15802379,2015-03-13 16:29:00,4384,$8.66,Chip Transaction,49306,Gretna,LA,70056.0,5310,
2263,524,Visa,Debit,4983067178659303,12/2024,920,NO,2,$24089,03/2010,2010,No,57,62,1962,3,Male,252 Eighth Lane,38.37,-81.81,$17282,$35239,$43270,726,1,21694856,2018-08-20 06:12:00,2263,$61.44,Swipe Transaction,48919,Tornado,WV,25202.0,5311,
5387,704,Mastercard,Debit,5036311337651630,12/2009,979,YES,2,$75640,11/2003,2009,No,51,67,1968,7,Female,6840 North Lane,41.2,-73.73,$55274,$112695,$35135,840,6,7953904,2010-05-01 14:30:00,2945,$11.29,Swipe Transaction,78339,Macon,GA,31216.0,4121,
1094,1181,Mastercard,Debit,5141288066109648,10/2024,209,YES,1,$27146,02/2006,2011,No,61,66,1958,4,Male,747 Rose Drive,35.4,-80.59,$25299,$51581,$35134,810,5,9693836,2011-06-20 16:29:00,5824,$0.62,Swipe Transaction,14528,Concord,NC,28027.0,5499,
2374,1366,Mastercard,Debit,5148677955904141,02/2020,917,YES,1,$17691,03/2018,2018,No,25,63,1994,9,Female,212 Lincoln Lane,30.33,-81.65,$19617,$40000,$127951,767,3,13634255,2013-11-25 16:56:00,315,$15.70,Swipe Transaction,83480,Jacksonville,FL,32210.0,9402,
1255,652,Visa,Debit,4874919817321914,02/2023,392,YES,2,$21607,02/2010,2018,No,82,66,1937,9,Female,9952 South Lane,41.76,-72.61,$20065,$22726,$1692,784,6,10610143,2012-01-17 15:37:00,4328,$-50.00,Swipe Transaction,43293,East Hartford,CT,6108.0,5499,
1128,615,Visa,Debit,4609580292509611,08/2021,303,YES,1,$15338,02/2007,2011,No,35,65,1984,3,Female,3963 Essex Drive,29.43,-95.24,$21956,$44766,$68989,713,2,10704125,2012-02-08 07:05:00,5479,$2.24,Swipe Transaction,50783,Alvin,TX,77511.0,5411,
3620,205,Mastercard,Debit,5751244963755467,05/2024,167,YES,1,$12193,06/2017,2017,No,38,68,1982,1,Male,839 Essex Lane,47.65,-111.38,$19560,$39882,$77817,809,4,22894470,2019-05-01 09:43:00,6130,$14.83,Chip Transaction,24504,Great Falls,MT,59405.0,4214,
3982,602,Visa,Credit,4509798381757686,11/2021,529,YES,1,$9500,07/2011,2016,No,57,67,1963,1,Male,46 South Street,36.34,-79.67,$16888,$34437,$0,681,4,15598052,2015-01-28 11:06:00,3982,$51.06,Chip Transaction,61195,Reidsville,NC,27320.0,5541,
4358,811,Mastercard,Debit,5703849820939467,12/2024,300,YES,1,$35750,08/2011,2011,No,91,68,1929,2,Female,5492 Maple Drive,38.9,-94.68,$51642,$84694,$2149,741,7,21489726,2018-07-07 15:56:00,2318,$77.14,Chip Transaction,32175,Overland Park,KS,66221.0,7538,
2289,385,Visa,Debit,4874419326645327,10/2023,768,YES,2,$24298,03/2011,2011,No,79,65,1941,2,Male,9983 Park Drive,32.23,-80.86,$21679,$30434,$23883,740,7,8968640,2011-01-01 12:21:00,2871,$-69.00,Swipe Transaction,59935,Bluffton,SC,29910.0,5499,
3484,106,Mastercard,Debit,5834792674235708,05/2022,402,YES,1,$9471,06/2010,2011,No,52,60,1967,10,Male,146 Plum Avenue,39.77,-86.14,$14691,$29957,$60321,624,5,10026473,2011-09-05 13:21:00,3484,$-60.00,Swipe Transaction,30928,Indianapolis,IN,46203.0,5541,
6041,1180,Mastercard,Credit,5993329445307051,06/2023,375,YES,1,$11200,12/2011,2016,No,28,69,1991,9,Male,18 Lake Avenue,40.71,-73.99,$17624,$35940,$54354,595,3,13752224,2013-12-21 17:03:00,6041,$61.51,Swipe Transaction,20363,New York,NY,10039.0,5912,
1012,970,Mastercard,Credit,5882842508952744,07/2019,614,YES,2,$10700,02/2003,2013,No,42,66,1977,11,Male,1942 Rose Avenue,29.1,-81.0,$21916,$44681,$42011,770,3,22254506,2018-12-16 16:14:00,5679,$110.49,Swipe Transaction,28796,Port Saint Lucie,FL,34986.0,5912,
370,1809,Mastercard,Debit (Prepaid),5654819097107073,01/2019,842,YES,1,$94,01/2018,2018,No,42,71,1977,9,Female,338 Bayview Lane,38.81,-77.72,$35905,$73208,$115827,664,6,20216909,2017-10-10 18:31:00,2114,$45.01,Chip Transaction,20519,Chantilly,VA,20151.0,5942,
5641,1378,Amex,Credit,343796888595234,06/2020,130,YES,2,$3100,11/2011,2011,No,46,67,1973,3,Female,778 Main Avenue,44.27,-88.34,$20013,$40810,$65643,614,4,22654787,2019-03-11 11:56:00,2921,$86.55,Chip Transaction,15574,Lusby,MD,20657.0,3393,
4992,840,Visa,Debit (Prepaid),4876555170855808,04/2024,661,YES,1,$65,10/2003,2009,No,68,64,1952,1,Female,651 Fourth Avenue,37.74,-122.44,$51692,$88432,$63075,694,6,9768749,2011-07-08 05:50:00,37,$-73.00,Swipe Transaction,61195,San Francisco,CA,94131.0,5541,
3790,1451,Visa,Debit,4169042875650887,04/2013,941,YES,2,$10831,07/2006,2011,No,58,57,1961,4,Female,9384 Lake Street,42.41,-70.99,$20979,$17078,$25245,719,4,10933143,2012-04-01 08:02:00,5530,$75.27,Swipe Transaction,38602,Revere,MA,2151.0,5311,Insufficient Balance
4974,1896,Visa,Credit,4468355695964457,12/2023,955,YES,1,$14000,10/2002,2008,No,50,79,1969,9,Female,6695 River Lane,41.91,-83.38,$19736,$40246,$74352,641,5,12567553,2013-04-04 19:24:00,4974,$110.82,Swipe Transaction,40932,Monroe,MI,48161.0,5300,
5654,556,Mastercard,Debit,5455392892256793,01/2023,356,YES,1,$23688,11/2011,2011,No,46,66,1973,12,Male,5659 Park Avenue,41.01,-81.6,$17856,$36405,$31815,715,2,18892307,2017-01-03 10:09:00,2,$52.56,Chip Transaction,50783,Barberton,OH,44203.0,5411,
5657,1772,Mastercard,Debit,5626378456369424,05/2023,982,NO,2,$16426,11/2011,2011,No,47,70,1972,10,Male,9070 West Street,34.09,-117.58,$24603,$50163,$97188,761,4,9457544,2011-04-26 13:37:00,5918,$92.94,Swipe Transaction,60569,El Monte,CA,91732.0,5300,
4626,1098,Visa,Debit,4587822219584718,07/2023,49,YES,1,$12640,09/2006,2009,No,50,71,1969,3,Male,772 Fifth Boulevard,42.67,-95.3,$16901,$34456,$54634,752,4,12771017,2013-05-19 19:43:00,4626,$66.00,Swipe Transaction,50867,Hawarden,IA,51023.0,5541,
4590,115,Visa,Debit (Prepaid),4946298081598663,07/2023,580,YES,2,$52,09/2005,2008,No,61,69,1958,7,Male,386 11th Lane,40.93,-73.72,$49546,$101018,$78115,748,6,22105238,2018-11-15 08:04:00,5704,$18.37,Chip Transaction,79664,Mamaroneck,NY,10543.0,5814,
3746,1475,Visa,Debit,4818828811526445,05/2024,311,YES,2,$9956,07/2005,2010,No,98,60,1921,11,Female,412 Burns Drive,21.31,-158.01,$22778,$42306,$472,725,5,17282590,2016-01-24 14:05:00,5155,$78.00,Chip Transaction,22204,Ewa Beach,HI,96706.0,5541,
4481,467,Mastercard,Debit,5318644266130472,01/2021,925,YES,2,$31741,08/2019,2019,No,38,65,1981,9,Male,969 Lexington Lane,35.06,-85.25,$21988,$44831,$20906,705,3,15426557,2014-12-22 11:58:00,4278,$34.64,Swipe Transaction,43414,Chattanooga,TN,37415.0,7230,
2182,1376,Mastercard,Credit,5822242274317975,10/2023,304,YES,2,$13100,03/2008,2015,No,49,68,1971,1,Female,97536 Summit Street,30.51,-97.83,$30418,$62019,$85666,543,4,16808567,2015-10-15 10:25:00,2182,$2.33,Chip Transaction,14528,Cedar Park,TX,78613.0,5499,
3698,1107,Mastercard,Debit,5259128969401805,03/2020,719,YES,1,$14123,07/2003,2006,No,71,69,1949,1,Female,836 Summit Boulevard,42.23,-76.34,$18323,$40516,$6908,698,5,16293468,2015-06-27 08:49:00,8,$60.50,Swipe Transaction,54139,Candor,NY,13743.0,5300,
3149,1274,Mastercard,Debit,5973716612118375,09/2023,38,YES,1,$18573,05/2014,2014,No,49,61,1970,4,Female,824 West Drive,41.95,-71.7,$24260,$49464,$123198,705,6,17727726,2016-04-29 21:18:00,3149,$0.91,Chip Transaction,86438,Pawtucket,RI,2860.0,5499,
4318,668,Mastercard,Credit,5764603958082866,08/2021,397,YES,1,$0,08/2010,2010,No,87,57,1932,10,Female,8569 Wessex Boulevard,33.52,-86.79,$13263,$16342,$1758,747,5,19935795,2017-08-12 08:35:00,3758,$34.59,Swipe Transaction,75781,Birmingham,AL,35211.0,5411,
89,1959,Amex,Credit,398744318776089,02/2021,992,YES,2,$11100,01/2006,2009,No,46,59,1973,4,Male,8750 Lake Boulevard,41.57,-81.2,$25565,$52130,$80367,701,1,7628456,2010-02-09 05:20:00,89,$-157.00,Swipe Transaction,44795,Anchorage,AK,99504.0,3780,
4034,474,Discover,Credit,6646752478037215,09/2022,583,YES,2,$14600,07/2015,2015,No,55,66,1964,4,Male,455 Little Creek Boulevard,40.75,-73.64,$39705,$80957,$161166,683,6,22618247,2019-03-03 17:48:00,5845,$15.87,Chip Transaction,75781,Williston Park,NY,11596.0,5411,
972,176,Visa,Debit,4826493105617247,04/2021,588,YES,2,$19882,02/1999,2010,No,45,71,1974,12,Female,627 Ninth Drive,33.74,-84.31,$25586,$52172,$66085,667,4,11692336,2012-09-20 06:31:00,2603,$13.20,Swipe Transaction,44578,Atlanta,GA,30318.0,5812,
3390,1636,Mastercard,Credit,5891980090129648,05/2024,843,YES,1,$5600,06/2008,2011,No,49,66,1970,5,Male,4882 Mountain View Lane,39.09,-94.58,$12064,$24598,$23019,695,4,10016158,2011-09-03 05:56:00,3338,$38.17,Swipe Transaction,35573,Kansas City,MO,64124.0,5651,
4721,642,Mastercard,Debit,5229231041808987,11/2009,670,YES,2,$8812,09/2009,2009,No,35,62,1984,5,Female,96 Ninth Drive,33.11,-94.16,$16746,$34143,$49839,648,4,22878888,2019-04-27 20:32:00,162,$110.92,Chip Transaction,62115,Hephzibah,GA,30815.0,5411,
2940,1941,Visa,Debit (Prepaid),4704135426810723,02/2020,251,YES,2,$30,05/2007,2008,No,38,78,1981,8,Male,2867 Federal Drive,33.14,-95.95,$18934,$38609,$27463,740,3,23037101,2019-05-31 14:29:00,1109,$58.18,Chip Transaction,26810,Campbell,TX,75422.0,5541,
6018,1781,Mastercard,Debit,5271577810389285,11/2023,444,NO,2,$14959,12/2010,2013,No,29,53,1990,3,Male,73 South Lane,42.93,-75.46,$17681,$36050,$45559,708,3,19551372,2017-05-23 08:54:00,6018,$7.29,Swipe Transaction,3469,Poland,NY,13431.0,5411,
3192,123,Mastercard,Debit,5404585495463228,10/2024,263,YES,2,$15305,05/2017,2017,No,43,66,1976,9,Female,5180 Burns Boulevard,33.24,-84.27,$17811,$36315,$0,824,3,17837262,2016-05-23 10:13:00,227,$0.18,Chip Transaction,20519,Newnan,GA,30263.0,5942,
4382,225,Visa,Debit,4558358311758359,08/2018,143,YES,2,$16523,08/2011,2011,No,32,68,1987,3,Male,69080 Spruce Street,29.76,-95.38,$20055,$40887,$50734,688,4,10734146,2012-02-14 21:19:00,4780,$89.00,Swipe Transaction,60569,Houston,TX,77063.0,5300,Insufficient Balance
