id,client_id,card_brand,card_type,card_number,expires,cvv,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed,card_on_dark_web,current_age,retirement_age,birth_year,birth_month,gender,address,latitude,longitude,per_capita_income,yearly_income,total_debt,credit_score,num_credit_cards,id_right,date,card_id,amount,use_chip,merchant_id,merchant_city,merchant_state,zip,mcc,errors
207,217,Visa,Credit,4409790595650716,05/2012,839,YES,2,$8200,01/2009,2011,No,42,65,1977,10,Male,272 Burns Boulevard,41.77,-87.82,$15221,$31031,$21853,744,7,22591172,2019-02-25 22:40:00,174,$20.47,Chip Transaction,44921,Summit Argo,IL,60501.0,5812,
2918,1872,Visa,Debit,4168297207560528,06/2018,37,YES,1,$21655,05/2006,2009,No,62,65,1957,10,Male,8915 Sixth Avenue,33.95,-84.54,$33093,$67470,$93795,804,6,20326341,2017-11-03 06:04:00,2917,$8.16,Chip Transaction,50783,Marietta,GA,30062.0,5411,
3046,1424,Mastercard,Credit,5474945486540306,06/2015,533,YES,2,$8300,05/2010,2015,No,101,68,1918,5,Female,887 Third Boulevard,35.13,-112.99,$13086,$15348,$1396,761,4,11612792,2012-09-02 07:12:00,4710,$-60.00,Swipe Transaction,59935,Kingman,AZ,86401.0,5499,
2748,987,Mastercard,Debit (Prepaid),5929319761273570,02/2024,367,YES,1,$69,04/2015,2015,No,52,67,1967,10,Male,6785 Essex Lane,39.14,-77.21,$30179,$61532,$26832,683,4,17500694,2016-03-12 08:18:00,4146,$38.67,Online Transaction,16798,ONLINE,,,4121,
4553,1843,Mastercard,Debit,5813126802246388,12/2022,390,YES,2,$10638,09/2004,2010,No,89,73,1930,11,Male,89 Wessex Street,41.5,-87.63,$16503,$38761,$69,760,7,8639084,2010-10-14 16:39:00,5834,$2.73,Swipe Transaction,14528,Frankfort,IL,60423.0,5499,
76,462,Mastercard,Debit,5131584971414266,04/2010,655,YES,2,$26303,01/2005,2008,No,63,57,1956,9,Female,219 Ocean Avenue,40.62,-75.36,$24571,$50696,$32793,767,5,17769926,2016-05-08 22:30:00,3957,$24.52,Chip Transaction,5048,Bethlehem,PA,18015.0,5813,
5884,1466,Mastercard,Debit,5946854129119703,09/2020,405,YES,1,$1866,12/2007,2014,No,36,75,1983,4,Female,3194 Norfolk Street,38.64,-75.61,$17624,$35933,$23451,812,2,18857096,2016-12-26 16:14:00,4634,$1.50,Swipe Transaction,14528,Seaford,DE,19973.0,5499,
353,335,Mastercard,Debit,5039380212110238,07/2020,830,YES,1,$34385,01/2016,2016,No,46,68,1973,7,Female,75 Birch Lane,26.74,-80.12,$27696,$56467,$66565,688,3,16585775,2015-08-28 16:06:00,5131,$94.08,Chip Transaction,18517,Palm Beach Gardens,FL,33410.0,5300,
2857,1755,Mastercard,Debit,5658596727246398,02/2010,436,YES,1,$4067,05/2004,2020,No,53,70,1967,2,Male,302 Park Boulevard,31.96,-83.77,$13864,$28269,$66681,734,6,21307592,2018-05-30 09:57:00,4228,$37.29,Online Transaction,39021,ONLINE,,,4784,
5130,1789,Visa,Debit,4719376429761062,05/2021,716,YES,1,$15981,10/2008,2008,No,40,65,1979,3,Female,57 West Boulevard,38.22,-86.86,$18898,$38527,$36933,684,2,8532818,2010-09-19 09:23:00,5130,$14.95,Swipe Transaction,50783,Odon,IN,47562.0,5411,
3286,831,Discover,Credit,6343000201050378,06/2020,991,YES,1,$8300,06/2005,2013,No,36,66,1983,10,Male,547 Norfolk Boulevard,41.29,-91.55,$18302,$37316,$37515,726,2,19015729,2017-01-29 12:51:00,4156,$96.00,Chip Transaction,59935,Anamosa,IA,52205.0,5499,
2216,782,Mastercard,Debit (Prepaid),5659519661095769,10/2020,634,YES,2,$85,03/2009,2011,No,51,66,1968,7,Female,2554 11th Lane,41.28,-84.36,$18229,$37169,$93844,722,3,19841404,2017-07-23 08:48:00,3051,$8.78,Swipe Transaction,75781,Perrysburg,OH,43551.0,5411,
5761,1411,Mastercard,Debit,5631140574725941,11/2023,370,YES,1,$39598,12/1999,2006,No,57,66,1962,6,Female,3196 Elm Boulevard,41.92,-88.3,$33847,$69007,$52218,720,4,9356211,2011-04-03 02:54:00,4700,$3.46,Swipe Transaction,75936,Guadalajara,Mexico,,5814,
90,852,Amex,Credit,377759808724051,10/2023,360,YES,1,$10300,01/2006,2013,No,35,68,1985,1,Female,955 11th Street,29.82,-82.59,$19693,$40156,$70128,738,3,15249211,2014-11-14 06:06:00,4187,$0.97,Swipe Transaction,59935,Gainesville,FL,32653.0,5499,
5499,1463,Mastercard,Debit,5314535985439666,06/2020,410,YES,1,$13930,11/2007,2010,No,80,69,1940,1,Female,221 Catherine Boulevard,42.15,-74.53,$14515,$9766,$66,732,4,19374084,2017-04-15 15:10:00,5499,$60.00,Swipe Transaction,27092,Newburgh,NY,12550.0,4829,
1320,1098,Mastercard,Debit,5740589965857604,11/2022,40,YES,1,$11121,02/2013,2013,No,50,71,1969,3,Male,772 Fifth Boulevard,42.67,-95.3,$16901,$34456,$54634,752,4,12504112,2013-03-21 16:58:00,5179,$52.00,Swipe Transaction,59935,Granville,IA,51022.0,5499,
2949,1295,Visa,Credit,4019889574171579,08/2023,866,YES,1,$7500,05/2007,2009,No,70,70,1950,2,Female,888 Lincoln Street,46.78,-92.11,$17474,$27772,$14408,788,4,23715799,2019-10-22 06:15:00,3318,$19.74,Online Transaction,16798,ONLINE,,,4121,
2764,569,Visa,Credit,4345309820081331,08/2022,761,YES,2,$5900,04/2016,2016,No,52,73,1968,2,Male,29 Martin Luther King Lane,34.83,-92.2,$22377,$45625,$81136,662,1,21496171,2018-07-09 06:37:00,2764,$8.71,Chip Transaction,63477,Sherwood,AR,72120.0,5411,
5629,630,Visa,Debit,4542180712523328,11/2020,573,YES,1,$9062,11/2010,2010,No,60,66,1959,7,Male,1583 Grant Avenue,30.33,-81.65,$19382,$39521,$61861,491,3,21739373,2018-08-29 12:59:00,4520,$88.09,Chip Transaction,20916,Jacksonville,FL,32218.0,5651,
3217,665,Mastercard,Debit,5383484021585473,06/2001,78,NO,2,$15007,06/2000,2013,No,81,65,1939,1,Female,374 Lexington Street,41.23,-80.81,$12406,$11613,$427,790,8,10248475,2011-10-26 15:15:00,2798,$2.16,Online Transaction,39021,ONLINE,,,4784,
6068,1379,Mastercard,Debit,5855558054744018,06/2023,878,YES,1,$18784,12/2012,2012,No,76,72,1943,6,Male,93374 11th Street,42.58,-82.91,$19780,$34408,$9107,701,4,11396887,2012-07-15 09:08:00,4796,$8.29,Swipe Transaction,20519,Clinton Township,MI,48036.0,5942,
4478,1759,Amex,Credit,350118327144025,05/2020,754,YES,2,$9900,08/2019,2019,No,87,69,1932,11,Female,983 George Boulevard,33.27,-117.28,$22270,$33279,$1642,778,6,22176941,2018-11-30 09:59:00,377,$13.74,Chip Transaction,20561,Oceanside,CA,92057.0,5912,
5599,1769,Mastercard,Debit,5538135650340797,05/2023,623,YES,1,$17335,11/2010,2010,No,75,65,1944,7,Male,177 Mill Boulevard,39.69,-74.25,$21861,$46031,$8332,661,5,19695825,2017-06-22 14:39:00,295,$21.62,Swipe Transaction,71667,Manahawkin,NJ,8050.0,7538,
2267,1777,Visa,Credit,4287715741686227,12/2020,945,YES,1,$12700,03/2010,2020,No,47,67,1972,5,Male,166 12th Street,38.83,-77.21,$30622,$62432,$95799,741,5,11817392,2012-10-18 09:30:00,1207,$3.37,Swipe Transaction,47917,Annandale,VA,22003.0,5411,
5030,1217,Visa,Credit,4963325399756427,06/2022,180,YES,2,$15500,10/2005,2010,No,59,66,1960,12,Female,584 Bayview Street,33.62,-112.0,$22070,$44992,$53368,785,3,15837746,2015-03-21 10:32:00,4086,$130.09,Chip Transaction,86722,Ogden,UT,84408.0,4111,
4278,467,Visa,Credit,4112282514083000,07/2021,619,YES,2,$14500,08/2008,2010,No,38,65,1981,9,Male,969 Lexington Lane,35.06,-85.25,$21988,$44831,$20906,705,3,22088241,2018-11-11 12:06:00,3914,$7.43,Chip Transaction,30928,Chattanooga,TN,37415.0,5541,
5232,909,Mastercard,Debit,5829712075231650,06/2022,538,YES,1,$5204,10/2011,2013,No,38,64,1981,5,Male,215 Ocean View Drive,47.11,-122.76,$24044,$49023,$66148,583,5,14039782,2014-02-22 14:54:00,2583,$-67.00,Swipe Transaction,59935,Olympia,WA,98516.0,5499,
5007,992,Mastercard,Credit,5113385398145640,03/2011,64,YES,1,$20800,10/2004,2007,No,46,70,1973,4,Male,574 Norfolk Street,37.37,-77.5,$26918,$54881,$3584,700,4,17380746,2016-02-14 13:21:00,4511,$-56.00,Chip Transaction,61195,Chesterfield,VA,23832.0,5541,
4324,1097,Mastercard,Debit (Prepaid),5101374030372418,05/2011,237,YES,1,$73,08/2010,2010,No,39,68,1980,10,Male,952 Mountain View Boulevard,43.95,-86.44,$15863,$32343,$59006,732,3,21122499,2018-04-20 17:34:00,4690,$66.99,Chip Transaction,42381,Ludington,MI,49431.0,5300,
3290,282,Mastercard,Debit,5420156044028724,03/2020,391,NO,1,$10059,06/2005,2014,No,42,66,1977,5,Male,260 Spruce Avenue,29.45,-98.5,$12547,$25585,$59827,702,4,10991104,2012-04-14 10:57:00,1287,$11.12,Swipe Transaction,19964,San Antonio,TX,78222.0,5311,
1865,1393,Visa,Credit,4468863439550668,05/2024,156,NO,2,$10000,02/2020,2020,No,52,67,1967,4,Female,6467 Birch Street,41.25,-97.12,$16901,$34460,$43936,692,2,8232319,2010-07-08 16:14:00,3018,$21.87,Swipe Transaction,96475,David City,NE,68632.0,5813,
3051,782,Mastercard,Debit,5863102770923374,03/2024,62,NO,2,$13055,05/2010,2010,No,51,66,1968,7,Female,2554 11th Lane,41.28,-84.36,$18229,$37169,$93844,722,3,11018371,2012-04-20 14:44:00,3051,$66.00,Swipe Transaction,22204,Defiance,OH,43512.0,5541,
1213,442,Mastercard,Debit,5422663837290602,02/2015,95,YES,1,$25209,02/2010,2011,No,47,66,1972,8,Male,801 12th Drive,38.33,-90.4,$23836,$48600,$23992,791,5,18828355,2016-12-20 14:09:00,112,$52.76,Chip Transaction,26909,Chesterfield,MO,63017.0,5211,
4026,1809,Visa,Credit,4993554379679385,05/2021,872,YES,1,$14600,07/2014,2014,No,42,71,1977,9,Female,338 Bayview Lane,38.81,-77.72,$35905,$73208,$115827,664,6,14198779,2014-03-29 12:15:00,1338,$18.45,Swipe Transaction,83480,Broad Run,VA,20137.0,9402,
271,252,Mastercard,Debit (Prepaid),5762124532464441,10/2024,43,YES,2,$35,01/2011,2011,No,67,70,1953,1,Male,127 Grant Street,40.58,-82.42,$17161,$34985,$29409,723,6,15508124,2015-01-08 21:53:00,4577,$20.00,Chip Transaction,27092,Crestline,OH,44827.0,4829,
5176,450,Visa,Debit,4302881392511495,12/2021,79,NO,2,$15214,10/2009,2010,No,39,66,1980,9,Male,253 Lexington Avenue,37.07,-76.51,$21186,$43192,$33517,739,3,9932653,2011-08-15 05:10:00,4192,$4.28,Swipe Transaction,59935,Newport News,VA,23602.0,5499,
225,1078,Mastercard,Debit,5792661772040761,10/2023,862,YES,2,$18092,01/2010,2015,No,56,65,1963,12,Female,291 Seventh Drive,40.6,-88.98,$28237,$57576,$161107,589,2,22302960,2018-12-26 22:55:00,5488,$50.05,Chip Transaction,88646,Kankakee,IL,60901.0,5812,
5199,1515,Mastercard,Debit,5300232902137599,07/2022,711,YES,2,$20165,10/2010,2012,No,77,67,1942,12,Female,7239 Hill Lane,40.34,-76.42,$20983,$30457,$19314,520,5,12451233,2013-03-09 23:53:00,5199,$167.90,Swipe Transaction,81900,Lebanon,PA,17042.0,4900,
3317,1963,Mastercard,Debit,5735308019363324,02/2024,502,YES,1,$25297,06/2006,2006,No,98,69,1921,11,Male,468 Spruce Street,38.35,-121.93,$26137,$33869,$370,821,7,17066239,2015-12-09 12:03:00,3317,$23.60,Swipe Transaction,88852,Vacaville,CA,95687.0,4121,
1254,1482,Visa,Debit,4474303260979464,10/2021,877,YES,2,$34877,02/2010,2012,No,54,64,1965,8,Male,52 Sixth Boulevard,34.06,-84.27,$43725,$89152,$162012,675,1,19851334,2017-07-25 11:27:00,1254,$3.60,Chip Transaction,68671,Alpharetta,GA,30005.0,5541,
6061,1416,Visa,Credit,4317393372526102,07/2022,837,YES,1,$11900,12/2011,2011,No,73,65,1946,9,Female,8258 Jefferson Drive,43.03,-76.3,$24172,$48750,$18724,709,8,13250002,2013-09-02 07:40:00,3204,$61.88,Swipe Transaction,46474,Camillus,NY,13031.0,7538,
2600,1425,Mastercard,Debit (Prepaid),5241188157660835,11/2018,876,YES,2,$49,04/2009,2009,No,88,67,1931,4,Female,95 Sixth Avenue,35.33,-89.88,$19115,$19225,$1644,809,8,7996202,2010-05-11 21:46:00,2851,$88.49,Swipe Transaction,60569,Somerville,TN,38068.0,5300,
291,1811,Visa,Debit,4077584980284629,12/2021,84,NO,2,$7821,01/2011,2014,No,83,67,1936,3,Male,308 Second Boulevard,37.34,-122.11,$76725,$82009,$6229,764,8,18658467,2016-11-14 12:22:00,4894,$28.75,Chip Transaction,59251,Los Altos,CA,94024.0,5411,
984,303,Visa,Credit,4077302487318693,01/2022,537,YES,1,$14800,02/2000,2012,No,94,66,1926,1,Male,93 Lafayette Boulevard,40.48,-104.9,$27185,$60080,$1807,690,6,21727713,2018-08-26 22:25:00,4194,$3.93,Chip Transaction,7403,Romulus,MI,48174.0,5813,
1379,1727,Mastercard,Debit (Prepaid),5000846807980564,07/2024,345,YES,3,$102,02/2018,2018,No,46,67,1973,10,Female,31 Oak Avenue,34.0,-81.03,$23917,$48762,$143208,771,6,12786888,2013-05-23 12:38:00,3766,$71.00,Swipe Transaction,59935,Columbia,SC,29229.0,5499,
5720,744,Amex,Credit,397876125303268,04/2022,283,YES,1,$14400,11/2016,2016,No,58,67,1961,10,Female,927 Ocean View Drive,25.77,-80.2,$21923,$44699,$21685,842,5,9870455,2011-07-31 16:15:00,4571,$65.74,Swipe Transaction,73262,San Francisco,CA,94132.0,5812,
3664,1526,Discover,Credit,6172129329668613,10/2024,585,YES,1,$7400,07/2001,2007,No,53,64,1966,3,Female,5773 River Street,40.94,-121.74,$16742,$34137,$80467,671,4,22672157,2019-03-15 09:01:00,4722,$8.19,Chip Transaction,61195,Cottonwood,CA,96022.0,5541,
1134,112,Amex,Credit,302014253634948,03/2022,649,YES,2,$8900,02/2008,2015,No,54,66,1965,12,Female,85 Lafayette Boulevard,43.98,-75.6,$17220,$35114,$24637,686,5,16375227,2015-07-14 13:38:00,3470,$74.89,Swipe Transaction,55669,Carthage,NY,13619.0,5651,
2304,859,Mastercard,Debit,5224418160535170,07/2021,724,YES,2,$20354,03/2012,2012,No,51,72,1968,4,Male,865 Wessex Lane,36.15,-85.5,$15955,$32531,$78193,631,4,8666169,2010-10-21 10:21:00,3480,$48.56,Online Transaction,39021,ONLINE,,,4784,
5318,1881,Visa,Debit,4524007081801504,12/2023,4,YES,1,$17583,10/2016,2016,No,67,67,1952,9,Male,159 Mill Street,42.05,-83.38,$22321,$56542,$9097,733,6,16108782,2015-05-18 15:43:00,2554,$106.71,Chip Transaction,93700,Carleton,MI,48117.0,5300,
2673,1977,Mastercard,Debit (Prepaid),5755720451424427,02/2021,988,YES,1,$91,04/2011,2011,No,43,69,1976,8,Female,825 Sussex Avenue,41.5,-87.5,$28048,$57185,$0,773,3,14041996,2014-02-23 07:18:00,965,$45.29,Swipe Transaction,50783,Dyer,IN,46311.0,5411,
2253,1098,Mastercard,Debit,5547459880579017,02/2020,116,YES,2,$16868,03/2010,2010,No,50,71,1969,3,Male,772 Fifth Boulevard,42.67,-95.3,$16901,$34456,$54634,752,4,10183845,2011-10-11 19:56:00,2253,$50.18,Swipe Transaction,59935,Granville,IA,51022.0,5499,
4676,209,Mastercard,Debit,5607093669748051,12/2021,968,YES,2,$2507,09/2008,2010,No,61,67,1959,1,Female,2111 Burns Street,31.65,-106.15,$14322,$29206,$25966,716,6,17919498,2016-06-09 16:19:00,3218,$96.00,Swipe Transaction,59935,El Paso,TX,79928.0,5499,
3078,637,Visa,Debit,4769992479242564,08/2012,572,YES,2,$3864,05/2010,2015,No,42,68,1978,2,Female,794 Lake Street,40.98,-74.06,$37908,$77288,$46160,771,4,18372836,2016-09-14 11:32:00,2981,$16.65,Swipe Transaction,75936,Red Bank,NJ,7701.0,5814,
2687,1736,Visa,Debit,4211715476152920,03/2024,345,YES,1,$2289,04/2011,2011,No,43,67,1977,1,Male,2479 Valley Avenue,40.64,-73.94,$22456,$45789,$94014,695,4,19762335,2017-07-06 13:32:00,2647,$67.33,Swipe Transaction,31883,Atlantic City,NJ,8401.0,7995,
975,663,Mastercard,Debit,5560330928676135,05/2021,732,NO,2,$2046,02/2000,2008,No,68,63,1951,3,Female,6398 Lake Lane,35.92,-86.84,$36563,$70554,$39078,655,5,13155158,2013-08-12 10:50:00,4831,$89.16,Swipe Transaction,18215,Franklin,TN,37067.0,5719,
5846,366,Visa,Credit,4960827175990590,11/2020,947,NO,2,$2200,12/2005,2008,No,50,68,1969,12,Female,773 12th Street,44.01,-88.55,$19573,$39911,$93823,625,7,22572248,2019-02-22 06:11:00,2934,$3.16,Chip Transaction,15382,Oshkosh,WI,54901.0,5812,
3234,1660,Mastercard,Credit,5074836567307562,03/2023,741,NO,2,$6000,06/2002,2010,No,41,68,1978,4,Female,40 Washington Drive,36.73,-102.51,$11342,$23123,$5079,723,6,22414172,2019-01-19 13:25:00,6074,$6.27,Chip Transaction,68671,Bartlesville,OK,74006.0,5541,
4867,157,Visa,Debit,4884544538827906,01/2015,296,YES,1,$13438,09/2013,2013,No,47,65,1972,10,Male,6232 Second Avenue,33.83,-117.2,$16109,$32847,$3230,785,3,8036715,2010-05-21 20:37:00,969,$53.72,Swipe Transaction,10156,Perris,CA,92571.0,5812,
5754,1300,Mastercard,Debit,5128552449628284,07/2020,95,YES,2,$14661,12/1997,2009,No,58,66,1961,3,Male,4988 Ocean View Lane,31.13,-93.27,$11324,$23092,$20545,752,4,13792797,2013-12-30 13:40:00,5754,$8.98,Swipe Transaction,51486,Fort Polk,LA,71459.0,5812,
303,4,Visa,Debit,4980412921853275,04/2021,28,YES,2,$27520,01/2012,2012,No,54,72,1965,3,Female,6016 Little Creek Boulevard,47.61,-122.3,$37485,$76431,$115362,716,5,10720536,2012-02-11 16:13:00,3413,$88.57,Swipe Transaction,77649,Seattle,WA,98122.0,5941,
1127,1797,Visa,Debit,4777281869545650,02/2017,256,YES,2,$23237,02/2007,2009,No,67,65,1952,11,Male,391 Martin Luther King Boulevard,37.71,-122.16,$24971,$30962,$15336,743,5,16344485,2015-07-08 00:22:00,1127,$78.27,Online Transaction,18563,ONLINE,,,4121,
4537,1746,Visa,Credit,4404898874682993,09/2003,736,YES,1,$27500,09/2003,2012,No,53,68,1966,12,Female,3606 Federal Boulevard,40.76,-73.74,$37891,$77254,$191349,701,5,21222836,2018-05-12 06:53:00,3465,$20.95,Chip Transaction,24283,Little Neck,NY,11363.0,5921,
4649,891,Visa,Debit,4750471235873274,09/2023,924,YES,2,$24270,09/2007,2008,No,38,66,1981,10,Female,177 Maple Boulevard,35.44,-94.35,$17093,$34854,$40722,746,5,13037413,2013-07-17 12:53:00,4649,$16.39,Swipe Transaction,18265,Wayne,NJ,7470.0,5813,
3581,53,Mastercard,Debit,5671275511039267,07/2024,152,NO,2,$16923,06/2014,2014,No,49,68,1970,12,Female,7406 Mill Avenue,38.62,-120.62,$19471,$39700,$59062,701,3,14663185,2014-07-09 07:40:00,3581,$21.49,Online Transaction,15143,ONLINE,,,4784,
4470,1871,Mastercard,Debit,5892723462268595,05/2024,355,YES,1,$14639,08/2018,2018,No,83,65,1936,7,Male,3241 Park Lane,35.11,-106.62,$15385,$16611,$1797,696,5,23487502,2019-09-03 14:43:00,4429,$140.00,Swipe Transaction,27092,Rio Rancho,NM,87124.0,4829,
3807,1385,Mastercard,Debit,5045568837955027,04/2024,43,YES,2,$39632,07/2007,2013,No,51,68,1968,7,Female,5537 Eighth Street,44.96,-93.26,$40364,$82298,$182301,789,6,12941662,2013-06-26 15:02:00,5568,$140.00,Swipe Transaction,27092,Minneapolis,MN,55427.0,4829,
4994,219,Visa,Credit,4968397264653215,06/2021,571,YES,2,$7900,10/2003,2006,No,47,66,1973,2,Male,4541 Hill Boulevard,44.01,-84.8,$11036,$22505,$27928,798,3,18496070,2016-10-10 18:21:00,4994,$6.74,Chip Transaction,22204,Harrison,MI,48625.0,5541,
2955,814,Amex,Credit,304032329695965,07/2020,406,YES,2,$14300,05/2008,2012,No,72,65,1948,1,Male,9380 Hill Drive,27.98,-80.66,$15318,$16302,$14408,748,4,11702907,2012-09-22 11:09:00,4536,$4.33,Swipe Transaction,25717,Palm Bay,FL,32905.0,5812,
2250,1786,Mastercard,Debit,5212105993740368,09/2023,749,YES,1,$12127,03/2010,2010,No,48,63,1971,3,Female,7554 Sixth Street,40.83,-81.26,$18936,$38611,$93255,755,5,9846371,2011-07-26 06:27:00,5463,$12.73,Swipe Transaction,75781,Massillon,OH,44646.0,5411,
2885,1202,Mastercard,Credit,5690597003085826,01/2024,546,YES,2,$0,05/2005,2012,No,63,65,1956,10,Female,881 Ocean View Street,41.83,-87.68,$0,$4,$0,691,3,10505754,2011-12-24 19:25:00,2885,$17.93,Swipe Transaction,19756,Chicago,IL,60660.0,7832,
2533,1666,Mastercard,Credit,5888017098066838,02/2009,395,YES,1,$12700,04/2007,2015,No,61,62,1958,12,Male,649 Spruce Boulevard,32.29,-81.23,$23029,$46954,$69753,578,4,19507900,2017-05-13 21:59:00,993,$80.00,Chip Transaction,27092,Indianapolis,IN,46239.0,4829,
1352,1027,Mastercard,Debit,5735792874705665,03/2023,748,NO,1,$35279,02/2015,2015,No,53,68,1966,5,Male,809 Mountain View Boulevard,38.88,-94.81,$30232,$61646,$0,693,3,11530791,2012-08-14 13:52:00,3671,$54.00,Swipe Transaction,43293,San Antonio,TX,78244.0,5499,
5449,1877,Amex,Credit,366837170672753,01/2021,803,YES,2,$22600,11/2006,2014,No,65,66,1955,1,Male,190 Sixth Drive,32.92,-96.45,$34659,$70673,$87605,714,4,15829006,2015-03-19 11:29:00,5414,$155.74,Chip Transaction,75781,Frisco,TX,75034.0,5411,
5246,1827,Mastercard,Debit,5010004900517856,02/2024,908,YES,1,$29137,10/2011,2011,No,59,67,1960,5,Male,6320 East Avenue,33.25,-116.98,$22727,$46341,$78610,686,6,20317746,2017-11-01 09:08:00,5727,$83.00,Chip Transaction,43293,Valley Center,CA,92082.0,5499,
5498,1857,Mastercard,Debit,5642734548545159,11/2018,405,YES,2,$66781,11/2007,2009,No,32,66,1987,8,Male,4063 Burns Boulevard,40.77,-74.39,$47698,$97248,$197100,775,5,18878368,2016-12-31 10:19:00,5498,$23.20,Chip Transaction,29069,Florham Park,NJ,7932.0,5411,
2207,1604,Visa,Debit,4916961241194205,12/2024,919,YES,1,$10360,03/2008,2009,No,55,72,1964,11,Male,7680 Fourth Street,34.31,-89.93,$15354,$31308,$59817,742,7,9205749,2011-02-26 14:05:00,1095,$0.87,Swipe Transaction,86438,Batesville,MS,38606.0,5499,
3206,1538,Mastercard,Debit,5013050025628156,10/2021,272,YES,2,$21284,06/1998,2016,No,82,62,1937,8,Male,58 River Avenue,40.71,-73.99,$16494,$23572,$216,590,2,15036202,2014-09-28 12:34:00,3206,$94.00,Swipe Transaction,61195,New York,NY,10032.0,5541,
