id,client_id,card_brand,card_type,card_number,expires,cvv,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed,card_on_dark_web,current_age,retirement_age,birth_year,birth_month,gender,address,latitude,longitude,per_capita_income,yearly_income,total_debt,credit_score,num_credit_cards,id_right,date,card_id,amount,use_chip,merchant_id,merchant_city,merchant_state,zip,mcc,errors
3157,1993,Visa,Debit,4474146136597583,06/2015,298,YES,1,$54768,05/2014,2014,No,59,72,1960,3,Female,963 11th Drive,37.35,-122.03,$45509,$92785,$122254,786,6,15620303,2015-02-02 09:20:00,3157,$1.34,Swipe Transaction,20519,Sanger,CA,93657.0,5942,
2060,506,Mastercard,Debit,5123064836240629,03/2023,51,YES,1,$202,03/2004,2013,No,56,68,1964,1,Male,2742 El Camino Boulevard,42.71,-78.93,$25916,$52841,$36288,733,5,10073728,2011-09-16 09:46:00,4513,$185.49,Swipe Transaction,59214,Lake View,NY,14085.0,8049,
2920,1559,Amex,Credit,369191506516942,03/2024,251,YES,1,$13300,05/2007,2015,No,56,67,1963,12,Female,607 George Boulevard,34.05,-84.67,$28862,$58846,$126806,746,3,21973543,2018-10-18 09:36:00,3301,$19.63,Online Transaction,39021,ONLINE,,,4784,
2954,1340,Amex,Credit,329808568475348,06/2021,259,NO,1,$13300,05/2008,2013,No,53,68,1966,8,Male,815 Hillside Drive,29.76,-95.38,$26420,$53872,$64269,691,5,8227392,2010-07-07 13:17:00,3272,$19.85,Swipe Transaction,23449,Houston,TX,77064.0,5411,
3722,1445,Visa,Credit,4653647692892129,04/2020,933,YES,2,$12800,07/2004,2006,No,68,68,1951,6,Male,8199 Park Boulevard,41.12,-85.87,$17969,$27939,$11243,841,5,16191242,2015-06-05 11:12:00,3722,$-284.00,Swipe Transaction,3558,New York,NY,10163.0,3640,
5860,692,Mastercard,Credit,5640983344867524,02/2023,571,NO,2,$10000,12/2006,2012,No,52,65,1967,8,Female,23 Sussex Lane,42.92,-82.88,$20942,$42701,$53696,701,4,13931413,2014-01-29 21:23:00,4303,$4.50,Swipe Transaction,23121,Allenton,MI,48002.0,7542,
4761,1075,Mastercard,Credit,5089768442116305,07/2023,686,YES,2,$11200,09/2010,2010,No,36,67,1983,12,Female,5695 Fifth Street,38.22,-85.74,$25258,$51500,$102286,672,3,23725849,2019-10-24 10:08:00,3287,$276.73,Chip Transaction,44375,Louisville,KY,40299.0,8011,
5293,802,Mastercard,Debit,5564701470778719,10/2024,739,YES,1,$20886,10/2014,2014,No,35,67,1984,3,Female,3369 Wessex Avenue,38.74,-121.25,$29367,$59872,$95927,752,4,21391625,2018-06-17 00:36:00,5293,$-77.00,Chip Transaction,26810,Roseville,CA,95661.0,5541,
319,1727,Visa,Debit,4304585079155855,10/2013,340,YES,1,$19636,01/2013,2013,No,46,67,1973,10,Female,31 Oak Avenue,34.0,-81.03,$23917,$48762,$143208,771,6,15342549,2014-12-04 09:24:00,5982,$225.00,Swipe Transaction,57133,Waianae,HI,96792.0,3730,
2557,1664,Amex,Credit,318803318319134,05/2009,526,YES,2,$19600,04/2008,2011,No,38,66,1981,10,Male,311 Fifth Drive,42.27,-83.73,$34119,$69566,$50003,791,4,17485092,2016-03-08 17:49:00,2273,$24.64,Swipe Transaction,69972,Ann Arbor,MI,48103.0,5814,
4787,17,Mastercard,Debit,5112841703970154,06/2022,367,YES,1,$7175,09/2010,2017,No,76,65,1943,7,Male,2012 Forest Avenue,35.73,-81.32,$17850,$21867,$21103,759,2,20155245,2017-09-27 16:17:00,4962,$6.25,Swipe Transaction,98022,Hickory,NC,28602.0,5411,
3051,782,Mastercard,Debit,5863102770923374,03/2024,62,NO,2,$13055,05/2010,2010,No,51,66,1968,7,Female,2554 11th Lane,41.28,-84.36,$18229,$37169,$93844,722,3,11788204,2012-10-11 15:43:00,3051,$66.64,Swipe Transaction,43293,Defiance,OH,43512.0,5499,
2695,696,Mastercard,Debit,5648047323588801,11/2024,470,YES,1,$28601,04/2012,2012,No,74,67,1945,7,Female,5064 North Lane,40.63,-73.72,$45685,$110570,$5700,766,8,15146547,2014-10-22 12:56:00,5612,$1.64,Swipe Transaction,61842,Woodmere,NY,11598.0,5411,
2129,1917,Visa,Debit,4592739942111814,03/2021,512,YES,2,$20428,03/2006,2009,No,49,69,1970,5,Male,3225 Lexington Street,40.92,-72.92,$28694,$58503,$37838,680,4,11860466,2012-10-27 23:04:00,4968,$56.29,Swipe Transaction,56426,Rocky Point,NY,11778.0,5211,
4807,1997,Mastercard,Debit,5974521557482725,08/2020,89,YES,1,$25048,09/2011,2011,No,76,69,1943,8,Male,765 Forest Street,44.92,-93.4,$39155,$38800,$25867,758,7,23205390,2019-07-06 06:59:00,5457,$15.34,Chip Transaction,91594,Hopkins,MN,55305.0,5912,
5918,1772,Visa,Credit,4148318094287271,12/2020,313,YES,2,$12800,12/2007,2009,No,47,70,1972,10,Male,9070 West Street,34.09,-117.58,$24603,$50163,$97188,761,4,11381952,2012-07-11 19:54:00,2283,$57.33,Swipe Transaction,88646,Orlando,FL,32825.0,5812,
4956,1638,Mastercard,Credit,5997976310447187,07/2024,645,YES,1,$21300,10/2001,2015,No,79,64,1940,8,Female,6337 Spruce Street,44.67,-93.24,$34186,$57824,$31354,668,5,11447798,2012-07-26 17:55:00,3753,$38.34,Swipe Transaction,25887,Lakeville,MN,55044.0,5814,
4511,992,Mastercard,Credit,5848472394865253,10/2020,65,YES,2,$9000,09/2001,2010,No,46,70,1973,4,Male,574 Norfolk Street,37.37,-77.5,$26918,$54881,$3584,700,4,22037998,2018-10-31 20:45:00,4511,$53.64,Chip Transaction,75936,Saint Joseph,IL,61873.0,5814,
4601,387,Mastercard,Debit (Prepaid),5954988204081791,11/2015,200,YES,2,$49,09/2006,2010,No,34,65,1985,10,Male,8229 Bayview Avenue,41.4,-82.23,$22261,$45388,$64749,723,1,11021105,2012-04-21 09:11:00,4601,$-78.00,Swipe Transaction,50867,Amherst,OH,44001.0,5541,
5279,356,Visa,Debit,4137526666130095,03/2020,698,YES,2,$18395,10/2013,2013,No,50,73,1969,10,Female,24 River Avenue,27.19,-80.24,$20315,$41420,$0,691,5,14621662,2014-06-30 07:28:00,5605,$20.61,Swipe Transaction,46284,Stuart,FL,34997.0,5411,
284,636,Visa,Debit,4071490746118665,07/2020,498,YES,1,$12057,01/2011,2018,No,47,69,1973,2,Female,1342 Hill Lane,41.83,-87.68,$11951,$24372,$63295,793,4,21613072,2018-08-02 17:05:00,4361,$60.00,Swipe Transaction,27092,Chicago,IL,60624.0,4829,
2800,456,Visa,Credit,4751933848032848,12/2024,614,YES,1,$5800,05/1998,2009,No,54,63,1965,10,Male,600 Grant Lane,26.63,-81.99,$17140,$34947,$49024,751,3,16416719,2015-07-23 11:56:00,4576,$33.85,Swipe Transaction,22204,Cape Coral,FL,33909.0,5541,
127,820,Mastercard,Debit,5738964942904646,11/2020,730,YES,1,$20759,01/2007,2009,No,70,59,1949,12,Female,669 South Street,41.7,-70.3,$26762,$41902,$29713,633,5,20754098,2018-02-01 14:06:00,5040,$35.01,Chip Transaction,92401,Barnstable,MA,2630.0,5912,
281,708,Visa,Credit,4017261190134817,05/2015,877,YES,2,$98100,01/2011,2011,No,63,63,1957,1,Female,3 Madison Street,40.71,-73.99,$163145,$249925,$202328,722,4,18015644,2016-06-30 08:29:00,5621,$33.96,Chip Transaction,61195,New York,NY,10075.0,5541,
3067,1412,Mastercard,Credit,5135678062479808,07/2021,505,YES,1,$12800,05/2010,2016,No,58,67,1961,6,Female,91 Jefferson Drive,36.97,-86.44,$26567,$54166,$0,707,5,21667797,2018-08-14 12:39:00,5687,$17.23,Chip Transaction,61195,Bowling Green,KY,42103.0,5541,
2983,1151,Visa,Debit,4973211658227265,05/2022,524,YES,2,$495,05/2008,2010,No,53,65,1966,12,Male,353 South Boulevard,40.35,-74.65,$0,$920,$1914,788,3,18814261,2016-12-17 14:36:00,1341,$7.12,Chip Transaction,19964,Princeton,NJ,8540.0,5311,
1017,1888,Mastercard,Debit,5613352979417307,05/2016,681,YES,1,$7589,02/2003,2011,No,75,59,1944,6,Female,7854 Plum Avenue,44.65,-93.17,$28429,$41513,$15899,748,3,20618673,2018-01-03 20:24:00,1016,$68.23,Chip Transaction,26810,Farmington,MN,55024.0,5541,
4969,1677,Mastercard,Debit,5650667533582383,04/2022,228,YES,2,$13404,10/2002,2018,No,51,67,1969,2,Male,849 Littlewood Drive,33.57,-101.87,$16272,$33178,$92366,671,2,8551811,2010-09-23 16:24:00,4969,$11.25,Swipe Transaction,83271,Baird,TX,79504.0,4214,
1127,1797,Visa,Debit,4777281869545650,02/2017,256,YES,2,$23237,02/2007,2009,No,67,65,1952,11,Male,391 Martin Luther King Boulevard,37.71,-122.16,$24971,$30962,$15336,743,5,16954037,2015-11-15 14:18:00,299,$36.46,Online Transaction,15143,ONLINE,,,4784,
5372,868,Visa,Debit,4025137324225957,11/2024,653,YES,2,$13455,11/2001,2011,No,78,64,1941,11,Male,5004 Lake Street,35.46,-97.51,$16016,$31046,$11436,706,6,15073112,2014-10-06 12:15:00,2233,$-86.00,Swipe Transaction,50867,Oklahoma City,OK,73110.0,5541,
5512,327,Visa,Debit,4711207147444250,07/2023,641,YES,2,$11528,11/2007,2013,No,44,67,1975,7,Male,7485 Seventh Street,44.41,-71.97,$18069,$36843,$52248,772,5,11782550,2012-10-10 11:49:00,5512,$-85.00,Swipe Transaction,43293,Syracuse,NY,13209.0,5499,
3839,1473,Mastercard,Debit,5401708824823369,09/2024,387,YES,1,$15909,07/2008,2008,No,51,67,1968,11,Female,6541 Fourth Drive,37.04,-93.29,$20316,$41427,$53773,850,3,10338261,2011-11-16 09:55:00,3839,$2.69,Swipe Transaction,83435,Nixa,MO,65714.0,5411,
3596,1776,Visa,Credit,4760959420776144,05/2021,81,YES,2,$11100,06/2015,2015,No,47,75,1972,10,Male,130 Lincoln Drive,40.04,-82.12,$21156,$43133,$44263,693,3,15947260,2015-04-13 18:51:00,4938,$38.47,Chip Transaction,64050,Nashport,OH,43830.0,5310,
3444,1644,Visa,Credit,4715738219735937,07/2023,643,YES,1,$10900,06/2009,2009,No,83,65,1937,1,Male,637 Seventh Street,34.66,-83.09,$15406,$31943,$1248,686,6,10030387,2011-09-06 11:19:00,5525,$5.03,Swipe Transaction,45926,Westminster,SC,29693.0,5814,
3004,401,Mastercard,Debit,5192267246661566,10/2024,412,YES,1,$17691,05/2009,2009,No,81,71,1938,9,Male,84497 Valley Stream Drive,34.2,-118.39,$15239,$28644,$879,806,7,7566785,2010-01-24 12:52:00,3004,$17.82,Swipe Transaction,55060,North Hollywood,CA,91605.0,5812,
4649,891,Visa,Debit,4750471235873274,09/2023,924,YES,2,$24270,09/2007,2008,No,38,66,1981,10,Female,177 Maple Boulevard,35.44,-94.35,$17093,$34854,$40722,746,5,22002387,2018-10-24 11:03:00,2141,$11.03,Chip Transaction,25887,Van Buren,AR,72956.0,5814,
2494,201,Visa,Credit,4825820548818212,11/2024,558,YES,1,$10100,04/2005,2013,No,61,65,1958,5,Male,206 Pine Lane,41.52,-88.12,$17567,$35823,$96691,732,3,8169111,2010-06-23 10:32:00,4489,$57.85,Swipe Transaction,34490,Lemont,IL,60439.0,5719,
5350,1503,Visa,Credit,4896740019424793,02/2023,107,YES,2,$12600,11/1996,2014,No,59,67,1960,3,Male,1362 Norfolk Drive,32.35,-86.28,$21102,$43021,$86014,725,4,17667105,2016-04-16 23:06:00,5350,$-50.00,Chip Transaction,43293,Montgomery,AL,36111.0,5499,
984,303,Visa,Credit,4077302487318693,01/2022,537,YES,1,$14800,02/2000,2012,No,94,66,1926,1,Male,93 Lafayette Boulevard,40.48,-104.9,$27185,$60080,$1807,690,6,21389291,2018-06-16 12:52:00,4824,$89.77,Chip Transaction,20561,Windsor,CO,80550.0,5912,
3984,515,Visa,Debit,4170871321743414,09/2023,676,YES,2,$27053,07/2011,2011,No,61,63,1958,10,Male,9525 First Boulevard,32.51,-94.76,$20531,$41865,$60911,676,4,13682639,2013-12-06 12:43:00,5487,$2.07,Swipe Transaction,17220,Longview,TX,75604.0,5812,
4948,1897,Mastercard,Debit,5695371675609176,12/2023,110,YES,1,$51302,10/2001,2010,No,38,67,1981,3,Male,683 Washington Street,40.87,-73.4,$51032,$104049,$247623,741,2,11390411,2012-07-13 16:54:00,3690,$21.88,Online Transaction,39021,ONLINE,,,4784,
3132,356,Mastercard,Debit,5261666772953093,01/2018,761,YES,1,$39192,05/2013,2013,No,50,73,1969,10,Female,24 River Avenue,27.19,-80.24,$20315,$41420,$0,691,5,22752550,2019-04-01 07:22:00,5279,$18.00,Chip Transaction,46284,Stuart,FL,34997.0,5411,
4221,231,Mastercard,Debit,5443684097691863,10/2022,473,YES,1,$26097,08/2007,2011,No,55,67,1964,3,Female,1442 Mill Avenue,35.05,-78.87,$17789,$36270,$73779,769,5,17494296,2016-03-10 16:12:00,5718,$51.33,Chip Transaction,4081,Fayetteville,NC,28314.0,5300,
4915,906,Visa,Debit,4301090834057529,12/2017,718,YES,1,$26850,09/2017,2017,No,75,69,1945,2,Male,6930 East Lane,40.57,-112.33,$21749,$21154,$5764,705,6,21998172,2018-10-23 13:13:00,3760,$11.59,Chip Transaction,24504,Syracuse,UT,84075.0,4214,
3396,672,Mastercard,Debit,5302317645406586,02/2012,347,YES,1,$9397,06/2008,2010,No,37,68,1983,2,Male,95873 Madison Boulevard,35.81,-83.25,$11755,$23967,$3880,722,4,7798535,2010-03-23 16:05:00,3396,$30.34,Swipe Transaction,43293,Cosby,TN,37722.0,5499,
4102,1058,Mastercard,Credit,5643346576345182,06/2020,64,YES,1,$7800,08/2001,2013,No,61,67,1958,3,Male,5363 Tenth Lane,36.18,-87.34,$17261,$35196,$51751,684,4,23099692,2019-06-13 20:44:00,1102,$56.75,Swipe Transaction,22033,Charlotte,TN,37036.0,5812,
2343,1381,Mastercard,Debit,5936146704569186,10/2018,616,YES,1,$21357,03/2015,2015,No,79,68,1940,10,Male,1699 West Lane,41.69,-81.33,$24878,$29517,$2470,690,4,7641453,2010-02-12 08:35:00,3738,$-52.00,Swipe Transaction,61195,Mentor,OH,44060.0,5541,
4521,1523,Mastercard,Debit,5315137645798994,04/2023,777,YES,1,$12348,09/2002,2008,No,61,73,1958,10,Female,7561 Valley Avenue,36.07,-79.82,$19453,$39661,$74740,850,4,12001275,2012-11-28 22:01:00,4521,$2.13,Swipe Transaction,96996,Greensboro,NC,27407.0,4121,
4596,1155,Mastercard,Debit,5854333169733349,11/2006,280,YES,2,$11157,09/2006,2011,No,83,65,1936,8,Female,387 Third Boulevard,31.5,-111.06,$15462,$29494,$1196,689,5,13510774,2013-10-29 13:42:00,2997,$0.21,Swipe Transaction,86438,Rio Rico,AZ,85648.0,5499,
3039,989,Amex,Credit,309385388804488,01/2024,251,YES,1,$16200,05/2010,2010,No,78,66,1941,9,Male,6283 Rose Avenue,38.87,-77.4,$46175,$113514,$16524,727,8,11798762,2012-10-14 01:13:00,4124,$355.13,Swipe Transaction,16041,South Ozone Park,NY,11420.0,7802,
1324,58,Mastercard,Debit,5850540702416613,05/2022,840,YES,2,$23838,02/2013,2013,No,38,66,1981,4,Female,6561 George Avenue,38.81,-90.96,$25756,$52512,$95640,706,2,15227559,2014-11-09 10:33:00,1324,$39.35,Swipe Transaction,60569,Troy,MO,63379.0,5300,
5758,322,Mastercard,Debit,5392957769023387,10/2020,803,YES,2,$4355,12/1999,2010,No,47,65,1972,10,Male,708 George Street,31.22,-84.21,$13759,$28055,$12475,829,3,10826271,2012-03-07 21:18:00,5365,$55.19,Swipe Transaction,60569,Thomasville,GA,31792.0,5300,
5179,1098,Visa,Credit,4374571351357853,10/2020,674,YES,1,$10000,10/2009,2010,No,50,71,1969,3,Male,772 Fifth Boulevard,42.67,-95.3,$16901,$34456,$54634,752,4,20799340,2018-02-11 08:22:00,1320,$78.00,Chip Transaction,59935,Granville,IA,51022.0,5499,
42,825,Visa,Credit,4879494103069057,08/2024,693,NO,1,$12400,01/2003,2012,No,53,66,1966,11,Female,462 Rose Lane,34.15,-117.76,$29278,$59696,$127613,787,5,14051063,2014-02-25 06:10:00,42,$191.52,Swipe Transaction,61195,Mira Loma,CA,91752.0,5541,
824,865,Visa,Credit,4756798568797972,01/2020,94,YES,2,$4000,01/2020,2020,No,41,65,1979,2,Male,9684 Grant Drive,38.06,-78.9,$18531,$37786,$107692,693,5,22789498,2019-04-08 22:48:00,4356,$25.18,Chip Transaction,32175,Waynesboro,VA,22980.0,7538,
3117,1371,Mastercard,Debit,5739342319047051,02/2020,749,YES,2,$23807,05/2012,2012,No,86,65,1933,6,Female,143 Catherine Boulevard,21.41,-157.79,$24516,$49529,$1385,689,6,15369539,2014-12-10 02:37:00,3117,$154.05,Swipe Transaction,1285,Kaneohe,HI,96744.0,5912,
2253,1098,Mastercard,Debit,5547459880579017,02/2020,116,YES,2,$16868,03/2010,2010,No,50,71,1969,3,Male,772 Fifth Boulevard,42.67,-95.3,$16901,$34456,$54634,752,4,13985797,2014-02-10 16:56:00,5179,$-75.00,Swipe Transaction,59935,Granville,IA,51022.0,5499,
4163,1579,Mastercard,Debit,5184790316386758,12/2021,128,YES,2,$6550,08/2005,2016,No,81,70,1938,6,Female,7673 Plum Drive,27.95,-82.48,$18881,$28594,$1821,728,5,19413954,2017-04-24 07:36:00,3976,$82.21,Chip Transaction,89245,Tampa,FL,33617.0,5411,
1248,1755,Visa,Debit,4353998165821083,10/2016,159,YES,2,$367,02/2010,2015,No,53,70,1967,2,Male,302 Park Boulevard,31.96,-83.77,$13864,$28269,$66681,734,6,14000610,2014-02-14 07:34:00,1248,$2.96,Swipe Transaction,50783,Cordele,GA,31015.0,5411,
5497,126,Mastercard,Debit,5110177937842500,04/2023,932,YES,1,$13555,11/2007,2011,No,63,65,1956,10,Male,5159 Wessex Avenue,34.72,-92.35,$13047,$26600,$0,799,4,18154587,2016-07-29 18:31:00,5466,$32.66,Swipe Transaction,30055,Drasco,AR,72530.0,7832,
2372,1675,Mastercard,Debit,5450223883062555,12/2023,64,NO,1,$37722,03/2018,2018,No,36,70,1983,8,Male,97 Little Creek Boulevard,47.14,-122.32,$24519,$49993,$52978,767,3,18118438,2016-07-22 06:23:00,3473,$61.05,Swipe Transaction,61195,Puyallup,WA,98374.0,5541,
789,1455,Visa,Credit,4538277638033307,10/2024,387,YES,1,$6800,01/2020,2020,No,36,67,1983,12,Male,83 Sixth Drive,32.72,-117.09,$16838,$34330,$15223,713,4,23426068,2019-08-21 15:38:00,2960,$70.00,Chip Transaction,26907,San Diego,CA,92102.0,7230,
4034,474,Discover,Credit,6646752478037215,09/2022,583,YES,2,$14600,07/2015,2015,No,55,66,1964,4,Male,455 Little Creek Boulevard,40.75,-73.64,$39705,$80957,$161166,683,6,20081015,2017-09-12 02:13:00,4034,$96.95,Chip Transaction,25857,Williston Park,NY,11596.0,5812,
2485,1169,Mastercard,Credit,5413583936219095,03/2023,131,YES,1,$21200,04/2005,2012,No,51,68,1968,11,Female,375 Hillside Drive,30.54,-97.64,$30358,$61901,$29627,726,7,18172985,2016-08-02 16:21:00,4778,$30.84,Chip Transaction,52739,Miami,FL,33126.0,4121,
4473,1543,Visa,Debit,4559874462694124,08/2024,810,YES,2,$39389,08/2018,2018,No,31,68,1988,10,Female,5857 12th Avenue,34.14,-118.46,$51976,$105963,$106266,684,4,16940831,2015-11-12 16:44:00,4687,$33.79,Online Transaction,15143,ONLINE,,,4784,
4193,1937,Visa,Debit (Prepaid),4418492072049483,05/2021,868,YES,2,$53,08/2006,2012,No,65,62,1955,2,Female,230 Plum Avenue,38.78,-90.7,$25350,$17056,$29112,667,5,17504663,2016-03-13 06:37:00,3,$77.00,Chip Transaction,59935,O Fallon,MO,63366.0,5499,
3026,977,Visa,Credit,4152641013108396,06/2023,561,YES,2,$10200,05/2009,2009,No,83,67,1936,12,Female,237 Hill Boulevard,32.59,-96.68,$13917,$22873,$0,710,5,8895364,2010-12-15 07:56:00,5101,$22.03,Swipe Transaction,20561,Nevada,TX,75173.0,5912,
3318,1295,Mastercard,Debit,5253054637336998,05/2020,162,YES,2,$11382,06/2006,2009,No,70,70,1950,2,Female,888 Lincoln Street,46.78,-92.11,$17474,$27772,$14408,788,4,21805781,2018-09-12 13:58:00,3318,$71.38,Chip Transaction,23274,Duluth,MN,55807.0,5912,Insufficient Balance
404,1081,Amex,Credit,308645722065737,06/2021,218,YES,2,$21200,01/2020,2020,No,31,60,1988,9,Female,9633 Mill Lane,39.69,-104.81,$24849,$50666,$102318,617,3,13437751,2013-10-13 12:37:00,3427,$240.00,Swipe Transaction,27092,Aurora,CO,80013.0,4829,
1091,343,Mastercard,Debit,5084262281266937,10/2010,599,YES,2,$24943,02/2006,2012,No,55,72,1964,9,Female,919 Ocean View Lane,37.73,-121.24,$23368,$47643,$45706,764,8,9099233,2011-02-01 11:30:00,4189,$66.23,Swipe Transaction,28325,Manteca,CA,95337.0,5411,
